image_uid,luminance,rms_contrast,michelson_contrast,colorfulness,saturation,hue_entropy,gray_entropy,edge_density,spectral_slope,high_freq_energy,edge_com_x,edge_com_y,aspect
img_0018,0.2780926823616028,0.3088119924068451,0.9749514573172283,33.26030349731445,0.2926817238330841,3.2453103065490723,4.966165587777367,0.04758333333333333,-2.6082232154614933,0.02802826650440693,0.5552907271967268,0.4851601399801167,1.3333333333333333
img_0019,0.37429550290107727,0.23589959740638733,0.9920948512006371,0.0,0.0,-0.0,5.710700222940327,0.055841666666666664,-2.8401301588582784,0.06610842049121857,0.5260432753683585,0.46904754261818443,1.3333333333333333
img_0020,0.3855177164077759,0.16862685978412628,0.7377854423669531,93.56800079345703,0.4946645498275757,1.8157087564468384,5.163232026362483,0.012641666666666667,-2.774234963383234,0.03686642274260521,0.5000724784465816,0.5482703506497036,1.3333333333333333
img_0021,0.24689677357673645,0.23503200709819794,0.9903200279396644,80.29191589355469,0.518007755279541,2.800865888595581,5.2437832298050315,0.09385,-1.7899110744434656,0.13719166815280914,0.4978048308889869,0.6133419640134233,1.3333333333333333
img_0022,0.25846242904663086,0.16098201274871826,0.9999999869507201,72.67211151123047,0.4928794205188751,2.7159018516540527,5.038690507771241,0.0189,-2.7228823233974753,0.03873298317193985,0.4990339247792299,0.49775145286849193,1.3333333333333333
img_0023,0.31928732991218567,0.30076947808265686,0.9999999876930538,59.567420959472656,0.47911953926086426,2.136500358581543,5.120099183835263,0.044575,-2.846898817497637,0.039775948971509933,0.5108824429689774,0.47886187048682416,1.3333333333333333
img_0024,0.4846964478492737,0.24367031455039978,0.9479942596137304,48.97852325439453,0.36081594228744507,1.9138972759246826,5.769126444760387,0.05485,-2.323257468863939,0.05968249961733818,0.5119181436876454,0.507586137012344,1.3333333333333333
img_0025,0.40407252311706543,0.1953013837337494,0.8270866015087671,62.908348083496094,0.23876214027404785,3.2474539279937744,5.576898501282854,0.04290833333333333,-2.3424432189800983,0.08637092262506485,0.5506430479409667,0.49520606688491864,1.3333333333333333
img_0026,0.8300039172172546,0.1942988485097885,0.7948746810130783,2.402906894683838,0.009172909893095493,3.6217379570007324,4.261165434151023,0.023491666666666668,-3.098920706512741,0.02140718325972557,0.4523173925292506,0.5029369955752637,1.3333333333333333
img_0027,0.7248373031616211,0.3448096513748169,0.8984195966477689,40.434513092041016,0.17133131623268127,1.599932074546814,3.9356047162448555,0.0232,-3.089133527212087,0.010928149335086346,0.49942564516115145,0.4999212749437271,1.3333333333333333
img_0028,0.32992297410964966,0.15286485850811005,0.7404841309732909,54.85498809814453,0.4379902482032776,2.8532371520996094,5.1389638636204795,0.0022916666666666667,-3.2318210899891433,0.016229255124926567,0.448983644397208,0.5855150134000117,1.3333333333333333
img_0029,0.6086567044258118,0.31585490703582764,0.9766785648865992,26.658191680908203,0.1996353566646576,2.8227968215942383,5.103972599341322,0.019575,-2.812357833674041,0.01873105578124523,0.39459645893687095,0.5032438975236495,1.3333333333333333
