region,concept_cell,model,layer,view,n_units,r_mean,r_median,r_sem,r_norm_mean,frac_pos
MTL,False,dinov2_small,block2,cls,281,-0.15706005070281417,-0.16810984639951132,0.011601280032502246,-0.5934062930809823,0.199288256227758
MTL,False,dinov2_small,block2,gap,281,-0.1436165683859965,-0.1634739130041481,0.01143608732315088,-0.5406874870348434,0.2099644128113879
MTL,False,dinov2_small,block5,cls,281,-0.14138795152845046,-0.16183546522360914,0.01098485886143845,-0.5253281183899402,0.21352313167259787
MTL,False,dinov2_small,block5,gap,281,-0.13388735076872887,-0.1560072132336252,0.010928110846128512,-0.49629018262406427,0.21352313167259787
MTL,False,dinov2_small,block8,cls,281,-0.1276251942785272,-0.16225813372755055,0.011629262916172922,-0.48638454943786485,0.23843416370106763
MTL,False,dinov2_small,block8,gap,281,-0.13305842807204948,-0.16320809464738367,0.011167082441892233,-0.5045984928204869,0.20640569395017794
MTL,False,dinov2_small,norm,cls,281,-0.18282827443035146,-0.21741106703012408,0.010330373816138355,-0.6731834429144157,0.1423487544483986
MTL,False,dinov2_small,norm,gap,281,-0.14136260726657196,-0.17116250239351902,0.011474925172282956,-0.545723335482822,0.2099644128113879
MTL,False,resnet18,avgpool,gap,281,-0.13783175715227217,-0.16085564455735338,0.011933139238300305,-0.5262056953715366,0.23843416370106763
MTL,False,resnet18,layer1,gap,281,-0.16618747170373982,-0.2193368313423746,0.01149701312755106,-0.6137656474053076,0.19572953736654805
MTL,False,resnet18,layer2,gap,281,-0.1622607317489929,-0.20642468476027084,0.011641477572736019,-0.602132354183417,0.16725978647686832
MTL,False,resnet18,layer3,gap,281,-0.14907934838798684,-0.18134339545098857,0.011192518405723465,-0.5567234777703678,0.19572953736654805
MTL,False,resnet18,layer4,gap,281,-0.13783175715227217,-0.16085564455735338,0.011933139238300305,-0.5262056953715366,0.23843416370106763
MTL,False,resnet18,logits,gap,281,-0.09295506685985418,-0.1019847257087868,0.011720960133768528,-0.3622621124918296,0.29537366548042704
MTL,False,resnet18,stem,gap,281,-0.17093252141617968,-0.19883553124812764,0.01072322954380817,-0.6334671253627817,0.16725978647686832
MTL,False,resnet50,avgpool,gap,281,-0.09456713621897893,-0.10121646067809038,0.011163695245180839,-0.36768201388270855,0.28113879003558717
MTL,False,resnet50,layer1,gap,281,-0.14748076732014043,-0.16054785248517195,0.011731105259236914,-0.5460217453241065,0.19217081850533807
MTL,False,resnet50,layer2,gap,281,-0.13039158139855253,-0.14189067799925842,0.011071960038085414,-0.48934408929220585,0.2099644128113879
MTL,False,resnet50,layer3,gap,281,-0.1052274016075974,-0.13316454920772078,0.010944246277216577,-0.4074515268626844,0.2491103202846975
MTL,False,resnet50,layer4,gap,281,-0.09456713621897893,-0.10121646067809038,0.011163695245180839,-0.36768201388270855,0.28113879003558717
MTL,False,resnet50,logits,gap,281,-0.13322275543167914,-0.15782110558229845,0.011019738349943829,-0.5019584353152229,0.2277580071174377
MTL,False,resnet50,stem,gap,281,-0.16998865677511313,-0.21024950734510373,0.011007592819733309,-0.6267738683762248,0.17793594306049823
MTL,False,vgg16,conv1_2,gap,281,-0.17407469080852533,-0.2222855393778397,0.010931043903717491,-0.6435227984822209,0.16725978647686832
MTL,False,vgg16,conv2_2,gap,281,-0.1583074076314199,-0.20333812287911618,0.011754998135070836,-0.5924529936528036,0.21708185053380782
MTL,False,vgg16,conv3_3,gap,281,-0.1475455203456487,-0.17911192681026525,0.01169222240973344,-0.554378239065279,0.20284697508896798
MTL,False,vgg16,conv4_3,gap,281,-0.12634095421587574,-0.1453079637341389,0.011716558544529363,-0.47359717691444647,0.21708185053380782
MTL,False,vgg16,conv5_3,gap,281,-0.13170949025576711,-0.13686370163005881,0.011579811192064027,-0.49866668410535353,0.2313167259786477
MTL,False,vgg16,fc6,gap,281,-0.05226416470976407,-0.05572915808823152,0.010260726374003782,-0.21576328881151766,0.3736654804270463
MTL,False,vgg16,fc7,gap,281,-0.04980109511780267,-0.049488585879320826,0.01017830057307871,-0.20160647535069398,0.3594306049822064
