group,subject,unit,area,model,layer,view,rho,rho_null
MTL non-concept,5,27,hippocampus,resnet18,layer4,gap,0.06303275091783765,0.02617793667158097
MTL non-concept,5,28,hippocampus,resnet18,layer4,gap,-0.0901653508883643,0.026247799293844305
MTL non-concept,5,30,hippocampus,resnet18,layer4,gap,-0.219101957126246,-0.08394216470056876
MTL non-concept,5,31,hippocampus,resnet18,layer4,gap,0.07599848435685692,-0.013411381359550622
MTL non-concept,5,32,hippocampus,resnet18,layer4,gap,-0.08579402899837918,0.049614497267830134
MTL non-concept,7,13,hippocampus,resnet18,layer4,gap,0.326889052954582,-0.03641289781743186
MTL non-concept,7,14,hippocampus,resnet18,layer4,gap,-0.046473033341217974,0.007751953441674807
MTL non-concept,7,15,hippocampus,resnet18,layer4,gap,0.05796663279317449,-0.13651141580200768
MTL non-concept,7,16,hippocampus,resnet18,layer4,gap,0.14978507642050895,-0.09378563471874522
MTL non-concept,7,18,amygdala,resnet18,layer4,gap,-0.29195791820878675,0.28101128745632353
MTL non-concept,7,19,amygdala,resnet18,layer4,gap,0.12856234669911495,0.12315916251729023
MTL non-concept,7,22,amygdala,resnet18,layer4,gap,-0.03157991805051941,-0.14259948615896142
MTL non-concept,7,27,amygdala,resnet18,layer4,gap,-0.008826327107160798,0.10786865619935614
MTL non-concept,7,28,amygdala,resnet18,layer4,gap,-0.1914386750250858,-0.1513134914646801
MTL non-concept,7,29,amygdala,resnet18,layer4,gap,-0.18641342706583366,0.08435400025017728
MTL non-concept,7,31,amygdala,resnet18,layer4,gap,0.03206776040950416,-0.14887476101132535
MTL non-concept,7,32,amygdala,resnet18,layer4,gap,-0.11319686304518399,-0.1528630524029358
MTL non-concept,7,33,amygdala,resnet18,layer4,gap,-0.03039679054600063,-0.06711201211821052
MTL non-concept,8,32,hippocampus,resnet18,layer4,gap,-0.13022515659091766,-0.16815847098870582
MTL non-concept,8,33,hippocampus,resnet18,layer4,gap,0.1256317229167182,-0.008647010449650161
MTL non-concept,8,35,hippocampus,resnet18,layer4,gap,0.0016141405604508598,0.0323999459917129
MTL non-concept,8,36,hippocampus,resnet18,layer4,gap,0.11821561205181738,0.06408615081693604
MTL non-concept,8,39,hippocampus,resnet18,layer4,gap,0.10819597404679245,0.11424687412411418
MTL non-concept,8,40,hippocampus,resnet18,layer4,gap,0.03929220357606749,-0.0736863382074734
MTL non-concept,8,41,hippocampus,resnet18,layer4,gap,0.3024131874019585,-0.18339587018533857
MTL non-concept,8,43,hippocampus,resnet18,layer4,gap,0.04486143321786224,0.07666993234413808
MTL non-concept,8,44,hippocampus,resnet18,layer4,gap,0.0008884773703295969,0.09566705355212045
MTL non-concept,8,46,hippocampus,resnet18,layer4,gap,0.1805018853907971,0.04698595274427487
MTL non-concept,8,48,hippocampus,resnet18,layer4,gap,-0.02509272698989124,-0.0672468831257446
MTL non-concept,8,49,hippocampus,resnet18,layer4,gap,-0.08024905767292001,0.04446727042539307
MTL non-concept,8,50,hippocampus,resnet18,layer4,gap,-0.024350644459631993,0.20392564593491425
MTL non-concept,8,52,amygdala,resnet18,layer4,gap,0.00598211384121161,0.0975612672426942
MTL non-concept,8,53,amygdala,resnet18,layer4,gap,-0.0063670836917997025,-0.08625109841643029
MTL non-concept,8,54,amygdala,resnet18,layer4,gap,0.08972443600490303,-0.2818877939499137
MTL non-concept,8,55,amygdala,resnet18,layer4,gap,0.25452866122932066,0.22681119296493407
MTL non-concept,8,56,amygdala,resnet18,layer4,gap,0.14053932126172677,-0.07983376257253176
MTL non-concept,8,57,amygdala,resnet18,layer4,gap,0.06594148691377887,0.018582460834788248
MTL non-concept,9,18,amygdala,resnet18,layer4,gap,-0.13796890072734624,-0.1397746774638076
MTL non-concept,9,19,amygdala,resnet18,layer4,gap,-0.0524043230813849,-0.09164287896628813
MTL non-concept,9,20,amygdala,resnet18,layer4,gap,-0.2811073762295444,-0.21231237557415758
MTL non-concept,9,21,amygdala,resnet18,layer4,gap,-0.04077075457330734,-0.22460942882697102
MTL non-concept,9,22,amygdala,resnet18,layer4,gap,-0.1267609067201473,-0.03423930948944747
MTL non-concept,9,23,amygdala,resnet18,layer4,gap,0.08536486845652284,0.0378247404915073
MTL non-concept,9,24,amygdala,resnet18,layer4,gap,-0.17781172678114893,-0.024816015951458294
MTL non-concept,9,26,amygdala,resnet18,layer4,gap,-0.08223639874060998,0.006060349107274669
MTL non-concept,9,27,amygdala,resnet18,layer4,gap,-0.07983803986878792,-0.18922809777488697
MTL non-concept,9,28,hippocampus,resnet18,layer4,gap,0.05192799109336294,-0.06409468932059241
MTL non-concept,9,29,hippocampus,resnet18,layer4,gap,0.047228828927638425,0.026956282006557527
MTL non-concept,9,30,hippocampus,resnet18,layer4,gap,-0.12603231399036324,-0.028802736702768617
MTL non-concept,9,31,hippocampus,resnet18,layer4,gap,0.11508882583500896,-0.022664053389945735
MTL non-concept,9,52,amygdala,resnet18,layer4,gap,-0.3033793969341167,0.1494204928825664
MTL non-concept,10,22,amygdala,resnet18,layer4,gap,-0.03203484610238794,0.01683338004624193
MTL non-concept,10,23,amygdala,resnet18,layer4,gap,0.11966643110624005,0.1160850883403144
MTL non-concept,10,24,amygdala,resnet18,layer4,gap,0.17569458923553136,-0.0826337129680198
MTL non-concept,10,25,amygdala,resnet18,layer4,gap,-0.010121481288720402,0.0028286216678768705
MTL non-concept,10,26,amygdala,resnet18,layer4,gap,-0.0005368083921801264,0.00794554818221441
MTL non-concept,10,27,amygdala,resnet18,layer4,gap,0.1114999227568503,0.16798160202525178
MTL non-concept,10,28,amygdala,resnet18,layer4,gap,-0.01205298828250417,0.11089751167495715
MTL non-concept,10,29,amygdala,resnet18,layer4,gap,-0.13523649112754504,0.06968466960722558
MTL non-concept,10,30,amygdala,resnet18,layer4,gap,0.063077973007654,0.031229506526199966
MTL non-concept,10,31,amygdala,resnet18,layer4,gap,-0.03521206335861087,-0.028712923892403455
MTL non-concept,10,32,amygdala,resnet18,layer4,gap,0.0366669651784521,0.029654796479692522
MTL non-concept,10,33,amygdala,resnet18,layer4,gap,0.15187173300605888,-0.1255254206643989
MTL non-concept,10,34,hippocampus,resnet18,layer4,gap,0.1291517909527913,0.14412079852858797
MTL non-concept,10,35,hippocampus,resnet18,layer4,gap,-0.06793671226989102,-0.039944635158477196
MTL non-concept,10,36,hippocampus,resnet18,layer4,gap,0.016135027966334755,-0.014027837530271522
MTL non-concept,10,37,hippocampus,resnet18,layer4,gap,-0.24183121799785745,-0.22249378217559213
MTL non-concept,10,38,hippocampus,resnet18,layer4,gap,-0.10886083747330616,-0.0440118079641673
MTL non-concept,10,39,hippocampus,resnet18,layer4,gap,-0.02600185544412624,-0.17219346290958132
MTL non-concept,10,40,hippocampus,resnet18,layer4,gap,0.10146596361111981,0.19528328836012251
MTL non-concept,10,41,hippocampus,resnet18,layer4,gap,0.014380528126820277,0.06677271605118558
MTL non-concept,10,42,hippocampus,resnet18,layer4,gap,-0.2097351488719187,-0.11640931779230769
MTL non-concept,10,43,hippocampus,resnet18,layer4,gap,0.00881289204258734,-0.20007557019601777
MTL non-concept,10,44,hippocampus,resnet18,layer4,gap,-0.09808626903914404,0.08776669498630324
MTL non-concept,10,45,hippocampus,resnet18,layer4,gap,0.10049217414805503,-0.052040186160004116
MTL non-concept,10,62,amygdala,resnet18,layer4,gap,-0.15766112832814638,-0.06780140872417188
MTL non-concept,10,63,amygdala,resnet18,layer4,gap,0.09203555478681961,0.1837022032886328
MTL non-concept,10,65,amygdala,resnet18,layer4,gap,0.006889860657942631,0.042117804509785486
MTL non-concept,10,66,amygdala,resnet18,layer4,gap,0.03554194940736277,0.07480904211226679
MTL non-concept,10,68,amygdala,resnet18,layer4,gap,-0.07102340424502145,0.1141539676675373
MTL non-concept,10,69,amygdala,resnet18,layer4,gap,-0.1651807273223087,0.10328157504973214
MTL non-concept,11,0,hippocampus,resnet18,layer4,gap,-0.06685442878546093,-0.027607850486796356
MTL non-concept,11,1,hippocampus,resnet18,layer4,gap,0.10881041117351598,0.05996245135160405
MTL non-concept,11,2,hippocampus,resnet18,layer4,gap,0.09929537903475764,-0.07023008716231442
MTL non-concept,11,3,hippocampus,resnet18,layer4,gap,-0.18724805064952077,0.09320769425944343
MTL non-concept,11,4,hippocampus,resnet18,layer4,gap,-0.108236499681334,-0.07427228903200302
MTL non-concept,11,8,hippocampus,resnet18,layer4,gap,0.16397375005976406,-0.0484135648602377
MTL non-concept,11,9,hippocampus,resnet18,layer4,gap,0.0496474719023865,0.03831666579307089
MTL non-concept,11,10,hippocampus,resnet18,layer4,gap,0.16701016574627647,-0.20813520500972413
MTL non-concept,11,14,hippocampus,resnet18,layer4,gap,0.010471581844303158,-0.10456710416559903
MTL non-concept,11,15,hippocampus,resnet18,layer4,gap,0.12138933579326718,-0.0568669302895207
MTL non-concept,11,19,hippocampus,resnet18,layer4,gap,0.13455083987029917,-0.1123232379701547
MTL non-concept,11,20,hippocampus,resnet18,layer4,gap,0.2060664884629147,0.003311870024245467
MTL non-concept,11,21,amygdala,resnet18,layer4,gap,0.006940783813290409,0.17066283463095933
MTL non-concept,11,22,amygdala,resnet18,layer4,gap,0.041700526546964684,-0.011841352640427375
MTL non-concept,11,23,amygdala,resnet18,layer4,gap,-0.11258588491702819,0.0026553274744582117
MTL non-concept,11,24,amygdala,resnet18,layer4,gap,0.03160640730071349,-0.1440592359853989
MTL non-concept,11,26,amygdala,resnet18,layer4,gap,-0.003056462642607916,-0.023869841202889115
MTL non-concept,11,27,amygdala,resnet18,layer4,gap,0.036676099563346894,0.025180055022485735
MTL non-concept,11,29,amygdala,resnet18,layer4,gap,0.17211733481695823,-0.024225038411123372
MTL non-concept,11,30,amygdala,resnet18,layer4,gap,0.07326593240254345,0.0959747423747773
MTL non-concept,11,32,amygdala,resnet18,layer4,gap,-0.052227928606483,-0.043543262678713196
MTL non-concept,11,33,amygdala,resnet18,layer4,gap,-0.2613897806524733,-0.32252649340253525
MTL non-concept,11,35,amygdala,resnet18,layer4,gap,0.24974501774533273,0.17278782395635875
MTL non-concept,11,61,hippocampus,resnet18,layer4,gap,0.1445055886539016,-0.004197394609544918
MTL non-concept,11,62,hippocampus,resnet18,layer4,gap,0.14082300667375736,-0.02822979116514251
MTL non-concept,11,63,hippocampus,resnet18,layer4,gap,0.019777511618605952,-0.19951129265789616
MTL non-concept,11,64,hippocampus,resnet18,layer4,gap,0.19795748647726957,0.24863968035971806
MTL non-concept,11,66,hippocampus,resnet18,layer4,gap,-0.14872427573202818,-0.018156797501136752
MTL non-concept,11,67,hippocampus,resnet18,layer4,gap,0.04784899520252506,-0.035703075090534296
MTL non-concept,11,69,amygdala,resnet18,layer4,gap,-0.14099990804238094,-0.035956247406301926
MTL non-concept,11,70,amygdala,resnet18,layer4,gap,-0.027534143481171173,0.11111059273725592
MTL non-concept,11,71,amygdala,resnet18,layer4,gap,-0.1572274103475792,0.09735365465580326
MTL non-concept,12,16,amygdala,resnet18,layer4,gap,0.09918080952393447,-0.19110552518682564
MTL non-concept,12,17,amygdala,resnet18,layer4,gap,-0.09118609848102495,0.041844239204577874
MTL non-concept,13,21,amygdala,resnet18,layer4,gap,0.13808316697653403,-0.1213155354610233
MTL non-concept,13,22,amygdala,resnet18,layer4,gap,0.10030012737675321,-0.08967003465074505
MTL non-concept,13,23,amygdala,resnet18,layer4,gap,0.3491665713304386,-0.20052608130677194
MTL non-concept,13,24,amygdala,resnet18,layer4,gap,0.08994373884157901,0.14873349557873355
MTL non-concept,13,27,amygdala,resnet18,layer4,gap,-0.003406834683407319,-0.09715459910175117
MTL non-concept,13,29,amygdala,resnet18,layer4,gap,-0.11346572101640046,0.18953218565786187
MTL non-concept,13,34,hippocampus,resnet18,layer4,gap,-0.10374014834822151,0.026394343738143488
MTL non-concept,13,36,hippocampus,resnet18,layer4,gap,-0.18306451744315055,0.12799171376561325
MTL non-concept,13,38,hippocampus,resnet18,layer4,gap,0.12382683736615324,0.02328569357499553
MTL non-concept,13,39,hippocampus,resnet18,layer4,gap,-0.20111687183208013,0.08817391538378405
MTL non-concept,13,40,hippocampus,resnet18,layer4,gap,0.007617135691812406,0.2470683239611613
MTL non-concept,13,41,hippocampus,resnet18,layer4,gap,-0.13120067457452336,0.28719789670267276
MTL non-concept,13,42,hippocampus,resnet18,layer4,gap,-0.12348346038594624,-0.006608410594606274
MTL non-concept,13,44,hippocampus,resnet18,layer4,gap,0.18161171105474266,-0.10282316212037376
MTL non-concept,13,45,hippocampus,resnet18,layer4,gap,-0.18257400192505238,-0.008430500027870302
MTL non-concept,13,47,hippocampus,resnet18,layer4,gap,0.07444360177778567,0.010497650965627662
MTL non-concept,13,79,amygdala,resnet18,layer4,gap,0.19355206721960994,0.2808393260642844
MTL non-concept,13,81,amygdala,resnet18,layer4,gap,0.10489741397654143,0.3320016446874133
MTL non-concept,13,87,amygdala,resnet18,layer4,gap,0.41077366876007737,-0.1255766074754108
MTL non-concept,13,96,amygdala,resnet18,layer4,gap,0.29909972945404306,-0.31008652480898696
MTL non-concept,13,99,hippocampus,resnet18,layer4,gap,0.12110519806717804,0.05432995380688342
MTL non-concept,13,100,hippocampus,resnet18,layer4,gap,0.024865887434951408,-0.0044344558478353014
MTL non-concept,13,101,hippocampus,resnet18,layer4,gap,-0.10651839650771501,0.09620197409562786
MTL non-concept,13,102,hippocampus,resnet18,layer4,gap,-0.032467637201339244,-0.029109033668883007
MTL non-concept,14,7,amygdala,resnet18,layer4,gap,0.12668887517703598,-0.3441996036759512
MTL non-concept,14,8,amygdala,resnet18,layer4,gap,0.06014871518772795,-0.1354837662714517
MTL non-concept,14,9,hippocampus,resnet18,layer4,gap,0.19967679044429396,0.06665931655269192
MTL non-concept,14,11,hippocampus,resnet18,layer4,gap,-0.14842078128554334,-0.025346327378703598
MTL non-concept,14,12,hippocampus,resnet18,layer4,gap,-0.20891003800248806,-0.23246887313953077
MTL non-concept,14,13,hippocampus,resnet18,layer4,gap,0.17057445617201036,-0.12776958756891327
MTL non-concept,14,54,amygdala,resnet18,layer4,gap,0.2509949695832287,-0.3529606545832431
MTL non-concept,14,57,amygdala,resnet18,layer4,gap,0.37488276457315184,-0.25818358227577726
MTL non-concept,14,58,amygdala,resnet18,layer4,gap,0.09503345592675484,0.17432978263461132
MTL non-concept,14,64,amygdala,resnet18,layer4,gap,0.1284795338376867,-0.07725760709466631
MTL non-concept,14,65,amygdala,resnet18,layer4,gap,0.14430831170535918,-0.08105643310221793
MTL non-concept,14,66,amygdala,resnet18,layer4,gap,0.34203933208993664,-0.060761375723103514
MTL non-concept,14,67,hippocampus,resnet18,layer4,gap,0.16766993738109565,-0.0093376125977029
MTL non-concept,14,70,hippocampus,resnet18,layer4,gap,0.12649275516936737,-0.1292006065143557
MTL non-concept,14,71,hippocampus,resnet18,layer4,gap,0.03449435979099981,-0.2025299857711199
MTL non-concept,15,3,amygdala,resnet18,layer4,gap,-0.06885341281698272,0.004692652695204229
MTL non-concept,15,4,amygdala,resnet18,layer4,gap,0.05827382735536509,0.02746986463265671
MTL non-concept,15,5,amygdala,resnet18,layer4,gap,-0.16880721701149906,-0.032596687683040665
MTL non-concept,15,6,amygdala,resnet18,layer4,gap,0.014955692621822735,0.02599894112386259
MTL non-concept,15,7,amygdala,resnet18,layer4,gap,-0.04583373366489893,-0.16751059006120367
MTL non-concept,15,9,amygdala,resnet18,layer4,gap,-0.04714108091696228,-0.005447879954303804
MTL non-concept,15,10,amygdala,resnet18,layer4,gap,0.01597136791325186,0.06443567195457849
MTL non-concept,15,12,hippocampus,resnet18,layer4,gap,0.09167765902970759,-0.03478511765583624
MTL non-concept,15,14,hippocampus,resnet18,layer4,gap,0.0711818365634987,0.017101585938563712
MTL non-concept,15,15,hippocampus,resnet18,layer4,gap,-0.13969252864719822,-0.06704911385788284
MTL non-concept,15,16,hippocampus,resnet18,layer4,gap,0.09352589989490005,0.049397391432353076
MTL non-concept,16,0,hippocampus,resnet18,layer4,gap,-0.2782748149512323,-0.13529503815399588
MTL non-concept,16,1,hippocampus,resnet18,layer4,gap,-0.00702676403264866,0.13520189754854336
MTL non-concept,16,2,hippocampus,resnet18,layer4,gap,0.07061642344160506,-0.10096537982073776
MTL non-concept,16,3,hippocampus,resnet18,layer4,gap,-0.3020358112531145,0.19142428596549455
MTL non-concept,16,4,hippocampus,resnet18,layer4,gap,0.16318301967183138,0.2213659664880382
MTL non-concept,16,5,hippocampus,resnet18,layer4,gap,-0.049577148960098696,-0.07307233367461673
MTL non-concept,16,6,hippocampus,resnet18,layer4,gap,-0.013400928506519649,0.10085058808362374
MTL non-concept,16,8,amygdala,resnet18,layer4,gap,0.23218891666610994,0.17564471167295126
MTL non-concept,16,10,amygdala,resnet18,layer4,gap,-0.04482725071776271,-0.0633325185674248
MTL non-concept,16,11,amygdala,resnet18,layer4,gap,0.08124752321952479,-0.35760724260912163
MTL non-concept,16,14,amygdala,resnet18,layer4,gap,0.2775931051421587,-0.2835928365670241
MTL non-concept,16,15,amygdala,resnet18,layer4,gap,0.05637923271132721,-0.15616822951886328
MTL non-concept,16,16,amygdala,resnet18,layer4,gap,0.08790998384470439,-0.1431832300927266
MTL non-concept,16,17,amygdala,resnet18,layer4,gap,-0.05682651876540694,0.03377165873707659
MTL non-concept,16,19,amygdala,resnet18,layer4,gap,-0.025454090697553007,0.04476687697283926
MTL non-concept,16,22,amygdala,resnet18,layer4,gap,-0.13994538884403646,0.24906582218131287
MTL non-concept,16,25,amygdala,resnet18,layer4,gap,0.15917650993066487,-0.3443698915302869
MTL non-concept,16,26,amygdala,resnet18,layer4,gap,-0.11970420985339247,-0.1590019129059889
MTL non-concept,16,27,amygdala,resnet18,layer4,gap,-0.11650801989219146,-0.14700295021361603
MTL non-concept,16,28,amygdala,resnet18,layer4,gap,0.15313803589899203,0.13187219604804482
MTL non-concept,16,29,amygdala,resnet18,layer4,gap,0.06044213150456607,0.05654943530581608
MTL non-concept,16,31,amygdala,resnet18,layer4,gap,0.0788116036497831,0.16828314385458237
MTL non-concept,16,33,amygdala,resnet18,layer4,gap,-0.2783064701501426,0.2928632588369644
MTL non-concept,17,3,amygdala,resnet18,layer4,gap,0.1451833065701598,0.08798551507777767
MTL non-concept,17,7,amygdala,resnet18,layer4,gap,0.05626737744000061,-0.06365257382763277
MTL non-concept,18,4,hippocampus,resnet18,layer4,gap,0.07137552089312245,-0.08070449660590358
MTL non-concept,18,6,hippocampus,resnet18,layer4,gap,-0.13026092787516347,-0.11547469649519548
MTL non-concept,18,7,hippocampus,resnet18,layer4,gap,0.06254268285331134,-0.046320437966389516
MTL non-concept,18,8,hippocampus,resnet18,layer4,gap,0.05351238925136949,0.0694469537735452
MTL non-concept,18,9,hippocampus,resnet18,layer4,gap,0.017941218121700863,-0.23647305580008676
MTL non-concept,18,15,amygdala,resnet18,layer4,gap,-0.004965081543964015,0.08055984201095191
MTL non-concept,18,25,amygdala,resnet18,layer4,gap,0.1415676621011342,-0.10557200584386542
MTL non-concept,18,26,amygdala,resnet18,layer4,gap,0.1098029120221915,-0.15777716869588787
MTL non-concept,18,27,amygdala,resnet18,layer4,gap,-0.1761421956839769,-0.08653890104797067
MTL non-concept,18,36,hippocampus,resnet18,layer4,gap,0.08569558348765151,0.08221837369015199
MTL non-concept,18,52,amygdala,resnet18,layer4,gap,0.12431455553568543,0.10722306466667196
MTL non-concept,20,5,amygdala,resnet18,layer4,gap,0.08507334240898644,-0.23697390223132328
MTL non-concept,21,3,hippocampus,resnet18,layer4,gap,0.03137958954431575,0.0007936577359851283
MTL non-concept,21,13,hippocampus,resnet18,layer4,gap,0.08056598786709727,-0.13384139500484019
MTL non-concept,21,15,hippocampus,resnet18,layer4,gap,-0.1355481079232387,-0.156323449465789
MTL non-concept,21,16,hippocampus,resnet18,layer4,gap,0.010226018193945668,0.08284232342786294
MTL non-concept,21,17,hippocampus,resnet18,layer4,gap,-0.0750399980219595,0.034232257495626216
MFC concept,3,23,preSMA,resnet18,layer4,gap,0.05226009719191547,0.07264939599809957
MFC concept,3,29,preSMA,resnet18,layer4,gap,0.02873475656516505,0.12254238510985707
MFC concept,4,38,preSMA,resnet18,layer4,gap,-0.09063628147360703,0.019357491649702782
MFC concept,4,49,vmPFC,resnet18,layer4,gap,0.2157005644045095,-0.2519396662945522
MFC concept,4,51,vmPFC,resnet18,layer4,gap,-0.13222485016779853,-0.24056065563542445
MFC concept,4,52,vmPFC,resnet18,layer4,gap,-0.18786084790255544,-0.21992019604017085
MFC concept,5,0,dACC,resnet18,layer4,gap,0.24402253694448217,0.0677864307221138
MFC concept,8,21,preSMA,resnet18,layer4,gap,0.11506785784002725,0.21640797015981666
MFC concept,8,59,dACC,resnet18,layer4,gap,0.21992039232119212,-0.08336207652122217
MFC concept,8,61,dACC,resnet18,layer4,gap,0.1100304990696947,0.26791336910072466
MFC concept,8,62,dACC,resnet18,layer4,gap,0.16704034392724043,0.25015357480828737
MFC concept,8,63,dACC,resnet18,layer4,gap,0.12361228161725707,0.0975477257118639
MFC concept,8,67,dACC,resnet18,layer4,gap,-0.0004958647018366297,0.011517883625226622
MFC concept,8,75,dACC,resnet18,layer4,gap,0.21528793346062647,0.0904020254959109
MFC concept,8,76,dACC,resnet18,layer4,gap,0.044778279985603416,-0.06983838237270347
MFC concept,9,2,dACC,resnet18,layer4,gap,0.4184928526861627,0.33216481440928103
MFC concept,9,3,dACC,resnet18,layer4,gap,0.15589327161165348,0.11633169055914959
MFC concept,9,16,dACC,resnet18,layer4,gap,-0.15107491942625392,-0.05762356192306514
MFC concept,9,51,preSMA,resnet18,layer4,gap,-0.09022691895287824,0.0788783218060112
MFC concept,11,50,preSMA,resnet18,layer4,gap,0.29354165476676986,-0.36705698836276374
MFC concept,11,53,preSMA,resnet18,layer4,gap,-0.0809030864182825,-0.07277941333760302
MFC concept,11,74,preSMA,resnet18,layer4,gap,0.2085621452418899,-0.10277325080833767
MFC concept,12,5,preSMA,resnet18,layer4,gap,-0.01986990528264126,0.04656089995949505
MFC concept,13,67,preSMA,resnet18,layer4,gap,0.0054140216372624405,-0.0645237400944859
MFC concept,17,4,preSMA,resnet18,layer4,gap,0.15346303407119005,-0.10300008337440579
MFC concept,18,31,dACC,resnet18,layer4,gap,0.37857103945501386,0.22466761413645558
MFC concept,18,33,dACC,resnet18,layer4,gap,0.4349787424947737,-0.30589278642879925
MFC concept,18,34,dACC,resnet18,layer4,gap,0.21995650089767801,0.29489698647741636
MFC concept,18,35,dACC,resnet18,layer4,gap,0.4099870431151625,-0.37908681423398205
MTL concept,1,34,amygdala,resnet18,avgpool,gap,0.17990887650238885,-0.2627739272837802
MTL concept,1,36,amygdala,resnet18,avgpool,gap,0.1860345540347887,-0.17821267532181098
MTL concept,1,38,amygdala,resnet18,avgpool,gap,0.2105827871572862,-0.29103070294965505
MTL concept,2,0,amygdala,resnet18,avgpool,gap,0.013535988424873673,-0.32373125128676183
MTL concept,3,39,hippocampus,resnet18,avgpool,gap,-0.1372355268404721,-0.010721784520866603
MTL concept,4,8,amygdala,resnet18,avgpool,gap,0.23878047209157152,0.278248427307763
MTL concept,4,13,amygdala,resnet18,avgpool,gap,-0.27850017148158585,-0.28373268913871197
MTL concept,4,15,amygdala,resnet18,avgpool,gap,0.14598373638230017,0.19688310319952249
MTL concept,4,25,amygdala,resnet18,avgpool,gap,0.38522198323027157,-0.0350174487671067
MTL concept,4,33,hippocampus,resnet18,avgpool,gap,-0.1199924818083676,0.03439804326950196
MTL concept,4,39,amygdala,resnet18,avgpool,gap,0.30458655583074973,-0.21757104158132923
MTL concept,4,40,amygdala,resnet18,avgpool,gap,0.1461558439882107,0.4397286254871267
MTL concept,4,41,amygdala,resnet18,avgpool,gap,0.4735059658224375,0.3877694816084941
MTL concept,4,43,amygdala,resnet18,avgpool,gap,0.1854860410333758,-0.2839247534429412
MTL concept,4,44,amygdala,resnet18,avgpool,gap,0.36304097870820734,-0.37931383967445087
MTL concept,4,45,amygdala,resnet18,avgpool,gap,0.0134224710630795,0.21650190664399846
MTL concept,4,46,amygdala,resnet18,avgpool,gap,0.07057027435887969,-0.10722465598419649
MTL concept,5,5,amygdala,resnet18,avgpool,gap,0.07127010920244009,0.12332996116599765
MTL concept,5,6,amygdala,resnet18,avgpool,gap,-0.15346504442471054,0.028853298982427084
MTL concept,7,17,amygdala,resnet18,avgpool,gap,0.13641850773285574,0.11404620804136552
MTL concept,7,20,amygdala,resnet18,avgpool,gap,0.06258980928274811,0.303857563464342
MTL concept,7,21,amygdala,resnet18,avgpool,gap,0.05747912101293988,-0.05671769171406847
MTL concept,7,23,amygdala,resnet18,avgpool,gap,0.28671002547618046,-0.2134405927128342
MTL concept,7,24,amygdala,resnet18,avgpool,gap,-0.05178451390120007,0.029549136033703672
MTL concept,7,25,amygdala,resnet18,avgpool,gap,0.1918090171011094,0.16933047720297
MTL concept,7,26,amygdala,resnet18,avgpool,gap,0.14206357156888239,-0.03912229486022538
MTL concept,7,30,amygdala,resnet18,avgpool,gap,0.14244790445978836,0.02788258892512475
MTL concept,8,34,hippocampus,resnet18,avgpool,gap,0.020671136966380444,0.2045632914759927
MTL concept,8,37,hippocampus,resnet18,avgpool,gap,0.20753486061531323,0.12060832031827244
MTL concept,8,38,hippocampus,resnet18,avgpool,gap,0.0912828310168025,-0.16124319610039411
MTL concept,8,42,hippocampus,resnet18,avgpool,gap,0.07650081472656999,0.05841395334872943
MTL concept,8,45,hippocampus,resnet18,avgpool,gap,0.19723655403570411,-0.31572372098249546
MTL concept,10,64,amygdala,resnet18,avgpool,gap,-0.08426011803751977,-0.010272808699912421
MTL concept,10,67,amygdala,resnet18,avgpool,gap,-0.010813033624902041,0.014476185673124657
MTL concept,10,70,amygdala,resnet18,avgpool,gap,-0.030018277662114366,-0.008243477863943123
MTL concept,10,71,amygdala,resnet18,avgpool,gap,0.0873558723568077,0.002168816785536212
MTL concept,11,6,hippocampus,resnet18,avgpool,gap,-0.1772841148007846,-0.03472365575540675
MTL concept,11,11,hippocampus,resnet18,avgpool,gap,0.29126584570318553,-0.3707096576547497
MTL concept,11,12,hippocampus,resnet18,avgpool,gap,0.2267347091455436,0.23906259396170612
MTL concept,11,13,hippocampus,resnet18,avgpool,gap,0.01900518710328337,-0.044298286288326896
MTL concept,11,17,hippocampus,resnet18,avgpool,gap,-0.16462441794633784,-0.24825954066517453
MTL concept,11,18,hippocampus,resnet18,avgpool,gap,0.1774767076422412,0.2523922069104198
MTL concept,11,25,amygdala,resnet18,avgpool,gap,-0.05839051840567815,-0.0026023716441226272
MTL concept,11,28,amygdala,resnet18,avgpool,gap,0.0765677648528026,-0.014434952797023825
MTL concept,11,31,amygdala,resnet18,avgpool,gap,-0.08733135578224055,0.07991954110059654
MTL concept,11,34,amygdala,resnet18,avgpool,gap,-0.11286256558688566,-0.0023496248607664553
MTL concept,11,65,hippocampus,resnet18,avgpool,gap,0.13260521679747322,0.2736528846545848
MTL concept,11,68,hippocampus,resnet18,avgpool,gap,-0.2106241269421279,-0.07013230716655884
MTL concept,12,14,amygdala,resnet18,avgpool,gap,0.13131707964856265,0.07693716057852404
MTL concept,12,15,amygdala,resnet18,avgpool,gap,0.25769686279265386,0.4706386736843726
MTL concept,13,17,amygdala,resnet18,avgpool,gap,0.04678914627244963,0.17232313170770003
MTL concept,13,18,amygdala,resnet18,avgpool,gap,0.1488582754180604,0.01356822833219744
MTL concept,13,19,amygdala,resnet18,avgpool,gap,0.20263237995529315,0.3029268395342588
MTL concept,13,20,amygdala,resnet18,avgpool,gap,0.12116638557259998,-0.07978854628948007
MTL concept,13,25,amygdala,resnet18,avgpool,gap,0.02958852436400451,0.014835035429193743
