cell_a,cell_b,n_common,same_pref,same_category,pref_a,pref_b,rho,both_pref_shared
13-19,16-30,33,False,True,img_0255,img_0004,-0.08778701455394568,False
13-19,18-5,31,False,True,img_0255,img_0312,-0.0072616749929802285,False
13-19,18-13,31,False,True,img_0255,img_0055,-0.023135019913850318,False
13-19,18-14,31,False,True,img_0255,img_0312,-0.03463227304779291,False
13-19,18-16,31,False,True,img_0255,img_0055,-0.039057698321656925,False
13-19,18-17,30,False,True,img_0255,img_0060,0.019182474253716282,False
13-19,18-18,31,False,True,img_0255,img_0025,-0.1828826293759371,False
13-19,18-19,31,False,False,img_0255,img_0072,-0.30276118597552526,False
13-19,18-20,31,False,True,img_0255,img_0055,-0.03730371090633046,False
13-19,18-22,30,False,True,img_0255,img_0006,0.05643696465343344,False
13-19,18-23,30,False,True,img_0255,img_0005,-0.17661229975365436,False
13-19,18-24,31,False,True,img_0255,img_0055,-0.003977243786347553,False
13-19,18-28,31,False,True,img_0255,img_0055,0.010682548674059496,False
13-19,18-29,31,False,False,img_0255,img_0301,-0.18875028148052095,False
13-19,18-30,31,False,True,img_0255,img_0055,-0.12734864665299692,False
13-19,18-37,31,False,True,img_0255,img_0055,-0.20972963048639245,False
13-20,14-14,56,False,False,img_0269,img_0261,0.02298563945522121,True
13-20,14-15,56,False,False,img_0269,img_0017,-0.050471557868333475,True
13-20,14-16,56,False,False,img_0269,img_0015,0.10906644322196103,True
13-20,14-17,56,False,False,img_0269,img_0255,-0.10242767005326736,True
13-20,14-18,56,False,False,img_0269,img_0006,-6.946526872149647e-05,True
13-20,14-19,56,False,True,img_0269,img_0265,-0.09881190630492208,True
13-20,14-45,56,False,False,img_0269,img_0020,0.051951285849557584,True
13-20,14-46,56,False,False,img_0269,img_0017,-0.056704557171934865,True
13-20,14-47,56,False,False,img_0269,img_0003,-0.032769872387920895,True
13-20,14-48,56,False,False,img_0269,img_0017,-0.0011244794757744882,True
13-20,14-49,56,False,False,img_0269,img_0001,0.13126056776272255,True
13-20,14-50,56,False,False,img_0269,img_0002,-0.015308525166649134,True
13-20,14-51,56,False,False,img_0269,img_0006,0.21098827715719,True
13-20,14-52,56,False,False,img_0269,img_0002,-0.10559377573356377,True
13-20,14-53,56,False,False,img_0269,img_0022,-0.06450795698333128,True
13-20,14-55,56,False,False,img_0269,img_0023,-0.19503384529094714,True
13-20,14-56,56,False,False,img_0269,img_0002,0.08760042436129002,True
13-20,14-59,56,False,False,img_0269,img_0062,0.008789981277862699,True
13-20,14-60,56,False,False,img_0269,img_0003,-0.0760982123766557,True
13-20,14-61,56,False,False,img_0269,img_0258,-0.32530352696232023,True
13-20,14-62,56,False,False,img_0269,img_0062,-0.09450641720018739,True
13-20,14-63,56,False,False,img_0269,img_0262,0.1161754305823586,True
13-20,14-68,56,False,False,img_0269,img_0017,-0.2879915187152879,True
13-20,14-69,56,False,False,img_0269,img_0059,-0.130205660233084,True
13-20,15-2,37,False,False,img_0269,img_0048,-0.04970135873557573,False
13-20,15-8,36,False,True,img_0269,img_0024,-0.06551336127332523,False
13-20,16-7,33,False,False,img_0269,img_0020,0.015064507515574328,False
13-20,16-9,33,False,False,img_0269,img_0035,0.2513198547589215,False
13-20,16-13,33,False,False,img_0269,img_0026,-0.3915277662296734,False
13-20,16-20,33,False,False,img_0269,img_0022,0.13134232913703286,False
13-20,16-21,34,False,False,img_0269,img_0043,0.030918406753226452,False
13-20,16-24,33,False,False,img_0269,img_0234,0.0168428967990484,False
13-20,16-30,33,False,False,img_0269,img_0004,0.018122205091401826,False
13-20,18-5,31,False,False,img_0269,img_0312,-0.08273108298123692,False
13-20,18-13,31,False,False,img_0269,img_0055,0.005565864253280431,False
13-20,18-14,31,False,False,img_0269,img_0312,-0.3444126050928551,False
13-20,18-16,31,False,False,img_0269,img_0055,-0.00400252933333968,False
13-20,18-17,30,False,False,img_0269,img_0060,-0.003227475144051571,False
13-20,18-18,31,False,False,img_0269,img_0025,0.03382358987079894,False
13-20,18-19,31,False,True,img_0269,img_0072,-0.21412507224147212,False
13-20,18-20,31,False,False,img_0269,img_0055,-0.028458006558973997,False
13-20,18-22,30,False,False,img_0269,img_0006,0.015672049910317953,False
13-20,18-23,30,False,False,img_0269,img_0005,-0.310982314652138,False
13-20,18-24,31,False,False,img_0269,img_0055,0.04739808972593263,False
13-20,18-28,31,False,False,img_0269,img_0055,-0.013520743083742107,False
13-20,18-29,31,False,True,img_0269,img_0301,0.11414044930538088,False
13-20,18-30,31,False,False,img_0269,img_0055,-0.05658749363497351,False
13-20,18-37,31,False,False,img_0269,img_0055,-0.06615553491017993,False
13-25,14-14,56,False,False,img_0269,img_0261,0.04644699598259491,True
13-25,14-15,56,False,False,img_0269,img_0017,0.20694798675366746,True
13-25,14-16,56,False,False,img_0269,img_0015,0.2577026114646469,True
13-25,14-17,56,False,False,img_0269,img_0255,0.010079749902299668,True
13-25,14-18,56,False,False,img_0269,img_0006,0.024888416662206047,True
13-25,14-19,56,False,True,img_0269,img_0265,-0.1944423989566216,True
13-25,14-45,56,False,False,img_0269,img_0020,0.12773951878259382,True
13-25,14-46,56,False,False,img_0269,img_0017,-0.12805550617519595,True
13-25,14-47,56,False,False,img_0269,img_0003,0.019811179337751023,True
13-25,14-48,56,False,False,img_0269,img_0017,0.005335773992042731,True
13-25,14-49,56,False,False,img_0269,img_0001,0.015033666981237339,True
13-25,14-50,56,False,False,img_0269,img_0002,-0.04556546717803599,True
13-25,14-51,56,False,False,img_0269,img_0006,0.06340855869308874,True
13-25,14-52,56,False,False,img_0269,img_0002,-0.21208878875406176,True
13-25,14-53,56,False,False,img_0269,img_0022,-0.06378941130414409,True
13-25,14-55,56,False,False,img_0269,img_0023,-0.15594914628674067,True
13-25,14-56,56,False,False,img_0269,img_0002,-0.026745834894890037,True
13-25,14-59,56,False,False,img_0269,img_0062,0.034502924982544016,True
13-25,14-60,56,False,False,img_0269,img_0003,-0.06992468841123761,True
13-25,14-61,56,False,False,img_0269,img_0258,-0.08972628564403393,True
13-25,14-62,56,False,False,img_0269,img_0062,-0.09821669469579895,True
13-25,14-63,56,False,False,img_0269,img_0262,0.13760371172927735,True
13-25,14-68,56,False,False,img_0269,img_0017,-0.27137676278892875,True
13-25,14-69,56,False,False,img_0269,img_0059,-0.16872820041227307,True
13-25,15-2,37,False,False,img_0269,img_0048,-0.00869032236714183,False
13-25,15-8,36,False,True,img_0269,img_0024,-0.09071008218697645,False
13-25,16-7,33,False,False,img_0269,img_0020,0.30482953499241766,False
13-25,16-9,33,False,False,img_0269,img_0035,0.24446860705809909,False
13-25,16-13,33,False,False,img_0269,img_0026,-0.23806538688100878,False
13-25,16-20,33,False,False,img_0269,img_0022,0.0951170378717383,False
13-25,16-21,34,False,False,img_0269,img_0043,-0.17357046071988366,False
13-25,16-24,33,False,False,img_0269,img_0234,-0.0417691818719149,False
13-25,16-30,33,False,False,img_0269,img_0004,0.0990657024166861,False
13-25,18-5,31,False,False,img_0269,img_0312,0.11844752286921956,False
13-25,18-13,31,False,False,img_0269,img_0055,0.06317019383230553,False
13-25,18-14,31,False,False,img_0269,img_0312,-0.12489854216679656,False
13-25,18-16,31,False,False,img_0269,img_0055,0.10550841164460446,False
13-25,18-17,30,False,False,img_0269,img_0060,-0.28898850600643594,False
13-25,18-18,31,False,False,img_0269,img_0025,0.037428101448963476,False
13-25,18-19,31,False,True,img_0269,img_0072,-0.04345962087234533,False
13-25,18-20,31,False,False,img_0269,img_0055,0.2163116858341615,False
13-25,18-22,30,False,False,img_0269,img_0006,0.08964415551657998,False
13-25,18-23,30,False,False,img_0269,img_0005,-0.1240968852525608,False
13-25,18-24,31,False,False,img_0269,img_0055,0.07999577797909105,False
13-25,18-28,31,False,False,img_0269,img_0055,0.012934690415606444,False
13-25,18-29,31,False,True,img_0269,img_0301,0.16747853013830435,False
13-25,18-30,31,False,False,img_0269,img_0055,0.10127028088783818,False
13-25,18-37,31,False,False,img_0269,img_0055,0.017068484876179194,False
13-26,14-14,56,False,False,img_0269,img_0261,0.050837189790988946,True
13-26,14-15,56,False,False,img_0269,img_0017,0.12494798289167851,True
13-26,14-16,56,False,False,img_0269,img_0015,0.12792714711973652,True
13-26,14-17,56,False,False,img_0269,img_0255,-0.14036471690074412,True
13-26,14-18,56,False,False,img_0269,img_0006,0.1394805952032087,True
13-26,14-19,56,False,True,img_0269,img_0265,-0.11381401939451222,True
13-26,14-45,56,False,False,img_0269,img_0020,0.24996158702826546,True
13-26,14-46,56,False,False,img_0269,img_0017,-0.11572734694417909,True
13-26,14-47,56,False,False,img_0269,img_0003,-0.08984477493676216,True
13-26,14-48,56,False,False,img_0269,img_0017,-0.07256317855808997,True
13-26,14-49,56,False,False,img_0269,img_0001,0.07301126167524344,True
13-26,14-50,56,False,False,img_0269,img_0002,-0.12917220848664576,True
13-26,14-51,56,False,False,img_0269,img_0006,0.1356815632061582,True
13-26,14-52,56,False,False,img_0269,img_0002,-0.10795419147908718,True
13-26,14-53,56,False,False,img_0269,img_0022,-0.1419406372656741,True
13-26,14-55,56,False,False,img_0269,img_0023,-0.17632719767171656,True
13-26,14-56,56,False,False,img_0269,img_0002,-0.04315636888112041,True
13-26,14-59,56,False,False,img_0269,img_0062,0.05620943465056567,True
13-26,14-60,56,False,False,img_0269,img_0003,-0.129471895120913,True
13-26,14-61,56,False,False,img_0269,img_0258,-0.25880066610357305,True
13-26,14-62,56,False,False,img_0269,img_0062,-0.023091682109049935,True
13-26,14-63,56,False,False,img_0269,img_0262,0.0817609746032482,True
13-26,14-68,56,False,False,img_0269,img_0017,-0.2779374689493203,True
13-26,14-69,56,False,False,img_0269,img_0059,-0.15983596238164485,True
13-26,15-2,37,False,False,img_0269,img_0048,-0.17822913785543,False
13-26,15-8,36,False,True,img_0269,img_0024,-0.05743946643818402,False
13-26,16-7,33,False,False,img_0269,img_0020,0.18026718817609555,False
13-26,16-9,33,False,False,img_0269,img_0035,0.13443951926545392,False
13-26,16-13,33,False,False,img_0269,img_0026,-0.08416701819583158,False
13-26,16-20,33,False,False,img_0269,img_0022,-0.044331895133271244,False
13-26,16-21,34,False,False,img_0269,img_0043,-0.14654810961381337,False
13-26,16-24,33,False,False,img_0269,img_0234,0.01924587395210571,False
13-26,16-30,33,False,False,img_0269,img_0004,0.14389031119038453,False
13-26,18-5,31,False,False,img_0269,img_0312,0.07608678830252374,False
13-26,18-13,31,False,False,img_0269,img_0055,-0.10822398778809977,False
13-26,18-14,31,False,False,img_0269,img_0312,-0.044241432593971855,False
13-26,18-16,31,False,False,img_0269,img_0055,-0.14165188034463752,False
13-26,18-17,30,False,False,img_0269,img_0060,-0.012161925671725245,False
13-26,18-18,31,False,False,img_0269,img_0025,-0.038583451700477306,False
13-26,18-19,31,False,True,img_0269,img_0072,-0.01934100051221971,False
13-26,18-20,31,False,False,img_0269,img_0055,0.0024205572525350014,False
13-26,18-22,30,False,False,img_0269,img_0006,-0.14745159659964743,False
13-26,18-23,30,False,False,img_0269,img_0005,-0.10719032762841103,False
13-26,18-24,31,False,False,img_0269,img_0055,-0.18032457213973715,False
13-26,18-28,31,False,False,img_0269,img_0055,-0.16729742805086822,False
13-26,18-29,31,False,True,img_0269,img_0301,-0.0005113547531046736,False
13-26,18-30,31,False,False,img_0269,img_0055,-0.20821211635601025,False
13-26,18-37,31,False,False,img_0269,img_0055,-0.09962140360986267,False
13-28,14-14,56,False,False,img_0269,img_0261,-0.0074874930245150875,True
13-28,14-15,56,False,False,img_0269,img_0017,0.017729174352141695,True
13-28,14-16,56,False,False,img_0269,img_0015,0.04713624355592947,True
13-28,14-17,56,False,False,img_0269,img_0255,-0.04848918774979291,True
13-28,14-18,56,False,False,img_0269,img_0006,0.08500166625887316,True
13-28,14-19,56,False,True,img_0269,img_0265,0.06132488272229092,True
13-28,14-45,56,False,False,img_0269,img_0020,-0.06044694964298548,True
13-28,14-46,56,False,False,img_0269,img_0017,-0.13046234334308424,True
13-28,14-47,56,False,False,img_0269,img_0003,0.008103023738626229,True
13-28,14-48,56,False,False,img_0269,img_0017,0.1101970612446153,True
13-28,14-49,56,False,False,img_0269,img_0001,0.12499812835140277,True
13-28,14-50,56,False,False,img_0269,img_0002,0.02211179418575164,True
13-28,14-51,56,False,False,img_0269,img_0006,0.20054242521760576,True
13-28,14-52,56,False,False,img_0269,img_0002,-0.10537130766276666,True
13-28,14-53,56,False,False,img_0269,img_0022,0.005187491011636707,True
13-28,14-55,56,False,False,img_0269,img_0023,-0.021005981297388954,True
13-28,14-56,56,False,False,img_0269,img_0002,0.11026867523409248,True
13-28,14-59,56,False,False,img_0269,img_0062,0.04210919330199208,True
13-28,14-60,56,False,False,img_0269,img_0003,0.06500360481733193,True
13-28,14-61,56,False,False,img_0269,img_0258,-0.10232507402847364,True
13-28,14-62,56,False,False,img_0269,img_0062,-0.027615789476926826,True
13-28,14-63,56,False,False,img_0269,img_0262,0.07638759931781866,True
13-28,14-68,56,False,False,img_0269,img_0017,-0.21810116100786303,True
13-28,14-69,56,False,False,img_0269,img_0059,-0.13164651296621008,True
13-28,15-2,37,False,False,img_0269,img_0048,0.01253875169365323,False
13-28,15-8,36,False,True,img_0269,img_0024,-0.050473057948247524,False
13-28,16-7,33,False,False,img_0269,img_0020,-0.018974749167271945,False
13-28,16-9,33,False,False,img_0269,img_0035,0.2223900948765755,False
13-28,16-13,33,False,False,img_0269,img_0026,-0.23715490904567868,False
13-28,16-20,33,False,False,img_0269,img_0022,-0.08583524993259821,False
13-28,16-21,34,False,False,img_0269,img_0043,0.06316906972300748,False
13-28,16-24,33,False,False,img_0269,img_0234,-0.06220254811860969,False
13-28,16-30,33,False,False,img_0269,img_0004,-0.11265430899432177,False
13-28,18-5,31,False,False,img_0269,img_0312,0.07961159287465452,False
13-28,18-13,31,False,False,img_0269,img_0055,0.17686141980592626,False
13-28,18-14,31,False,False,img_0269,img_0312,0.008537349558007647,False
13-28,18-16,31,False,False,img_0269,img_0055,0.061487991628905565,False
13-28,18-17,30,False,False,img_0269,img_0060,-0.015954421030782248,False
13-28,18-18,31,False,False,img_0269,img_0025,-0.05019937709843775,False
13-28,18-19,31,False,True,img_0269,img_0072,-0.11159268252452187,False
13-28,18-20,31,False,False,img_0269,img_0055,0.18159911613926996,False
13-28,18-22,30,False,False,img_0269,img_0006,0.017451024895495396,False
13-28,18-23,30,False,False,img_0269,img_0005,-0.22310756991244715,False
13-28,18-24,31,False,False,img_0269,img_0055,0.0732183411639967,False
13-28,18-28,31,False,False,img_0269,img_0055,0.07890870427742921,False
13-28,18-29,31,False,True,img_0269,img_0301,0.1568991329162842,False
13-28,18-30,31,False,False,img_0269,img_0055,0.025987653388393036,False
13-28,18-37,31,False,False,img_0269,img_0055,0.05868524269501802,False
13-30,14-14,56,False,True,img_0258,img_0261,-0.14630983755416732,True
13-30,14-15,56,False,False,img_0258,img_0017,0.07488337544990051,True
13-30,14-16,56,False,False,img_0258,img_0015,0.05655351484013631,True
13-30,14-17,56,False,False,img_0258,img_0255,-0.056584180399363665,True
13-30,14-18,56,False,False,img_0258,img_0006,-0.0163686518338481,True
13-30,14-19,56,False,False,img_0258,img_0265,-0.10368166145347708,True
13-30,14-45,56,False,False,img_0258,img_0020,0.07693098711360995,True
13-30,14-46,56,False,False,img_0258,img_0017,-0.13527431485876887,True
13-30,14-47,56,False,False,img_0258,img_0003,-0.00833667267134234,True
13-30,14-48,56,False,False,img_0258,img_0017,0.11367024115804888,True
13-30,14-49,56,False,False,img_0258,img_0001,0.13075277451115686,True
13-30,14-50,56,False,False,img_0258,img_0002,-0.04879081169436584,True
13-30,14-51,56,False,False,img_0258,img_0006,0.18356865048674778,True
13-30,14-52,56,False,False,img_0258,img_0002,-0.2167197859075359,True
13-30,14-53,56,False,False,img_0258,img_0022,-0.10100972607986898,True
13-30,14-55,56,False,False,img_0258,img_0023,-0.03991977636418094,True
13-30,14-56,56,False,False,img_0258,img_0002,-0.12384617243617176,True
13-30,14-59,56,False,False,img_0258,img_0062,-0.027898476951340834,True
13-30,14-60,56,False,False,img_0258,img_0003,-0.0016659164611702991,True
13-30,14-61,57,True,True,img_0258,img_0258,-0.014658506802314593,True
13-30,14-62,56,False,False,img_0258,img_0062,-0.08335662363621328,True
13-30,14-63,56,False,True,img_0258,img_0262,0.09462169712204091,True
13-30,14-68,56,False,False,img_0258,img_0017,-0.12681198589502843,True
13-30,14-69,56,False,False,img_0258,img_0059,-0.19809072776614164,True
13-30,15-2,37,False,False,img_0258,img_0048,-0.10284597469267989,False
13-30,15-8,36,False,False,img_0258,img_0024,0.05586423332243303,False
13-30,16-7,33,False,False,img_0258,img_0020,0.05210777636573035,False
13-30,16-9,33,False,False,img_0258,img_0035,-0.05888893069720622,False
13-30,16-13,33,False,False,img_0258,img_0026,-0.19189723130544845,False
13-30,16-20,33,False,False,img_0258,img_0022,0.07366407620769944,False
13-30,16-21,34,False,False,img_0258,img_0043,-0.3072303091481267,False
13-30,16-24,33,False,False,img_0258,img_0234,-0.2144106130872814,False
13-30,16-30,33,False,False,img_0258,img_0004,-0.02416120106107839,False
13-30,18-5,31,False,False,img_0258,img_0312,-0.013793147813989865,False
13-30,18-13,31,False,False,img_0258,img_0055,0.22040377893077623,False
13-30,18-14,31,False,False,img_0258,img_0312,0.05724896956340104,False
13-30,18-16,31,False,False,img_0258,img_0055,0.0786606540831224,False
13-30,18-17,30,False,False,img_0258,img_0060,0.05840837392050374,False
13-30,18-18,31,False,False,img_0258,img_0025,-0.13441929777457431,False
13-30,18-19,31,False,False,img_0258,img_0072,-0.1348866982813064,False
13-30,18-20,31,False,False,img_0258,img_0055,0.10841738750960281,False
13-30,18-22,30,False,False,img_0258,img_0006,0.05902922291091984,False
13-30,18-23,30,False,False,img_0258,img_0005,-0.0999122393071673,False
13-30,18-24,31,False,False,img_0258,img_0055,0.12870867853104764,False
13-30,18-28,31,False,False,img_0258,img_0055,0.1976322565998743,False
13-30,18-29,31,False,False,img_0258,img_0301,0.11735978045788854,False
13-30,18-30,31,False,False,img_0258,img_0055,0.09803013571467181,False
13-30,18-37,31,False,False,img_0258,img_0055,-0.18804817874032592,False
13-31,14-14,56,False,False,img_0269,img_0261,-0.04822592826894606,True
13-31,14-15,56,False,False,img_0269,img_0017,-0.05001667026999824,True
13-31,14-16,56,False,False,img_0269,img_0015,0.12737732393671766,True
13-31,14-17,56,False,False,img_0269,img_0255,-0.1010074857928184,True
13-31,14-18,56,False,False,img_0269,img_0006,0.019169801545770592,True
13-31,14-19,56,False,True,img_0269,img_0265,-0.10361998381925593,True
13-31,14-45,56,False,False,img_0269,img_0020,0.10417426381165211,True
13-31,14-46,56,False,False,img_0269,img_0017,-0.11901591470473022,True
13-31,14-47,56,False,False,img_0269,img_0003,-0.0661440963981704,True
13-31,14-48,56,False,False,img_0269,img_0017,0.09737934668357198,True
13-31,14-49,56,False,False,img_0269,img_0001,0.13965474597111627,True
13-31,14-50,56,False,False,img_0269,img_0002,-0.11922192131344049,True
13-31,14-51,56,False,False,img_0269,img_0006,0.14808536379411746,True
13-31,14-52,56,False,False,img_0269,img_0002,-0.13899557969022416,True
13-31,14-53,56,False,False,img_0269,img_0022,-0.08897363547521027,True
13-31,14-55,56,False,False,img_0269,img_0023,-0.08810860929212848,True
13-31,14-56,56,False,False,img_0269,img_0002,0.0874003243022311,True
13-31,14-59,56,False,False,img_0269,img_0062,0.06876407424428384,True
13-31,14-60,56,False,False,img_0269,img_0003,0.04384670742969955,True
13-31,14-61,56,False,False,img_0269,img_0258,-0.10432580400954052,True
13-31,14-62,56,False,False,img_0269,img_0062,-0.007214923917161305,True
13-31,14-63,56,False,False,img_0269,img_0262,-0.05706927521201412,True
13-31,14-68,56,False,False,img_0269,img_0017,-0.2683680713063534,True
13-31,14-69,56,False,False,img_0269,img_0059,-0.1387025147868082,True
13-31,15-2,37,False,False,img_0269,img_0048,-0.080942418533957,False
13-31,15-8,36,False,True,img_0269,img_0024,0.09809947800279195,False
13-31,16-7,33,False,False,img_0269,img_0020,-0.03252814142960905,False
13-31,16-9,33,False,False,img_0269,img_0035,0.15146818470467183,False
13-31,16-13,33,False,False,img_0269,img_0026,-0.14190561280733113,False
13-31,16-20,33,False,False,img_0269,img_0022,-0.05604762157392787,False
13-31,16-21,34,False,False,img_0269,img_0043,0.002486688198071275,False
13-31,16-24,33,False,False,img_0269,img_0234,-0.05242110505193002,False
13-31,16-30,33,False,False,img_0269,img_0004,-0.024802048231593724,False
13-31,18-5,31,False,False,img_0269,img_0312,-0.11368869584489776,False
13-31,18-13,31,False,False,img_0269,img_0055,0.05139057921291766,False
13-31,18-14,31,False,False,img_0269,img_0312,-0.22357629976809018,False
13-31,18-16,31,False,False,img_0269,img_0055,0.02444982014185296,False
13-31,18-17,30,False,False,img_0269,img_0060,-0.19137773722627738,False
13-31,18-18,31,False,False,img_0269,img_0025,-0.033240182187675014,False
13-31,18-19,31,False,True,img_0269,img_0072,-0.16874225738336956,False
13-31,18-20,31,False,False,img_0269,img_0055,0.06079529119269955,False
13-31,18-22,30,False,False,img_0269,img_0006,0.0362601117357299,False
13-31,18-23,30,False,False,img_0269,img_0005,-0.10477182435491117,False
13-31,18-24,31,False,False,img_0269,img_0055,0.0972834796789895,False
13-31,18-28,31,False,False,img_0269,img_0055,0.006182320091726317,False
13-31,18-29,31,False,True,img_0269,img_0301,0.11374033122771039,False
13-31,18-30,31,False,False,img_0269,img_0055,0.06312475903272444,False
13-31,18-37,31,False,False,img_0269,img_0055,-0.06696307362423555,False
13-32,14-14,56,False,False,img_0010,img_0261,0.040126084694674664,True
13-32,14-15,56,False,False,img_0010,img_0017,0.01862328201291883,True
13-32,14-16,56,False,True,img_0010,img_0015,-0.029200968421649143,True
13-32,14-17,56,False,True,img_0010,img_0255,-0.17400415451821233,True
13-32,14-18,56,False,True,img_0010,img_0006,0.12175796469918641,True
13-32,14-19,56,False,False,img_0010,img_0265,0.2240623406437147,True
13-32,14-45,56,False,True,img_0010,img_0020,0.08520652746223674,True
13-32,14-46,56,False,False,img_0010,img_0017,-0.16247436307179908,True
13-32,14-47,56,False,True,img_0010,img_0003,0.12378389440473352,True
13-32,14-48,56,False,False,img_0010,img_0017,0.0804576723958415,True
13-32,14-49,56,False,True,img_0010,img_0001,0.038155834651163886,True
13-32,14-50,56,False,True,img_0010,img_0002,0.208030248411377,True
13-32,14-51,56,False,True,img_0010,img_0006,-0.22481377715051074,True
13-32,14-52,56,False,True,img_0010,img_0002,0.03111313208781195,True
13-32,14-53,56,False,True,img_0010,img_0022,-0.010391359921994565,True
13-32,14-55,56,False,True,img_0010,img_0023,0.025081096139676472,True
13-32,14-56,56,False,True,img_0010,img_0002,0.10651083816392742,True
13-32,14-59,56,False,True,img_0010,img_0062,0.15266298735945738,True
13-32,14-60,56,False,True,img_0010,img_0003,0.05390691215717739,True
13-32,14-61,56,False,False,img_0010,img_0258,-0.02988358929103719,True
13-32,14-62,56,False,True,img_0010,img_0062,-0.04691652011036996,True
13-32,14-63,56,False,False,img_0010,img_0262,0.13800136347461622,True
13-32,14-68,56,False,False,img_0010,img_0017,0.10206279774147727,True
13-32,14-69,56,False,True,img_0010,img_0059,0.12497720060797476,True
13-32,15-2,36,False,False,img_0010,img_0048,-0.20274594190477735,False
13-32,15-8,35,False,False,img_0010,img_0024,-0.19394708040457193,True
13-32,16-7,32,False,True,img_0010,img_0020,0.1855023886571981,True
13-32,16-9,32,False,False,img_0010,img_0035,-0.16600575621102037,True
13-32,16-13,32,False,False,img_0010,img_0026,0.24774419580011703,True
13-32,16-20,32,False,True,img_0010,img_0022,-0.15099926239286907,True
13-32,16-21,33,False,False,img_0010,img_0043,-0.187547537102762,False
13-32,16-24,32,False,True,img_0010,img_0234,0.04385194638063324,True
13-32,16-30,32,False,True,img_0010,img_0004,0.005437153020886001,True
13-32,18-5,30,False,True,img_0010,img_0312,-0.22682765645736477,False
13-32,18-13,30,False,True,img_0010,img_0055,0.16556097529873384,False
13-32,18-14,30,False,True,img_0010,img_0312,0.0758006050362586,False
13-32,18-16,30,False,True,img_0010,img_0055,0.07585626079259482,False
13-32,18-17,29,False,True,img_0010,img_0060,-0.1408507101538465,True
13-32,18-18,30,False,True,img_0010,img_0025,0.012125033832126266,False
13-32,18-19,30,False,False,img_0010,img_0072,-0.10757370750266936,False
13-32,18-20,30,False,True,img_0010,img_0055,0.053997206134199865,False
13-32,18-22,29,False,True,img_0010,img_0006,-0.06846472320304368,True
13-32,18-23,29,False,True,img_0010,img_0005,0.29890530479809363,True
13-32,18-24,30,False,True,img_0010,img_0055,-0.13817318446894072,False
13-32,18-28,30,False,True,img_0010,img_0055,-0.0607056392346599,False
13-32,18-29,30,False,False,img_0010,img_0301,0.002931231543804697,False
13-32,18-30,30,False,True,img_0010,img_0055,-0.006379139712315753,False
13-32,18-37,30,False,True,img_0010,img_0055,0.14493427675087114,False
13-33,14-14,56,False,False,img_0008,img_0261,-0.09214305589349851,True
13-33,14-15,56,False,False,img_0008,img_0017,0.08228036212037625,True
13-33,14-16,56,False,True,img_0008,img_0015,0.029983101711906674,True
13-33,14-17,56,False,True,img_0008,img_0255,-0.09618827516864811,True
13-33,14-18,56,False,True,img_0008,img_0006,0.2013914438774654,True
13-33,14-19,56,False,False,img_0008,img_0265,-0.08553708528171888,True
13-33,14-45,56,False,True,img_0008,img_0020,0.07780907255346578,True
13-33,14-46,56,False,False,img_0008,img_0017,-0.06712061364935926,True
13-33,14-47,56,False,True,img_0008,img_0003,0.02650099041342407,True
13-33,14-48,56,False,False,img_0008,img_0017,0.09096589058202463,True
13-33,14-49,56,False,True,img_0008,img_0001,-0.15528530786226646,True
13-33,14-50,56,False,True,img_0008,img_0002,0.22733617650331642,True
13-33,14-51,56,False,True,img_0008,img_0006,0.16433020948370483,True
13-33,14-52,56,False,True,img_0008,img_0002,-0.09297155653642222,True
13-33,14-53,56,False,True,img_0008,img_0022,0.08029912150553467,True
13-33,14-55,56,False,True,img_0008,img_0023,0.18091216296510715,True
13-33,14-56,56,False,True,img_0008,img_0002,0.2085974537198563,True
13-33,14-59,56,False,True,img_0008,img_0062,0.07645656151781716,True
13-33,14-60,56,False,True,img_0008,img_0003,0.014554566043115499,True
13-33,14-61,56,False,False,img_0008,img_0258,0.028850664273826127,True
13-33,14-62,56,False,True,img_0008,img_0062,0.004068895412857753,True
13-33,14-63,56,False,False,img_0008,img_0262,0.05229846396412179,True
13-33,14-68,56,False,False,img_0008,img_0017,0.11282137380518482,True
13-33,14-69,56,False,True,img_0008,img_0059,0.27645665971455796,True
13-33,15-2,36,False,False,img_0008,img_0048,-0.10183030385419221,False
13-33,15-8,35,False,False,img_0008,img_0024,-0.2309603409695014,True
13-33,16-7,32,False,True,img_0008,img_0020,0.3796132420900791,True
13-33,16-9,32,False,False,img_0008,img_0035,0.17384319249717314,True
13-33,16-13,32,False,False,img_0008,img_0026,-0.05784393964422108,True
13-33,16-20,32,False,True,img_0008,img_0022,0.12337692914281258,True
13-33,16-21,33,False,False,img_0008,img_0043,-0.12770499713676634,False
13-33,16-24,32,False,True,img_0008,img_0234,0.2079358917327974,True
13-33,16-30,32,False,True,img_0008,img_0004,0.05516118726604814,True
13-33,18-5,30,False,True,img_0008,img_0312,0.1748974817771557,False
13-33,18-13,30,False,True,img_0008,img_0055,-0.10288122874602576,False
13-33,18-14,30,False,True,img_0008,img_0312,-0.045260054933126403,False
13-33,18-16,30,False,True,img_0008,img_0055,-0.30158153026338513,False
13-33,18-17,29,False,True,img_0008,img_0060,-0.2326303102994832,True
13-33,18-18,30,False,True,img_0008,img_0025,0.043955385499250925,False
13-33,18-19,30,False,False,img_0008,img_0072,-0.001342743968163863,False
