subject,unit,area,region,concept_cell,mean_rate,reliability,model,layer,view,r,r_norm
17,3,amygdala,MTL,False,3.9384920634920624,-0.6572892320569931,vgg16,conv4_3,gap,-0.22784714050547103,-1.018963389298358
17,4,preSMA,MFC,True,1.1375661375661377,0.2564432108587692,vgg16,conv4_3,gap,-0.23237230093359723,-0.4588690385857514
17,5,preSMA,MFC,False,0.4497354497354497,0.07323345733132325,vgg16,conv4_3,gap,-0.06170572393783132,-0.22801881434591934
17,6,preSMA,MFC,False,0.46296296296296297,0.11011651583182704,vgg16,conv4_3,gap,-0.014613828065701412,-0.044039031829963084
17,7,amygdala,MTL,False,1.3558201058201056,0.05351716891258881,vgg16,conv4_3,gap,-0.13363942517961916,-0.577680933087105
17,0,dACC,MFC,False,4.394841269841271,-0.9864767670682419,vgg16,conv5_3,gap,-0.2594620223494968,-1.1603494391060891
17,1,dACC,MFC,False,3.5251322751322753,-0.1628416929600158,vgg16,conv5_3,gap,-0.12331335768460149,-0.55147410063303
17,2,dACC,MFC,False,2.1560846560846563,-0.054475098212150595,vgg16,conv5_3,gap,-0.012296246105710396,-0.05499048432087102
17,3,amygdala,MTL,False,3.9384920634920624,-0.6572892320569931,vgg16,conv5_3,gap,-0.28674477177062574,-1.282361603743564
17,4,preSMA,MFC,True,1.1375661375661377,0.2564432108587692,vgg16,conv5_3,gap,-0.22814146729120494,-0.4505143484694987
17,5,preSMA,MFC,False,0.4497354497354497,0.07323345733132325,vgg16,conv5_3,gap,-0.33027357270474206,-1.2204473694174576
17,6,preSMA,MFC,False,0.46296296296296297,0.11011651583182704,vgg16,conv5_3,gap,-0.1347568403520859,-0.4060921447063656
17,7,amygdala,MTL,False,1.3558201058201056,0.05351716891258881,vgg16,conv5_3,gap,-0.11191420291307269,-0.48376967408853433
17,0,dACC,MFC,False,4.394841269841271,-0.9864767670682419,vgg16,fc6,gap,-0.18735427663964016,-0.8378737968830725
17,1,dACC,MFC,False,3.5251322751322753,-0.1628416929600158,vgg16,fc6,gap,-0.4745075951614029,-2.1220624772416943
17,2,dACC,MFC,False,2.1560846560846563,-0.054475098212150595,vgg16,fc6,gap,0.14015351732511167,0.6267855840492884
17,3,amygdala,MTL,False,3.9384920634920624,-0.6572892320569931,vgg16,fc6,gap,-0.07532905963766183,-0.33688179606189506
17,4,preSMA,MFC,True,1.1375661375661377,0.2564432108587692,vgg16,fc6,gap,-0.11050744015084715,-0.2182206855759549
17,5,preSMA,MFC,False,0.4497354497354497,0.07323345733132325,vgg16,fc6,gap,-0.1463368591787442,-0.5407530289841656
17,6,preSMA,MFC,False,0.46296296296296297,0.11011651583182704,vgg16,fc6,gap,-0.06900834833033269,-0.20795788995118691
17,7,amygdala,MTL,False,1.3558201058201056,0.05351716891258881,vgg16,fc6,gap,-0.29533929460073644,-1.2766582844316228
17,0,dACC,MFC,False,4.394841269841271,-0.9864767670682419,vgg16,fc7,gap,-0.27090652354104683,-1.2115308043718556
17,1,dACC,MFC,False,3.5251322751322753,-0.1628416929600158,vgg16,fc7,gap,-0.40812250409423756,-1.8251793246043029
17,2,dACC,MFC,False,2.1560846560846563,-0.054475098212150595,vgg16,fc7,gap,0.054154224389949074,0.24218505400940643
17,3,amygdala,MTL,False,3.9384920634920624,-0.6572892320569931,vgg16,fc7,gap,-0.1267071305144303,-0.5666515141284081
17,4,preSMA,MFC,True,1.1375661375661377,0.2564432108587692,vgg16,fc7,gap,-0.042016702982218775,-0.08297100826790585
17,5,preSMA,MFC,False,0.4497354497354497,0.07323345733132325,vgg16,fc7,gap,-0.1516528053236211,-0.5603968425516528
17,6,preSMA,MFC,False,0.46296296296296297,0.11011651583182704,vgg16,fc7,gap,-0.10233520992079341,-0.3083889824600497
17,7,amygdala,MTL,False,1.3558201058201056,0.05351716891258881,vgg16,fc7,gap,-0.17450723954593725,-0.7543395583740212
17,0,dACC,MFC,False,4.394841269841271,-0.9864767670682419,vgg16,logits,gap,-0.36496045868973054,-1.6321527894594827
17,1,dACC,MFC,False,3.5251322751322753,-0.1628416929600158,vgg16,logits,gap,-0.35333706474937554,-1.5801713914996969
17,2,dACC,MFC,False,2.1560846560846563,-0.054475098212150595,vgg16,logits,gap,-0.09977686485698545,-0.4462157048040586
17,3,amygdala,MTL,False,3.9384920634920624,-0.6572892320569931,vgg16,logits,gap,-0.09410854273108368,-0.42086619762029365
17,4,preSMA,MFC,True,1.1375661375661377,0.2564432108587692,vgg16,logits,gap,-0.13698066187571362,-0.2704977502362056
17,5,preSMA,MFC,False,0.4497354497354497,0.07323345733132325,vgg16,logits,gap,-0.2924209920733619,-1.0805721681444531
17,6,preSMA,MFC,False,0.46296296296296297,0.11011651583182704,vgg16,logits,gap,-0.06180318263506217,-0.18624499446838744
17,7,amygdala,MTL,False,1.3558201058201056,0.05351716891258881,vgg16,logits,gap,-0.33583301860697296,-1.4516998355057433
17,0,dACC,MFC,False,4.394841269841271,-0.9864767670682419,resnet18,stem,gap,0.21599827823474027,0.9659736663115851
17,1,dACC,MFC,False,3.5251322751322753,-0.1628416929600158,resnet18,stem,gap,-0.17245807624146417,-0.7712559634895106
17,2,dACC,MFC,False,2.1560846560846563,-0.054475098212150595,resnet18,stem,gap,0.18099786468624146,0.8094470584414891
17,3,amygdala,MTL,False,3.9384920634920624,-0.6572892320569931,resnet18,stem,gap,-0.2192284661515012,-0.9804195058355368
17,4,preSMA,MFC,True,1.1375661375661377,0.2564432108587692,resnet18,stem,gap,-0.23319263118875871,-0.4604889569408927
17,5,preSMA,MFC,False,0.4497354497354497,0.07323345733132325,resnet18,stem,gap,-0.1719634105898009,-0.6354498495645557
17,6,preSMA,MFC,False,0.46296296296296297,0.11011651583182704,resnet18,stem,gap,-0.3307009210785076,-0.9965731308797561
17,7,amygdala,MTL,False,1.3558201058201056,0.05351716891258881,resnet18,stem,gap,-0.019318961787715035,-0.08350975662160619
17,0,dACC,MFC,False,4.394841269841271,-0.9864767670682419,resnet18,layer1,gap,0.049559566349731535,0.22163711858682167
