region,model,layer,view,n_sessions,rho_mean,rho_sem,t,p,rho_norm_mean,frac_sessions_positive
amygdala,clip_vitb32,ln_post,cls,17.0,0.057542365860430024,0.025046549813162098,2.1996124895344615,0.042878609773128504,0.24204218731375218,0.7058823529411765
amygdala,clip_vitb32,ln_post,gap,17.0,0.029132304766711307,0.012942761105444098,2.2295087963269213,0.04045845933634097,0.12254009131860466,0.6470588235294118
amygdala,convnext_tiny,avgpool,gap,17.0,0.02834242131010952,0.013259060899615774,2.120796480516808,0.04991469444826329,0.11921758073531431,0.5882352941176471
amygdala,convnext_tiny,logits,gap,17.0,0.038559758098327734,0.019265437402283467,1.9587648652467835,0.06780624440506326,0.16219507232368544,0.6470588235294118
amygdala,convnext_tiny,stage1,gap,17.0,0.010402715613922163,0.010095908012150922,1.0238287428497093,0.3211474920294873,0.04375725612853392,0.5882352941176471
amygdala,convnext_tiny,stage2,gap,17.0,0.013183266800695214,0.009241575942697682,1.4178608420011698,0.17541299413000902,0.055453172365568695,0.5882352941176471
amygdala,convnext_tiny,stage3,gap,17.0,0.027330898442029017,0.016552738964935535,1.6225271109753618,0.12422655201159653,0.11496278161735786,0.5882352941176471
amygdala,convnext_tiny,stage4,gap,17.0,0.02834242131010952,0.013259060899615774,2.120796480516808,0.04991469444826329,0.11921758073531431,0.5882352941176471
amygdala,dinov2_small,block11,cls,17.0,0.02538964455936986,0.012909134171236715,1.9529068843840087,0.068550223828896,0.10679722691928023,0.6470588235294118
amygdala,dinov2_small,block11,gap,17.0,0.03945520432107885,0.019244588399619143,2.004872838885565,0.06219994892344346,0.16596161475091573,0.6470588235294118
amygdala,dinov2_small,block2,cls,17.0,0.01769440012112953,0.01425834386898236,1.2243039443149322,0.23855953060143528,0.07442848837517205,0.47058823529411764
amygdala,dinov2_small,block2,gap,17.0,0.012844916219884055,0.012368518643757627,1.028887642342176,0.3188362849466683,0.054029958122743686,0.5294117647058824
amygdala,dinov2_small,block5,cls,17.0,0.022278990171170472,0.017498197468770432,1.2500432765735903,0.22925892841182888,0.09371278763982661,0.47058823529411764
amygdala,dinov2_small,block5,gap,17.0,0.021352272966794466,0.014352346945974086,1.4673186347051048,0.16167072410276384,0.08981470914036921,0.6470588235294118
amygdala,dinov2_small,block8,cls,17.0,0.03209778126498398,0.017538179202512657,1.7970218498065538,0.09123234922425205,0.13501386446533983,0.6470588235294118
amygdala,dinov2_small,block8,gap,17.0,0.03281928263665744,0.017867822706519203,1.7985316609389475,0.09098409703138885,0.13804873742439222,0.6470588235294118
amygdala,dinov2_small,norm,cls,17.0,0.02681230985834015,0.013593222466755284,1.9564134387111505,0.06810400404609288,0.11278142683232094,0.5882352941176471
amygdala,dinov2_small,norm,gap,17.0,0.04367320723101928,0.02079586513310845,2.045800717354262,0.05757890960986983,0.18370392748261755,0.5882352941176471
amygdala,resnet18,avgpool,gap,17.0,0.04634984717594898,0.02303833819087344,1.9551812101290371,0.06826051004029478,0.1949627587321623,0.5882352941176471
amygdala,resnet18,layer1,gap,17.0,0.019272532310042056,0.0123946535906865,1.539262011454513,0.14328188120540414,0.08106663335171183,0.5294117647058824
amygdala,resnet18,layer2,gap,17.0,0.02778010797440348,0.016587799019474617,1.6456360345148715,0.11933774860243221,0.11685230520840768,0.6470588235294118
amygdala,resnet18,layer3,gap,17.0,0.04221752505250126,0.02254943598827067,1.8100839109674605,0.08910422252759746,0.17758084767431165,0.5882352941176471
amygdala,resnet18,layer4,gap,17.0,0.04634984717594898,0.02303833819087344,1.9551812101290371,0.06826051004029478,0.1949627587321623,0.5882352941176471
amygdala,resnet18,logits,gap,17.0,0.04640289278727674,0.021254151738043462,2.1329535947495932,0.048764261324937185,0.19518588608539467,0.6470588235294118
amygdala,resnet18,stem,gap,17.0,0.00693604218937571,0.007963728464553892,0.8680014823505259,0.39822596243401687,0.029175283249370684,0.6470588235294118
amygdala,resnet50,avgpool,gap,17.0,0.05024415035682467,0.023636250747850265,2.0473025163291747,0.05741544300282504,0.21134348354018134,0.6470588235294118
amygdala,resnet50,layer1,gap,17.0,0.013301807866691077,0.011154622832433049,1.1827380643149055,0.25419090111955067,0.05595179522319911,0.5294117647058824
amygdala,resnet50,layer2,gap,17.0,0.02051116523017231,0.014966829953092358,1.3504295452239743,0.19567119233862973,0.08627673232460287,0.5882352941176471
amygdala,resnet50,layer3,gap,17.0,0.03467687707231972,0.019856566138702677,1.7030535549322419,0.10790089758713399,0.14586239286984445,0.5294117647058824
amygdala,resnet50,layer4,gap,17.0,0.05024415035682467,0.023636250747850265,2.0473025163291747,0.05741544300282504,0.21134348354018134,0.6470588235294118
amygdala,resnet50,logits,gap,17.0,0.03874272909329139,0.018871047843646,2.013669697881841,0.06117924447619802,0.1629647087328556,0.7058823529411765
amygdala,resnet50,stem,gap,17.0,0.0010549109348241225,0.00582585037377648,0.18096237631649206,0.85866953500575,0.004437303650415418,0.5882352941176471
amygdala,vgg16,conv1_2,gap,17.0,0.01276568697684043,0.010200703061252063,1.241579409676456,0.23228557907851266,0.05369669377049224,0.7058823529411765
amygdala,vgg16,conv2_2,gap,17.0,0.026907591460871436,0.016162059041766267,1.6343250533381661,0.12170964076693248,0.11318221270795507,0.5882352941176471
amygdala,vgg16,conv3_3,gap,17.0,0.03488848226750423,0.020309119488336927,1.6696145871398032,0.11444045620521791,0.14675247417817372,0.5882352941176471
amygdala,vgg16,conv4_3,gap,17.0,0.04449692392120729,0.022778389430589966,1.887351352120947,0.07739023852462931,0.18716875181576256,0.5882352941176471
amygdala,vgg16,conv5_3,gap,17.0,0.039390697358367636,0.019980863090580264,1.9297862741067588,0.07155880680818544,0.16569027717001994,0.7058823529411765
amygdala,vgg16,fc6,gap,17.0,0.03470173720544583,0.018724092953952838,1.821295772145733,0.08731258922126348,0.1459669627968674,0.5294117647058824
amygdala,vgg16,fc7,gap,17.0,0.042131712332817824,0.020685371548601922,1.9889233595955806,0.06408998459288136,0.17721989104590505,0.7058823529411765
amygdala,vgg16,logits,gap,17.0,0.043358355309578385,0.019654718184727648,2.162271034551602,0.04608951665661852,0.18237955635873407,0.6470588235294118
amygdala,vit_b_16,block11,cls,17.0,0.025979636623119008,0.012093114226131442,2.1306856842866035,0.04897700877726408,0.1092789283139356,0.7058823529411765
amygdala,vit_b_16,block11,gap,17.0,0.04606210973851266,0.02140785913537235,2.081075358423853,0.05384926437079616,0.19375244007932718,0.7647058823529411
amygdala,vit_b_16,block2,cls,17.0,0.018718243034121475,0.013977291479337153,1.3195892573970336,0.20554363660171113,0.07873510966925178,0.5882352941176471
amygdala,vit_b_16,block2,gap,17.0,0.020805711136959937,0.015525591911733555,1.3187137712980084,0.2058295855813642,0.08751568964721472,0.5294117647058824
amygdala,vit_b_16,block5,cls,17.0,0.020889353948443583,0.014061661683469815,1.4663455649440897,0.16193226910771,0.08786751892537958,0.5294117647058824
amygdala,vit_b_16,block5,gap,17.0,0.025211046632123438,0.01619280437786776,1.5283746016937754,0.1459467545346359,0.1060459850766129,0.5294117647058824
amygdala,vit_b_16,block8,cls,17.0,0.028946482079350657,0.017579592611704355,1.6143326147723944,0.12600078678237792,0.12175845974978138,0.6470588235294118
amygdala,vit_b_16,block8,gap,17.0,0.034784695792088725,0.017931024121481485,1.8978830022231168,0.0759046643390731,0.14631591399946842,0.5882352941176471
amygdala,vit_b_16,ln,cls,17.0,0.03327636683207201,0.016765489045363718,1.9542672572467452,0.06837680072592621,0.1399713844478572,0.5882352941176471
amygdala,vit_b_16,ln,gap,17.0,0.051333932403417236,0.023811096136599635,2.0680333630496692,0.05520173370499338,0.21592746659872136,0.7058823529411765
amygdala,vit_b_16,logits,gap,17.0,0.03639341121592047,0.01771387249302,2.0210163100070853,0.06033847787953759,0.15308270215854491,0.5882352941176471
hippocampus,alexnet,conv1,gap,15.0,0.005113603322209062,0.003946791730202653,1.2953839023756875,0.21614106809186528,0.0292720782764758,0.6
hippocampus,alexnet,conv2,gap,15.0,0.00751729948909013,0.005004568935182106,1.5012776942253783,0.15549813253077416,0.043031687287252894,0.6
hippocampus,alexnet,conv3,gap,15.0,0.01199406875142099,0.006320560847085398,1.8945122634297924,0.07900145139126032,0.06865830163638058,0.7333333333333333
hippocampus,alexnet,conv4,gap,15.0,0.007475322217999134,0.0065016343906040925,1.148040105716341,0.2701912773132108,0.0427913945058649,0.5333333333333333
hippocampus,alexnet,conv5,gap,15.0,0.01145048179973745,0.006292068495181364,1.8178721634604862,0.09054147825952773,0.06554661721403912,0.6666666666666666
hippocampus,alexnet,fc6,gap,15.0,0.011553887840075671,0.006083368588236302,1.89743568914292,0.0785887111527157,0.06613855004815133,0.5333333333333333
hippocampus,alexnet,fc7,gap,15.0,0.01109160424833862,0.006629999022748887,1.6707030980321094,0.11697541438757755,0.06349227488158023,0.6
hippocampus,alexnet,logits,gap,15.0,0.012777895410912402,0.006471903735453984,1.970198809187792,0.06892409782467622,0.07314520331531435,0.5333333333333333
hippocampus,baseline,category,-,15.0,0.0078317242307368,0.0053944334053284025,1.4505269611582765,0.16894606376274374,0.04483156597740634,0.4666666666666667
hippocampus,baseline,lowlevel,-,15.0,0.0019109458574612156,0.0027666461246691827,0.6906579800548364,0.501071703922005,0.010938931551215258,0.5333333333333333
hippocampus,clip_vitb32,block11,cls,15.0,0.013891078534006649,0.005804882846972771,2.390749523916732,0.03142046801936543,0.0795174581544304,0.8666666666666667
hippocampus,clip_vitb32,block11,gap,15.0,0.010564510088844572,0.005357104981406847,1.969254504468505,0.06904227665549166,0.06047500104870935,0.7333333333333333
hippocampus,clip_vitb32,block2,cls,15.0,0.008949014916328168,0.004982568222311153,1.794681201118303,0.09431881640784241,0.051227333960457325,0.6
hippocampus,clip_vitb32,block2,gap,15.0,0.007549578715198188,0.004722364375088269,1.598007493809226,0.13235953769282607,0.043216465021035134,0.6666666666666666
hippocampus,clip_vitb32,block5,cls,15.0,0.010464130957214202,0.005421253780756487,1.9283652165428773,0.07433976235208936,0.059900395313131974,0.8
hippocampus,clip_vitb32,block5,gap,15.0,0.009863666783243628,0.006219422824765526,1.5840833251621502,0.13549714597335297,0.056463125506467954,0.6
hippocampus,clip_vitb32,block8,cls,15.0,0.011695651718306693,0.005090818329837901,2.2950292061692483,0.037703878323917035,0.06695005674487386,0.7333333333333333
hippocampus,clip_vitb32,block8,gap,15.0,0.013414120179546822,0.006390248945657721,2.095743887210715,0.05476252722671992,0.07678717944357885,0.7333333333333333
hippocampus,clip_vitb32,embed,gap,15.0,0.013443862840049526,0.004717823998614285,2.847055312178689,0.012924772459299055,0.07695743697658,0.8
hippocampus,clip_vitb32,ln_post,cls,15.0,0.013310206460893847,0.005542177983491439,2.398964150470477,0.030930228146055012,0.07619234047881232,0.8666666666666667
hippocampus,clip_vitb32,ln_post,gap,15.0,0.00993844667975864,0.005597843085675047,1.772395716438862,0.09808000825510405,0.05689119214487677,0.6
hippocampus,convnext_tiny,avgpool,gap,15.0,0.013527961555763452,0.005444068868846929,2.4831445216159356,0.026309018783069862,0.07743884783976476,0.8
hippocampus,convnext_tiny,logits,gap,15.0,0.01794544715829232,0.007751839476588123,2.3095010613059586,0.03668309130760819,0.10272610150311086,0.6666666666666666
hippocampus,convnext_tiny,stage1,gap,15.0,0.008505363168261278,0.004709784224809811,1.8047647448222202,0.09265950738315229,0.048687714072362616,0.6
hippocampus,convnext_tiny,stage2,gap,15.0,0.008133499753413447,0.0055753185235964476,1.4580250645751724,0.1669001217449982,0.04655903605381014,0.6
hippocampus,convnext_tiny,stage3,gap,15.0,0.008039491997225352,0.005102711981282008,1.5733913848699954,0.13794948132232773,0.04602090233002631,0.5333333333333333
hippocampus,convnext_tiny,stage4,gap,15.0,0.013527961555763452,0.005444068868846929,2.4831445216159356,0.026309018783069862,0.07743884783976476,0.8
hippocampus,dinov2_small,block11,cls,15.0,0.00825646204009828,0.0047394504029746,1.7414546739369128,0.10352209154817275,0.047262915775035365,0.6
hippocampus,dinov2_small,block11,gap,15.0,0.01168696963973138,0.005923791839041777,1.9704160348689794,0.06889693832058204,0.0669003574491629,0.6
hippocampus,dinov2_small,block2,cls,15.0,0.009761370801080149,0.005025363054443123,1.9417792984896396,0.07256254476667771,0.05587754703888264,0.6666666666666666
hippocampus,dinov2_small,block2,gap,15.0,0.009062169277376445,0.00459031306260077,1.9735904880993003,0.06850115045323367,0.05187506963826091,0.6
hippocampus,dinov2_small,block5,cls,15.0,0.011432473521020668,0.00619803374198918,1.8408336602125548,0.0869350636822402,0.06544353144242035,0.7333333333333333
hippocampus,dinov2_small,block5,gap,15.0,0.010726684370567754,0.005121423616723154,2.0918971978577177,0.05515330005467778,0.061403344130859384,0.7333333333333333
hippocampus,dinov2_small,block8,cls,15.0,0.014754439664513081,0.006514756236573748,2.2616938789478054,0.040157979798251926,0.0844596433417893,0.6666666666666666
hippocampus,dinov2_small,block8,gap,15.0,0.0076833900620733005,0.005532445629016206,1.386469641476394,0.18728734130265068,0.04398244860896757,0.5333333333333333
hippocampus,dinov2_small,norm,cls,15.0,0.009018020619712826,0.00449546395821057,2.00552323793639,0.0646336133286908,0.05162234707033742,0.6666666666666666
hippocampus,dinov2_small,norm,gap,15.0,0.011806395323830345,0.005717624763997796,2.062106393904479,0.05826795967865457,0.0675839924034003,0.6666666666666666
hippocampus,resnet18,avgpool,gap,15.0,0.014248635781730426,0.007606931073926579,1.8697690094828425,0.08257380138893598,0.08156424260058298,0.6
hippocampus,resnet18,layer1,gap,15.0,0.010740578326965025,0.004462807587635821,2.405691096022724,0.030534198313409814,0.06148287806292339,0.8
hippocampus,resnet18,layer2,gap,15.0,0.010611924794288118,0.006348387720078127,1.6696907529635059,0.11717850310578083,0.06074641963199515,0.6666666666666666
hippocampus,resnet18,layer3,gap,15.0,0.006690434898529635,0.005654043452373186,1.1822539441551612,0.256796189637169,0.03829842123319439,0.4666666666666667
hippocampus,resnet18,layer4,gap,15.0,0.014248635781730426,0.007606931073926579,1.8697690094828425,0.08257380138893598,0.08156424260058298,0.6
hippocampus,resnet18,logits,gap,15.0,0.014182143043489963,0.008307215893558593,1.7032992121017063,0.11059823302893286,0.08118361459407754,0.6
hippocampus,resnet18,stem,gap,15.0,0.0031961642119804124,0.004092396994567224,0.7808658333825592,0.4478846758711885,0.01829597704445019,0.5333333333333333
hippocampus,resnet50,avgpool,gap,15.0,0.01419678303210383,0.007881105776312583,1.7986936208653448,0.09365540815224917,0.08126741907903055,0.5333333333333333
hippocampus,resnet50,layer1,gap,15.0,0.010547626075753666,0.004391798507927686,2.400978820123439,0.030811110473225774,0.060378350972104554,0.6
hippocampus,resnet50,layer2,gap,15.0,0.008259289595734009,0.005072579713496094,1.6272537297013554,0.12597218509853592,0.047279101705911285,0.6
hippocampus,resnet50,layer3,gap,15.0,0.008580211040818691,0.005976645829971513,1.4333157761665174,0.17372133258935255,0.04911616982973681,0.6
hippocampus,resnet50,layer4,gap,15.0,0.01419678303210383,0.007881105776312583,1.7986936208653448,0.09365540815224917,0.08126741907903055,0.5333333333333333
hippocampus,resnet50,logits,gap,15.0,0.01628993742132237,0.007692323316518258,2.114263493113301,0.052916767987213724,0.09324937686207681,0.7333333333333333
hippocampus,resnet50,stem,gap,15.0,0.0063417321399380396,0.006360305869473553,0.9957647464709286,0.3362646820181634,0.0363023230219028,0.5333333333333333
hippocampus,vgg16,conv1_2,gap,15.0,-0.000452477624954031,0.0031405886473236037,-0.14405926744562159,0.8875068179635296,-0.002590142336321557,0.5333333333333333
hippocampus,vgg16,conv2_2,gap,15.0,0.008860428980715023,0.00656652142201263,1.3478663140584959,0.19910822040077691,0.05072023665977296,0.5333333333333333
hippocampus,vgg16,conv3_3,gap,15.0,0.010988054492305045,0.007149392200975853,1.5338356874447576,0.14735424336085454,0.06289951936787813,0.6
hippocampus,vgg16,conv4_3,gap,15.0,0.008206407415086398,0.006478071943794149,1.2643082086538668,0.22676353145407005,0.04697638535624362,0.6
hippocampus,vgg16,conv5_3,gap,15.0,0.012135997300935104,0.0057993115084533685,2.090304804271759,0.055315819068833046,0.06947075096990633,0.7333333333333333
hippocampus,vgg16,fc6,gap,15.0,0.014902736523856068,0.006391362467468578,2.328757657777892,0.0353652210587719,0.08530854713845067,0.7333333333333333
hippocampus,vgg16,fc7,gap,15.0,0.014003056753555303,0.006919009025423491,2.0204579954006734,0.06289422869117531,0.0801584611813278,0.6
hippocampus,vgg16,logits,gap,15.0,0.015253934861239129,0.007863460426285456,1.9334806934091249,0.0736574149253984,0.08731893092747012,0.6
hippocampus,vit_b_16,block11,cls,15.0,0.012128543386139778,0.00552119549598947,2.194978248745664,0.04552668955269287,0.06942808211907715,0.7333333333333333
hippocampus,vit_b_16,block11,gap,15.0,0.013984970892734509,0.005454132147551258,2.560152982000225,0.02266648654898144,0.08005493130224148,0.8
hippocampus,vit_b_16,block2,cls,15.0,0.007962381388930073,0.004202667057914016,1.894194475461078,0.07904643551088802,0.04557949387110991,0.7333333333333333
hippocampus,vit_b_16,block2,gap,15.0,0.0077918436120589735,0.005489482463305167,1.4186336609931656,0.17788284766874463,0.044603275177730606,0.6666666666666666
hippocampus,vit_b_16,block5,cls,15.0,0.008972837256469256,0.0048450966372589,1.850648551001912,0.08543311190495355,0.051363701480853396,0.7333333333333333
hippocampus,vit_b_16,block5,gap,15.0,0.007749166420751457,0.004946267786666238,1.5649104250356305,0.13992159783888108,0.044358975804889525,0.6
hippocampus,vit_b_16,block8,cls,15.0,0.012775925620096273,0.005468368248817471,2.3345526563902923,0.03497747101864092,0.07313392753435817,0.8
hippocampus,vit_b_16,block8,gap,15.0,0.013742099985074219,0.005191338108324734,2.64210781131751,0.01932455860786341,0.0786646521248884,0.8
hippocampus,vit_b_16,ln,cls,15.0,0.017042833328659992,0.007165526078596053,2.375936961596337,0.032323185059247424,0.09755921995019973,0.8
hippocampus,vit_b_16,ln,gap,15.0,0.013399558168503193,0.005992311408229005,2.232244428527962,0.04245018209614356,0.07670382132988225,0.7333333333333333
hippocampus,vit_b_16,logits,gap,15.0,0.01658505076885218,0.006655078886184687,2.488502914665892,0.026038380684979375,0.09493871028608467,0.8
