subject,region,scope,model,layer,n_images,rho
13,MTL_concept,all,alexnet,conv4,63,0.33650133795485077
13,MTL_concept,between-category pairs,alexnet,conv4,63,0.2292446642353837
13,MTL_concept,within-category pairs (all cats),alexnet,conv4,63,0.25903255660463353
13,MTL_concept,within face_person,alexnet,conv4,31,0.3436098526259507
13,MTL_concept,within landmark_place,alexnet,conv4,9,-0.2563706563706564
13,MTL_concept,within vehicle,alexnet,conv4,10,0.20237154150197625
13,MTL_concept,all,resnet50,layer2,63,0.21678566937319682
13,MTL_concept,between-category pairs,resnet50,layer2,63,0.04867643791000829
13,MTL_concept,within-category pairs (all cats),resnet50,layer2,63,0.2970501918479747
13,MTL_concept,within face_person,resnet50,layer2,31,0.3569876161877528
13,MTL_concept,within landmark_place,resnet50,layer2,9,-0.34131274131274136
13,MTL_concept,within vehicle,resnet50,layer2,10,-0.05638998682476943
13,MTL_concept,all,resnet50,avgpool,63,0.35183288145025915
13,MTL_concept,between-category pairs,resnet50,avgpool,63,0.2637856007333654
13,MTL_concept,within-category pairs (all cats),resnet50,avgpool,63,0.2357253064344753
13,MTL_concept,within face_person,resnet50,avgpool,31,0.3366700960055761
13,MTL_concept,within landmark_place,resnet50,avgpool,9,-0.06975546975546977
13,MTL_concept,within vehicle,resnet50,avgpool,10,0.29986824769433457
13,MTL_concept,all,vit_b_16,ln,63,0.3387592471136201
13,MTL_concept,between-category pairs,vit_b_16,ln,63,0.25125511244648197
13,MTL_concept,within-category pairs (all cats),vit_b_16,ln,63,0.262726802762185
13,MTL_concept,within face_person,vit_b_16,ln,31,0.22081628609757148
13,MTL_concept,within landmark_place,vit_b_16,ln,9,0.20823680823680826
13,MTL_concept,within vehicle,vit_b_16,ln,10,0.2624505928853755
13,MTL_concept,all,dinov2_small,norm,63,0.29953566513969265
13,MTL_concept,between-category pairs,dinov2_small,norm,63,0.16388881393368734
13,MTL_concept,within-category pairs (all cats),dinov2_small,norm,63,0.29339746229739866
13,MTL_concept,within face_person,dinov2_small,norm,31,0.37576933359431325
13,MTL_concept,within landmark_place,dinov2_small,norm,9,-0.007464607464607464
13,MTL_concept,within vehicle,dinov2_small,norm,10,0.3454545454545454
13,MTL_concept,all,clip_vitb32,ln_post,63,0.3797669176303399
13,MTL_concept,between-category pairs,clip_vitb32,ln_post,63,0.2463085777386857
13,MTL_concept,within-category pairs (all cats),clip_vitb32,ln_post,63,0.4303049275022904
13,MTL_concept,within face_person,clip_vitb32,ln_post,31,0.38777432722099425
13,MTL_concept,within landmark_place,clip_vitb32,ln_post,9,0.09240669240669241
13,MTL_concept,within vehicle,clip_vitb32,ln_post,10,0.24321475625823447
14,MTL,all,alexnet,conv1,63,0.03774186357229345
14,MTL,between-category pairs,alexnet,conv1,63,-0.010870545453365838
14,MTL,within-category pairs (all cats),alexnet,conv1,63,0.010395762925273886
14,MTL,within face_person,alexnet,conv1,32,0.02085445222655581
14,MTL,within vehicle,alexnet,conv1,11,0.0036075036075036084
14,MTL,all,alexnet,conv4,63,0.22482468137822897
14,MTL,between-category pairs,alexnet,conv4,63,0.18078607213525424
14,MTL,within-category pairs (all cats),alexnet,conv4,63,0.1189832328112261
14,MTL,within face_person,alexnet,conv4,32,0.14295636969421613
14,MTL,within vehicle,alexnet,conv4,11,0.14898989898989903
14,MTL,all,resnet50,layer2,63,0.1134475661629686
14,MTL,between-category pairs,resnet50,layer2,63,0.036239079230623694
14,MTL,within-category pairs (all cats),resnet50,layer2,63,0.07226272340100334
14,MTL,within face_person,resnet50,layer2,32,0.10742372121290795
14,MTL,within vehicle,resnet50,layer2,11,-0.0751803751803752
14,MTL,all,resnet50,avgpool,63,0.20724191566308137
14,MTL,between-category pairs,resnet50,avgpool,63,0.14418445327243112
14,MTL,within-category pairs (all cats),resnet50,avgpool,63,0.13890943296508224
14,MTL,within face_person,resnet50,avgpool,32,0.1849851798965838
14,MTL,within vehicle,resnet50,avgpool,11,0.12669552669552675
14,MTL,all,vit_b_16,ln,63,0.20230853819562825
14,MTL,between-category pairs,vit_b_16,ln,63,0.1324808146808801
14,MTL,within-category pairs (all cats),vit_b_16,ln,63,0.18199231732115378
14,MTL,within face_person,vit_b_16,ln,32,0.18581764290533032
14,MTL,within vehicle,vit_b_16,ln,11,0.13239538239538243
14,MTL,all,dinov2_small,norm,63,0.2017541215192767
14,MTL,between-category pairs,dinov2_small,norm,63,0.1408630051862116
14,MTL,within-category pairs (all cats),dinov2_small,norm,63,0.13889821141085898
14,MTL,within face_person,dinov2_small,norm,32,0.1709382394071172
14,MTL,within vehicle,dinov2_small,norm,11,0.22712842712842718
14,MTL,all,clip_vitb32,ln_post,63,0.23922974471879702
14,MTL,between-category pairs,clip_vitb32,ln_post,63,0.20035200634744899
14,MTL,within-category pairs (all cats),clip_vitb32,ln_post,63,0.15961089864968453
14,MTL,within face_person,clip_vitb32,ln_post,32,0.12375396071443322
14,MTL,within vehicle,clip_vitb32,ln_post,11,0.1913419913419914
14,MFC,all,alexnet,conv1,63,0.053104884492093045
14,MFC,between-category pairs,alexnet,conv1,63,0.03159701579830516
14,MFC,within-category pairs (all cats),alexnet,conv1,63,0.09714942598585097
14,MFC,within face_person,alexnet,conv1,32,0.12375504247380667
14,MFC,within vehicle,alexnet,conv1,11,0.2055555555555556
14,MFC,all,alexnet,conv4,63,0.04491532856361109
14,MFC,between-category pairs,alexnet,conv4,63,0.031616651214986725
14,MFC,within-category pairs (all cats),alexnet,conv4,63,0.13034186263528594
14,MFC,within face_person,alexnet,conv4,32,0.13750833446426358
14,MFC,within vehicle,alexnet,conv4,11,0.28636363636363643
14,MFC,all,resnet50,layer2,63,0.0430940277125569
14,MFC,between-category pairs,resnet50,layer2,63,0.011533159667709215
14,MFC,within-category pairs (all cats),resnet50,layer2,63,0.137757928862482
14,MFC,within face_person,resnet50,layer2,32,0.13468484415781098
14,MFC,within vehicle,resnet50,layer2,11,0.40577200577200584
14,MFC,all,resnet50,avgpool,63,0.018335190533590864
14,MFC,between-category pairs,resnet50,avgpool,63,0.002510752489657297
14,MFC,within-category pairs (all cats),resnet50,avgpool,63,0.10605341275661682
14,MFC,within face_person,resnet50,avgpool,32,0.11381505061650452
14,MFC,within vehicle,resnet50,avgpool,11,0.26919191919191926
14,MFC,all,vit_b_16,ln,63,0.043133667680929216
14,MFC,between-category pairs,vit_b_16,ln,63,0.025727700659313023
14,MFC,within-category pairs (all cats),vit_b_16,ln,63,0.10504163139070391
14,MFC,within face_person,vit_b_16,ln,32,0.1010788091206083
14,MFC,within vehicle,vit_b_16,ln,11,0.2503607503607504
14,MFC,all,dinov2_small,norm,63,0.038812762923483485
14,MFC,between-category pairs,dinov2_small,norm,63,0.042799827231231644
14,MFC,within-category pairs (all cats),dinov2_small,norm,63,0.10047710595771307
14,MFC,within face_person,dinov2_small,norm,32,0.10605146027681239
14,MFC,within vehicle,dinov2_small,norm,11,0.17388167388167391
14,MFC,all,clip_vitb32,ln_post,63,0.027132262363745926
14,MFC,between-category pairs,clip_vitb32,ln_post,63,-0.01578063518569351
14,MFC,within-category pairs (all cats),clip_vitb32,ln_post,63,0.11663125259246677
14,MFC,within face_person,clip_vitb32,ln_post,32,0.1280779496136152
14,MFC,within vehicle,clip_vitb32,ln_post,11,-0.0178932178932179
14,MTL_concept,all,alexnet,conv1,63,0.029640149633301225
14,MTL_concept,between-category pairs,alexnet,conv1,63,-0.016938275619233587
14,MTL_concept,within-category pairs (all cats),alexnet,conv1,63,0.025809747352749043
14,MTL_concept,within face_person,alexnet,conv1,32,0.023958904944820433
14,MTL_concept,within vehicle,alexnet,conv1,11,-0.01565656565656566
14,MTL_concept,all,alexnet,conv4,63,0.20020001309615504
14,MTL_concept,between-category pairs,alexnet,conv4,63,0.16639914127014432
14,MTL_concept,within-category pairs (all cats),alexnet,conv4,63,0.11692197716649659
14,MTL_concept,within face_person,alexnet,conv4,32,0.13077044869411975
14,MTL_concept,within vehicle,alexnet,conv4,11,-0.021572871572871577
14,MTL_concept,all,resnet50,layer2,63,0.0907260319807539
14,MTL_concept,between-category pairs,resnet50,layer2,63,0.02230608618726673
14,MTL_concept,within-category pairs (all cats),resnet50,layer2,63,0.043728727961442976
14,MTL_concept,within face_person,resnet50,layer2,32,0.05741624723905505
14,MTL_concept,within vehicle,resnet50,layer2,11,-0.14632034632034632
14,MTL_concept,all,resnet50,avgpool,63,0.18066089001479912
14,MTL_concept,between-category pairs,resnet50,avgpool,63,0.12969569588422394
14,MTL_concept,within-category pairs (all cats),resnet50,avgpool,63,0.14081755755448844
14,MTL_concept,within face_person,resnet50,avgpool,32,0.1521276240040438
14,MTL_concept,within vehicle,resnet50,avgpool,11,0.026767676767676774
14,MTL_concept,all,vit_b_16,ln,63,0.19557630324849343
14,MTL_concept,between-category pairs,vit_b_16,ln,63,0.15647861891081447
14,MTL_concept,within-category pairs (all cats),vit_b_16,ln,63,0.14225034861628458
14,MTL_concept,within face_person,vit_b_16,ln,32,0.14996882566169253
14,MTL_concept,within vehicle,vit_b_16,ln,11,-0.08564213564213566
14,MTL_concept,all,dinov2_small,norm,63,0.16743656516076866
14,MTL_concept,between-category pairs,dinov2_small,norm,63,0.11160176436335978
14,MTL_concept,within-category pairs (all cats),dinov2_small,norm,63,0.14640635192911755
14,MTL_concept,within face_person,dinov2_small,norm,32,0.1635422505708739
14,MTL_concept,within vehicle,dinov2_small,norm,11,-0.0033910533910533917
14,MTL_concept,all,clip_vitb32,ln_post,63,0.22872600366718115
14,MTL_concept,between-category pairs,clip_vitb32,ln_post,63,0.19316944152886814
14,MTL_concept,within-category pairs (all cats),clip_vitb32,ln_post,63,0.19424470077927083
14,MTL_concept,within face_person,clip_vitb32,ln_post,32,0.15251459883445342
14,MTL_concept,within vehicle,clip_vitb32,ln_post,11,0.16782106782106787
15,MTL,all,alexnet,conv1,63,-0.007176582126230491
15,MTL,between-category pairs,alexnet,conv1,63,0.0006493039259526426
15,MTL,within-category pairs (all cats),alexnet,conv1,63,-0.011056719307391412
15,MTL,within face_person,alexnet,conv1,37,-0.044807935394221204
15,MTL,within animal,alexnet,conv1,9,0.09832689832689835
15,MTL,all,alexnet,conv4,63,0.011654915889615678
15,MTL,between-category pairs,alexnet,conv4,63,0.029696191005948273
15,MTL,within-category pairs (all cats),alexnet,conv4,63,0.008683311682291936
15,MTL,within face_person,alexnet,conv4,37,-0.008597672307922447
15,MTL,within animal,alexnet,conv4,9,0.35341055341055344
15,MTL,all,resnet50,layer2,63,0.0028634017418633665
15,MTL,between-category pairs,resnet50,layer2,63,0.014093323794852503
15,MTL,within-category pairs (all cats),resnet50,layer2,63,-0.00018971248460448423
15,MTL,within face_person,resnet50,layer2,37,-0.018290651463538705
15,MTL,within animal,resnet50,layer2,9,0.19021879021879023
15,MTL,all,resnet50,avgpool,63,-0.005488108273679588
15,MTL,between-category pairs,resnet50,avgpool,63,0.022144186508261988
15,MTL,within-category pairs (all cats),resnet50,avgpool,63,-0.005280556562191863
15,MTL,within face_person,resnet50,avgpool,37,-0.02865612509737816
15,MTL,within animal,resnet50,avgpool,9,-0.018790218790218794
15,MTL,all,vit_b_16,ln,63,8.824794194348953e-05
15,MTL,between-category pairs,vit_b_16,ln,63,0.012154665912791499
15,MTL,within-category pairs (all cats),vit_b_16,ln,63,0.012468742437686536
15,MTL,within face_person,vit_b_16,ln,37,-0.0003181299007070332
15,MTL,within animal,vit_b_16,ln,9,0.16138996138996142
15,MTL,all,dinov2_small,norm,63,-0.004202708156502378
15,MTL,between-category pairs,dinov2_small,norm,63,-0.0005270925841223068
15,MTL,within-category pairs (all cats),dinov2_small,norm,63,0.028529079616036134
15,MTL,within face_person,dinov2_small,norm,37,0.015246816746067123
15,MTL,within animal,dinov2_small,norm,9,0.1335907335907336
15,MTL,all,clip_vitb32,ln_post,63,-0.011520883921130579
15,MTL,between-category pairs,clip_vitb32,ln_post,63,0.012937245910656847
15,MTL,within-category pairs (all cats),clip_vitb32,ln_post,63,-0.015377065226420931
15,MTL,within face_person,clip_vitb32,ln_post,37,-0.03608366513755925
15,MTL,within animal,clip_vitb32,ln_post,9,0.1268983268983269
15,MFC,all,alexnet,conv1,63,0.00878835190701127
15,MFC,between-category pairs,alexnet,conv1,63,0.015014279493537345
15,MFC,within-category pairs (all cats),alexnet,conv1,63,0.009775956869680795
15,MFC,within face_person,alexnet,conv1,37,0.00701398944908769
15,MFC,within animal,alexnet,conv1,9,0.06821106821106822
15,MFC,all,alexnet,conv4,63,-0.022624284405701207
15,MFC,between-category pairs,alexnet,conv4,63,-8.812504939849411e-05
15,MFC,within-category pairs (all cats),alexnet,conv4,63,-0.023251051349688596
15,MFC,within face_person,alexnet,conv4,37,-0.04137904630290017
15,MFC,within animal,alexnet,conv4,9,0.055083655083655085
15,MFC,all,resnet50,layer2,63,-0.010887192140801737
15,MFC,between-category pairs,resnet50,layer2,63,-0.005661193917130684
15,MFC,within-category pairs (all cats),resnet50,layer2,63,0.017058893641817528
15,MFC,within face_person,resnet50,layer2,37,0.010384667450871191
15,MFC,within animal,resnet50,layer2,9,0.022136422136422137
15,MFC,all,resnet50,avgpool,63,-0.006020832268513605
15,MFC,between-category pairs,resnet50,avgpool,63,0.02528809441434317
15,MFC,within-category pairs (all cats),resnet50,avgpool,63,0.020518354825854592
15,MFC,within face_person,resnet50,avgpool,37,0.010741245918394187
15,MFC,within animal,resnet50,avgpool,9,-0.014414414414414415
15,MFC,all,vit_b_16,ln,63,-0.01845374314839248
15,MFC,between-category pairs,vit_b_16,ln,63,-0.014519069576300994
15,MFC,within-category pairs (all cats),vit_b_16,ln,63,0.022860640333060837
15,MFC,within face_person,vit_b_16,ln,37,0.01749454474144761
15,MFC,within animal,vit_b_16,ln,9,-0.014929214929214929
15,MFC,all,dinov2_small,norm,63,-0.012828178085129751
15,MFC,between-category pairs,dinov2_small,norm,63,-0.017304552128486576
15,MFC,within-category pairs (all cats),dinov2_small,norm,63,0.05105056712083688
15,MFC,within face_person,dinov2_small,norm,37,0.03555968408805149
15,MFC,within animal,dinov2_small,norm,9,-0.04118404118404118
15,MFC,all,clip_vitb32,ln_post,63,0.0006831986486190774
15,MFC,between-category pairs,clip_vitb32,ln_post,63,0.02102353306977528
15,MFC,within-category pairs (all cats),clip_vitb32,ln_post,63,0.00037307413083810596
15,MFC,within face_person,clip_vitb32,ln_post,37,0.013105436714684724
15,MFC,within animal,clip_vitb32,ln_post,9,-0.050450450450450456
15,MTL_concept,all,alexnet,conv1,63,0.03872134100609398
15,MTL_concept,between-category pairs,alexnet,conv1,63,0.03899279945695976
15,MTL_concept,within-category pairs (all cats),alexnet,conv1,63,0.0478613008566809
15,MTL_concept,within face_person,alexnet,conv1,37,0.032992046314299986
15,MTL_concept,within animal,alexnet,conv1,9,-0.10957664054320847
15,MTL_concept,all,alexnet,conv4,63,0.006114381503975538
15,MTL_concept,between-category pairs,alexnet,conv4,63,0.007078788012003005
15,MTL_concept,within-category pairs (all cats),alexnet,conv4,63,0.012365896880356482
15,MTL_concept,within face_person,alexnet,conv4,37,-0.0011474420141662795
15,MTL_concept,within animal,alexnet,conv4,9,0.10263451797463252
15,MTL_concept,all,resnet50,layer2,63,0.012261451962629163
15,MTL_concept,between-category pairs,resnet50,layer2,63,0.008265896952754625
15,MTL_concept,within-category pairs (all cats),resnet50,layer2,63,0.023728415544056112
15,MTL_concept,within face_person,resnet50,layer2,37,0.025358836637640898
15,MTL_concept,within animal,resnet50,layer2,9,-0.01783172659771467
15,MTL_concept,all,resnet50,avgpool,63,0.007702704971475089
15,MTL_concept,between-category pairs,resnet50,avgpool,63,0.009887874660050134
15,MTL_concept,within-category pairs (all cats),resnet50,avgpool,63,0.05416764755924269
15,MTL_concept,within face_person,resnet50,avgpool,37,0.05322496291983326
15,MTL_concept,within animal,resnet50,avgpool,9,-0.006533762417483238
15,MTL_concept,all,vit_b_16,ln,63,-0.0003865775998608454
15,MTL_concept,between-category pairs,vit_b_16,ln,63,-0.010330961237079269
15,MTL_concept,within-category pairs (all cats),vit_b_16,ln,63,0.034783000778102036
15,MTL_concept,within face_person,vit_b_16,ln,37,0.04590079720408215
15,MTL_concept,within animal,vit_b_16,ln,9,-0.02286816846119133
15,MTL_concept,all,dinov2_small,norm,63,-0.007072815178591724
15,MTL_concept,between-category pairs,dinov2_small,norm,63,-0.03293499496372845
15,MTL_concept,within-category pairs (all cats),dinov2_small,norm,63,0.061841911685446026
15,MTL_concept,within face_person,dinov2_small,norm,37,0.06015223163404998
15,MTL_concept,within animal,dinov2_small,norm,9,0.011025724079502964
15,MTL_concept,all,clip_vitb32,ln_post,63,-0.008071265279771549
15,MTL_concept,between-category pairs,clip_vitb32,ln_post,63,-0.010538395960360486
15,MTL_concept,within-category pairs (all cats),clip_vitb32,ln_post,63,-0.013178584592861541
15,MTL_concept,within face_person,clip_vitb32,ln_post,37,0.0001316214706351699
15,MTL_concept,within animal,clip_vitb32,ln_post,9,0.016606646144436563
16,MTL,all,alexnet,conv1,54,0.03452651725024446
16,MTL,between-category pairs,alexnet,conv1,54,0.03131559119395099
16,MTL,within-category pairs (all cats),alexnet,conv1,54,-0.024079516165477623
16,MTL,within face_person,alexnet,conv1,24,-0.0024617228635436137
16,MTL,within landmark_place,alexnet,conv1,17,-0.0687419493344783
16,MTL,all,alexnet,conv4,54,0.08585335643942157
16,MTL,between-category pairs,alexnet,conv4,54,0.055369255259730694
16,MTL,within-category pairs (all cats),alexnet,conv4,54,0.054310696413813045
16,MTL,within face_person,alexnet,conv4,24,0.05032976127623749
16,MTL,within landmark_place,alexnet,conv4,17,0.01458899861647822
16,MTL,all,resnet50,layer2,54,0.06046784341292616
16,MTL,between-category pairs,resnet50,layer2,54,0.02829185038094967
16,MTL,within-category pairs (all cats),resnet50,layer2,54,0.015555721335828668
16,MTL,within face_person,resnet50,layer2,24,0.010655099099613307
16,MTL,within landmark_place,resnet50,layer2,17,0.005228758169934639
16,MTL,all,resnet50,avgpool,54,0.08792446851369587
16,MTL,between-category pairs,resnet50,avgpool,54,0.053518127902075996
16,MTL,within-category pairs (all cats),resnet50,avgpool,54,0.07061766955340129
16,MTL,within face_person,resnet50,avgpool,24,0.06481813901057347
16,MTL,within landmark_place,resnet50,avgpool,17,0.00843471208434712
16,MTL,all,vit_b_16,ln,54,0.07714405980981294
16,MTL,between-category pairs,vit_b_16,ln,54,0.06292799072011532
16,MTL,within-category pairs (all cats),vit_b_16,ln,54,0.02612919743063868
16,MTL,within face_person,vit_b_16,ln,24,0.028743311311197048
16,MTL,within landmark_place,vit_b_16,ln,17,0.0036257812127284
16,MTL,all,dinov2_small,norm,54,0.09211915475223158
16,MTL,between-category pairs,dinov2_small,norm,54,0.0610344503149883
16,MTL,within-category pairs (all cats),dinov2_small,norm,54,0.07171094592682492
16,MTL,within face_person,dinov2_small,norm,24,0.03173584851814329
16,MTL,within landmark_place,dinov2_small,norm,17,0.10594914364772673
16,MTL,all,clip_vitb32,ln_post,54,0.0897957242270513
16,MTL,between-category pairs,clip_vitb32,ln_post,54,0.07162810788660359
16,MTL,within-category pairs (all cats),clip_vitb32,ln_post,54,0.06641210831713121
16,MTL,within face_person,clip_vitb32,ln_post,24,-0.004906893451862845
16,MTL,within landmark_place,clip_vitb32,ln_post,17,0.12432135871380179
16,MTL_concept,all,alexnet,conv1,54,0.047349012090236925
16,MTL_concept,between-category pairs,alexnet,conv1,54,0.01424985909252085
16,MTL_concept,within-category pairs (all cats),alexnet,conv1,54,-0.007440383067518023
16,MTL_concept,within face_person,alexnet,conv1,24,-0.001393815727515304
16,MTL_concept,within landmark_place,alexnet,conv1,17,-0.021086780210867802
16,MTL_concept,all,alexnet,conv4,54,0.10929378352694469
16,MTL_concept,between-category pairs,alexnet,conv4,54,0.06535959701320607
16,MTL_concept,within-category pairs (all cats),alexnet,conv4,54,0.03145300483766703
16,MTL_concept,within face_person,alexnet,conv4,24,0.02580670937914699
16,MTL_concept,within landmark_place,alexnet,conv4,17,-0.01467487238204284
16,MTL_concept,all,resnet50,layer2,54,0.07349434293146741
16,MTL_concept,between-category pairs,resnet50,layer2,54,0.014562473013853718
16,MTL_concept,within-category pairs (all cats),resnet50,layer2,54,0.030684181695042324
16,MTL_concept,within face_person,resnet50,layer2,24,0.03081291648235613
16,MTL_concept,within landmark_place,resnet50,layer2,17,0.026907113210247597
16,MTL_concept,all,resnet50,avgpool,54,0.13347559646705845
16,MTL_concept,between-category pairs,resnet50,avgpool,54,0.07614799651707893
16,MTL_concept,within-category pairs (all cats),resnet50,avgpool,54,0.12441232348896505
16,MTL_concept,within face_person,resnet50,avgpool,24,0.12504045318988027
16,MTL_concept,within landmark_place,resnet50,avgpool,17,0.02799961833881971
16,MTL_concept,all,vit_b_16,ln,54,0.10612640992634667
16,MTL_concept,between-category pairs,vit_b_16,ln,54,0.07606981042956637
16,MTL_concept,within-category pairs (all cats),vit_b_16,ln,54,0.04275784937909979
16,MTL_concept,within face_person,vit_b_16,ln,24,0.07609937072815742
16,MTL_concept,within landmark_place,vit_b_16,ln,17,-0.03846667620819617
16,MTL_concept,all,dinov2_small,norm,54,0.13857219575571003
16,MTL_concept,between-category pairs,dinov2_small,norm,54,0.08331383325198334
16,MTL_concept,within-category pairs (all cats),dinov2_small,norm,54,0.1015472334543495
16,MTL_concept,within face_person,dinov2_small,norm,24,0.10677359055949545
16,MTL_concept,within landmark_place,dinov2_small,norm,17,-0.06482515147178092
16,MTL_concept,all,clip_vitb32,ln_post,54,0.1137408537376915
16,MTL_concept,between-category pairs,clip_vitb32,ln_post,54,0.08866082966537148
16,MTL_concept,within-category pairs (all cats),clip_vitb32,ln_post,54,-0.007726456795006288
16,MTL_concept,within face_person,clip_vitb32,ln_post,24,0.026932834862516235
16,MTL_concept,within landmark_place,clip_vitb32,ln_post,17,-0.12383951147368921
17,MTL,all,alexnet,conv1,63,-0.004272788571214867
17,MTL,between-category pairs,alexnet,conv1,63,0.013859368561495878
17,MTL,within-category pairs (all cats),alexnet,conv1,63,-0.02070916179517365
17,MTL,within face_person,alexnet,conv1,34,-0.025016485995658644
17,MTL,within landmark_place,alexnet,conv1,14,-0.07110251686504962
17,MTL,all,alexnet,conv4,63,-0.0023122633882972908
17,MTL,between-category pairs,alexnet,conv4,63,0.0168669338038454
17,MTL,within-category pairs (all cats),alexnet,conv4,63,-0.024164779673063908
17,MTL,within face_person,alexnet,conv4,34,-0.018088203338880688
17,MTL,within landmark_place,alexnet,conv4,14,-0.09388713942292383
17,MTL,all,resnet50,layer2,63,-0.005703904435232184
17,MTL,between-category pairs,resnet50,layer2,63,0.007928231673643777
17,MTL,within-category pairs (all cats),resnet50,layer2,63,-0.024147710198580953
17,MTL,within face_person,resnet50,layer2,34,-0.013059705261678328
17,MTL,within landmark_place,resnet50,layer2,14,-0.08739113570685031
17,MTL,all,resnet50,avgpool,63,-0.01461183331383003
17,MTL,between-category pairs,resnet50,avgpool,63,0.005909620719892677
17,MTL,within-category pairs (all cats),resnet50,avgpool,63,-0.06533550945568947
17,MTL,within face_person,resnet50,avgpool,34,-0.057600392612556194
17,MTL,within landmark_place,resnet50,avgpool,14,-0.1406937185798291
17,MTL,all,vit_b_16,ln,63,0.011046511511849297
17,MTL,between-category pairs,vit_b_16,ln,63,0.04079248110076779
17,MTL,within-category pairs (all cats),vit_b_16,ln,63,-0.04667814170722633
17,MTL,within face_person,vit_b_16,ln,34,-0.04888337498539878
17,MTL,within landmark_place,vit_b_16,ln,14,-0.030411903111576852
17,MTL,all,dinov2_small,norm,63,-0.0023714605619581624
17,MTL,between-category pairs,dinov2_small,norm,63,0.024816825470100737
17,MTL,within-category pairs (all cats),dinov2_small,norm,63,-0.05283624632050325
17,MTL,within face_person,dinov2_small,norm,34,-0.050055008633576356
17,MTL,within landmark_place,dinov2_small,norm,14,-0.15673487061339839
17,MTL,all,clip_vitb32,ln_post,63,-0.00117224247584337
17,MTL,between-category pairs,clip_vitb32,ln_post,63,0.020772230152099072
17,MTL,within-category pairs (all cats),clip_vitb32,ln_post,63,-0.029487214672286745
17,MTL,within face_person,clip_vitb32,ln_post,34,-0.025524195165518057
17,MTL,within landmark_place,clip_vitb32,ln_post,14,-0.10986642475443528
17,MFC,all,alexnet,conv1,63,0.04638695292526375
17,MFC,between-category pairs,alexnet,conv1,63,0.04705376678193063
17,MFC,within-category pairs (all cats),alexnet,conv1,63,0.04362259719027581
17,MFC,within face_person,alexnet,conv1,34,0.008854997838669597
17,MFC,within landmark_place,alexnet,conv1,14,0.13468705207835643
17,MFC,all,alexnet,conv4,63,0.008633134697575862
17,MFC,between-category pairs,alexnet,conv4,63,0.012781322301110636
17,MFC,within-category pairs (all cats),alexnet,conv4,63,-0.025918720504431527
17,MFC,within face_person,alexnet,conv4,34,-0.04873487408551256
17,MFC,within landmark_place,alexnet,conv4,14,0.06997929606625258
17,MFC,all,resnet50,layer2,63,0.005626568667940096
17,MFC,between-category pairs,resnet50,layer2,63,0.01344728706054779
17,MFC,within-category pairs (all cats),resnet50,layer2,63,-0.039818017585650546
17,MFC,within face_person,resnet50,layer2,34,-0.04897574688238285
17,MFC,within landmark_place,resnet50,layer2,14,-0.07642936773371556
17,MFC,all,resnet50,avgpool,63,-0.017243049559165276
17,MFC,between-category pairs,resnet50,avgpool,63,-0.0402869529072208
17,MFC,within-category pairs (all cats),resnet50,avgpool,63,-0.015213480121035473
17,MFC,within face_person,resnet50,avgpool,34,-0.05131786781357641
17,MFC,within landmark_place,resnet50,avgpool,14,0.14201305940436376
17,MFC,all,vit_b_16,ln,63,-0.027741519672571897
17,MFC,between-category pairs,vit_b_16,ln,63,-0.035854289720724616
17,MFC,within-category pairs (all cats),vit_b_16,ln,63,-0.04812338438907715
17,MFC,within face_person,vit_b_16,ln,34,-0.06053098042840559
17,MFC,within landmark_place,vit_b_16,ln,14,-0.07996496257365823
17,MFC,all,dinov2_small,norm,63,-0.00857871773770198
17,MFC,between-category pairs,dinov2_small,norm,63,-0.020685055373609255
17,MFC,within-category pairs (all cats),dinov2_small,norm,63,-0.021036449157882622
17,MFC,within face_person,dinov2_small,norm,34,-0.03878847236079808
17,MFC,within landmark_place,dinov2_small,norm,14,0.0012422360248447205
17,MFC,all,clip_vitb32,ln_post,63,-0.01526452428932095
17,MFC,between-category pairs,clip_vitb32,ln_post,63,-0.03170656201796894
17,MFC,within-category pairs (all cats),clip_vitb32,ln_post,63,-0.017953478209127606
17,MFC,within face_person,clip_vitb32,ln_post,34,-0.01726311682874379
17,MFC,within landmark_place,clip_vitb32,ln_post,14,-0.09318362796623668
18,MTL,all,alexnet,conv1,63,0.0027194158836488205
18,MTL,between-category pairs,alexnet,conv1,63,-0.0034013263979805154
18,MTL,within-category pairs (all cats),alexnet,conv1,63,0.002402020594394528
18,MTL,within face_person,alexnet,conv1,35,0.018819632795155895
18,MTL,within vehicle,alexnet,conv1,11,-0.14040404040404045
18,MTL,all,alexnet,conv4,63,0.05207550988852495
18,MTL,between-category pairs,alexnet,conv4,63,0.04355384754340576
18,MTL,within-category pairs (all cats),alexnet,conv4,63,0.009624736604154348
18,MTL,within face_person,alexnet,conv4,35,0.0012764267797824847
18,MTL,within vehicle,alexnet,conv4,11,0.054545454545454564
18,MTL,all,resnet50,layer2,63,0.00637393035716831
18,MTL,between-category pairs,resnet50,layer2,63,0.004922776556202598
18,MTL,within-category pairs (all cats),resnet50,layer2,63,-0.015389504610037954
18,MTL,within face_person,resnet50,layer2,35,-0.012365263371974784
18,MTL,within vehicle,resnet50,layer2,11,-0.2045454545454546
18,MTL,all,resnet50,avgpool,63,0.040677916305079026
18,MTL,between-category pairs,resnet50,avgpool,63,0.03712010337176977
18,MTL,within-category pairs (all cats),resnet50,avgpool,63,-0.027705120116203574
