subject,unit,area,region,t,mean_rate,r_clip ln_post,r_resnet50 avgpool,r_alexnet conv1,r_category one-hot,base_clip ln_post,base_resnet50 avgpool,base_alexnet conv1,base_category one-hot,rdeb_clip ln_post,rdeb_resnet50 avgpool,rdeb_alexnet conv1,rdeb_category one-hot
1,34,amygdala,MTL,0.2,6.693121693121694,-0.2877106881574768,-0.20545223028120616,-0.33879083393058096,-0.2824636207334157,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,-0.03797604235416199,-0.08726677014805026,-0.2093638208720639,-0.16929958593570543
1,34,amygdala,MTL,0.25,7.010582010582009,-0.10347576096074267,-0.15905332983154652,-0.32794997458220493,-0.3717095762119075,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.14625888484257216,-0.040867869698390624,-0.19852296152368787,-0.2585455414141972
1,34,amygdala,MTL,0.3,8.518518518518517,0.0685855197091084,0.02630715414195344,-0.3769471639821092,0.19391606309778547,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.3183201655124232,0.14449261427510934,-0.24752015092359214,0.30708009789549573
1,34,amygdala,MTL,0.35,8.941798941798943,-0.17169487199804218,-0.0077674811679092,-0.16887059180029879,0.052500083972071204,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.07803977380527263,0.11041797896524669,-0.039443578741781726,0.1656641187697815
1,34,amygdala,MTL,0.4,7.645502645502646,-0.3393754178191104,-0.18949244889255018,-0.21068279004650167,0.20326762784837973,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,-0.0896407720157956,-0.07130698875939429,-0.08125577698798461,0.31643166264609
1,34,amygdala,MTL,0.45,6.957671957671957,-0.5183991884886614,-0.21912544043001358,-0.39494148109107285,-0.46635192493257804,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,-0.26866454268534656,-0.10093998029685769,-0.2655144680325558,-0.3531878901348678
1,34,amygdala,MTL,0.5,6.455026455026454,-0.3090518980378426,-0.012772635315263209,-0.017321286198252062,-0.16172983383050676,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,-0.0593172522345278,0.10541282481789269,0.112105726860265,-0.048565799032796494
1,34,amygdala,MTL,0.55,6.798941798941798,-0.4416346994171144,-0.07288414844840893,-0.17933339564269288,-0.41968971460467697,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,-0.1919000536137996,0.045301311684746964,-0.04990638258417582,-0.3065256798069667
1,34,amygdala,MTL,0.6,7.354497354497354,-0.4657116303212189,-0.20178203628496433,-0.37458162682983664,-0.3802829275289148,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,-0.21597698451790406,-0.08359657615180843,-0.24515461377131958,-0.26711889273120454
1,34,amygdala,MTL,0.65,7.037037037037036,-0.3420245329510384,-0.14086309847091,0.01113199173533562,-0.44020334035415953,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,-0.0922898871477236,-0.022677638337754102,0.1405590047938527,-0.3270393055564493
1,34,amygdala,MTL,0.7,7.4074074074074066,0.09761941181893508,0.051794603883520876,-0.0425017633907082,-0.3494933416037973,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.3473540576222499,0.16998006401667676,0.08692524966780886,-0.23632930680608705
1,34,amygdala,MTL,0.75,7.3015873015873,0.13569624924116058,0.21408502342979233,-0.18031837851008023,-0.24811758125928135,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.38543089504447536,0.3322704835629482,-0.05089136545156317,-0.1349535464615711
1,34,amygdala,MTL,0.8,7.195767195767195,0.28640687998173764,0.16032822175283784,-0.09997730908341473,-0.10353213961649332,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.5361415257850525,0.27851368188599374,0.029449703975102326,0.009631895181216946
1,34,amygdala,MTL,0.85,7.698412698412699,-0.020226239606148895,-0.15392199281940766,-0.13201845324112516,-0.21611868366585615,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.22950840619716592,-0.035736532686251765,-0.0025914401826080957,-0.10295464886814588
1,34,amygdala,MTL,0.9,7.98941798941799,0.12227815027537392,0.022380083560430752,-0.28356512378719345,-0.23619565683808272,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.37201279607868876,0.14056554369358665,-0.1541381107286764,-0.12303162204037245
1,34,amygdala,MTL,0.95,8.253968253968255,-0.05231488590972654,0.19795191288841113,-0.10654540390210736,-0.1511214562886417,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.19741975989358826,0.316137373021567,0.022881609156409702,-0.03795742149093144
1,34,amygdala,MTL,1.0,8.386243386243383,-0.16757755361317125,-0.0883230696294633,0.02086901006633453,-0.02707425636534251,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.08215709219014355,0.02986239050369259,0.15029602312485157,0.08608977843236776
1,34,amygdala,MTL,1.05,8.227513227513226,0.36939118132329096,0.044013177827121684,0.05476373352051128,0.3353865880376634,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.6191258271266058,0.1621986379602776,0.18419074657902834,0.44855062283537367
1,34,amygdala,MTL,1.1,7.830687830687832,0.33146256428365195,0.07156055687119514,-0.19152166180251606,0.37312059176231055,-0.2497346458033148,-0.1181854601331559,-0.12942701305851706,-0.11316403479771027,0.5811972100869668,0.18974601700435104,-0.062094648743999004,0.4862846265600208
1,36,amygdala,MTL,-0.3,5.925925925925926,-0.05532519268321276,-0.09060663341066322,-0.2474660765814422,-0.32806876365696264,-0.13770593272171106,-0.09593442893082449,-0.27098570649639747,-0.29745475618184913,0.0823807400384983,0.0053277955201612714,0.023519629914955265,-0.030614007475113503
1,36,amygdala,MTL,-0.25,6.031746031746032,-0.15806244949575865,0.05780511687502558,-0.31495958281518055,-0.2951643221022152,-0.13770593272171106,-0.09593442893082449,-0.27098570649639747,-0.29745475618184913,-0.020356516774047595,0.1537395458058501,-0.04397387631878308,0.0022904340796339184
1,36,amygdala,MTL,-0.2,6.296296296296298,-0.39371050119993073,-0.14634849429540114,-0.17276838981020343,-0.273172468529309,-0.13770593272171106,-0.09593442893082449,-0.27098570649639747,-0.29745475618184913,-0.2560045684782197,-0.050414065364576655,0.09821731668619404,0.024282287652540147
