subject,unit,area,scope,space,n,rho
1,38,amygdala,all other pictures,vggface2 identity,62,0.2791163950828591
1,38,amygdala,all other pictures,clip ln_post,62,0.26755925160611116
1,38,amygdala,all other pictures,resnet50 avgpool,62,0.24087919390814835
1,38,amygdala,all other pictures,dinov2 norm,62,0.1341589631162968
1,38,amygdala,all other pictures,alexnet conv1,62,-0.07037971618334664
1,38,amygdala,other face pictures,vggface2 identity,44,0.16411035963105017
1,38,amygdala,other face pictures,clip ln_post,44,0.2705240137649281
1,38,amygdala,other face pictures,resnet50 avgpool,44,0.3077157626515857
1,38,amygdala,other face pictures,dinov2 norm,44,0.2034233109256921
1,38,amygdala,other face pictures,alexnet conv1,44,-0.1472821538610416
3,39,hippocampus,all other pictures,vggface2 identity,62,-0.2005049737088821
3,39,hippocampus,all other pictures,clip ln_post,62,-0.10863530925127476
3,39,hippocampus,all other pictures,resnet50 avgpool,62,-0.09788810105020591
3,39,hippocampus,all other pictures,dinov2 norm,62,0.045391149931573144
3,39,hippocampus,all other pictures,alexnet conv1,62,0.14616203153453636
3,39,hippocampus,other face pictures,vggface2 identity,42,0.08265941820830672
3,39,hippocampus,other face pictures,clip ln_post,42,0.1413183163659732
3,39,hippocampus,other face pictures,resnet50 avgpool,42,0.1711765904628714
3,39,hippocampus,other face pictures,dinov2 norm,42,0.09779194949447309
3,39,hippocampus,other face pictures,alexnet conv1,42,0.16767820957413399
4,8,amygdala,all other pictures,vggface2 identity,62,0.13264735223721316
4,8,amygdala,all other pictures,clip ln_post,62,0.16134570721099276
4,8,amygdala,all other pictures,resnet50 avgpool,62,0.11918706185128114
4,8,amygdala,all other pictures,dinov2 norm,62,0.2392122172548939
4,8,amygdala,all other pictures,alexnet conv1,62,0.1676695040149495
4,8,amygdala,other face pictures,vggface2 identity,27,0.2544302258990054
4,8,amygdala,other face pictures,clip ln_post,27,0.299963083738247
4,8,amygdala,other face pictures,resnet50 avgpool,27,0.002461235558877924
4,8,amygdala,other face pictures,dinov2 norm,27,0.22028058251957422
4,8,amygdala,other face pictures,alexnet conv1,27,-0.2568914614578834
4,13,amygdala,all other pictures,vggface2 identity,62,-0.214336414352574
4,13,amygdala,all other pictures,clip ln_post,62,-0.12558417072281652
4,13,amygdala,all other pictures,resnet50 avgpool,62,-0.24888222183296038
4,13,amygdala,all other pictures,dinov2 norm,62,-0.23351441776999443
4,13,amygdala,all other pictures,alexnet conv1,62,0.013157888437382477
4,13,amygdala,other face pictures,vggface2 identity,27,-0.19133328510470143
4,13,amygdala,other face pictures,clip ln_post,27,-0.12268936301356666
4,13,amygdala,other face pictures,resnet50 avgpool,27,-0.04410604948842143
4,13,amygdala,other face pictures,dinov2 norm,27,-0.16431056464348548
4,13,amygdala,other face pictures,alexnet conv1,27,0.4423029188134656
4,39,amygdala,all other pictures,vggface2 identity,62,0.2181609429316898
4,39,amygdala,all other pictures,clip ln_post,62,0.309561579218374
4,39,amygdala,all other pictures,resnet50 avgpool,62,0.28649556169393414
4,39,amygdala,all other pictures,dinov2 norm,62,0.25413735172649354
4,39,amygdala,all other pictures,alexnet conv1,62,0.20422265426718872
4,39,amygdala,other face pictures,vggface2 identity,27,0.06964847231059955
4,39,amygdala,other face pictures,clip ln_post,27,0.2764960436908741
4,39,amygdala,other face pictures,resnet50 avgpool,27,0.33775313379537736
4,39,amygdala,other face pictures,dinov2 norm,27,0.23369999443978282
4,39,amygdala,other face pictures,alexnet conv1,27,-0.057480968111759866
4,40,amygdala,all other pictures,vggface2 identity,62,0.21127152573733204
4,40,amygdala,all other pictures,clip ln_post,62,0.41570742391935206
4,40,amygdala,all other pictures,resnet50 avgpool,62,0.4552274780446936
4,40,amygdala,all other pictures,dinov2 norm,62,0.2875520658267966
4,40,amygdala,all other pictures,alexnet conv1,62,-0.08374909612212038
4,40,amygdala,other face pictures,vggface2 identity,27,-0.08962365806507673
4,40,amygdala,other face pictures,clip ln_post,27,-0.09024175225862897
4,40,amygdala,other face pictures,resnet50 avgpool,27,0.016997590322686964
4,40,amygdala,other face pictures,dinov2 norm,27,0.1848101638721237
4,40,amygdala,other face pictures,alexnet conv1,27,-0.08776937548441995
4,41,amygdala,all other pictures,vggface2 identity,62,0.10727179045457384
4,41,amygdala,all other pictures,clip ln_post,62,0.4916371206120758
4,41,amygdala,all other pictures,resnet50 avgpool,62,0.6160804782768923
4,41,amygdala,all other pictures,dinov2 norm,62,0.20782646785337638
4,41,amygdala,all other pictures,alexnet conv1,62,0.4010823558827676
4,41,amygdala,other face pictures,vggface2 identity,27,-0.21777073163136315
4,41,amygdala,other face pictures,clip ln_post,27,0.014987030688113478
4,41,amygdala,other face pictures,resnet50 avgpool,27,0.4453289118753719
4,41,amygdala,other face pictures,dinov2 norm,27,0.06392427375134115
4,41,amygdala,other face pictures,alexnet conv1,27,0.29148245399534983
4,43,amygdala,all other pictures,vggface2 identity,62,0.08173832495619711
4,43,amygdala,all other pictures,clip ln_post,62,0.3401842326480911
4,43,amygdala,all other pictures,resnet50 avgpool,62,0.30633530699306427
4,43,amygdala,all other pictures,dinov2 norm,62,0.4304733325455431
4,43,amygdala,all other pictures,alexnet conv1,62,0.3259160756455237
4,43,amygdala,other face pictures,vggface2 identity,27,0.12895521849634842
4,43,amygdala,other face pictures,clip ln_post,27,0.43906181535661487
4,43,amygdala,other face pictures,resnet50 avgpool,27,-0.12220042133701589
4,43,amygdala,other face pictures,dinov2 norm,27,0.4568699169584916
4,43,amygdala,other face pictures,alexnet conv1,27,0.551130040954632
4,44,amygdala,all other pictures,vggface2 identity,62,0.38563657667526685
4,44,amygdala,all other pictures,clip ln_post,62,0.43065144129860616
4,44,amygdala,all other pictures,resnet50 avgpool,62,0.5869565532112087
4,44,amygdala,all other pictures,dinov2 norm,62,0.14098947806202028
4,44,amygdala,all other pictures,alexnet conv1,62,-0.0018640738568142755
4,44,amygdala,other face pictures,vggface2 identity,27,0.027493516494973724
4,44,amygdala,other face pictures,clip ln_post,27,0.20345202206280558
4,44,amygdala,other face pictures,resnet50 avgpool,27,0.4673897804145533
4,44,amygdala,other face pictures,dinov2 norm,27,-0.062013153871996296
4,44,amygdala,other face pictures,alexnet conv1,27,-0.319230274858306
4,46,amygdala,all other pictures,vggface2 identity,62,-0.0033751000780333764
4,46,amygdala,all other pictures,clip ln_post,62,0.0401943736565793
4,46,amygdala,all other pictures,resnet50 avgpool,62,0.12746116582573017
4,46,amygdala,all other pictures,dinov2 norm,62,-0.12733332112580464
4,46,amygdala,all other pictures,alexnet conv1,62,0.08775260202886778
4,46,amygdala,other face pictures,vggface2 identity,27,-0.08549787111032137
4,46,amygdala,other face pictures,clip ln_post,27,0.09881819160939316
4,46,amygdala,other face pictures,resnet50 avgpool,27,0.23821689450665626
4,46,amygdala,other face pictures,dinov2 norm,27,0.02106469288225309
4,46,amygdala,other face pictures,alexnet conv1,27,0.26888460914405415
5,5,amygdala,all other pictures,vggface2 identity,62,0.13691230255780362
5,5,amygdala,all other pictures,clip ln_post,62,0.21880731118454516
5,5,amygdala,all other pictures,resnet50 avgpool,62,0.04297910622229301
5,5,amygdala,all other pictures,dinov2 norm,62,0.07094202442211725
5,5,amygdala,all other pictures,alexnet conv1,62,0.026524392624562514
5,5,amygdala,other face pictures,vggface2 identity,24,0.3810981393158052
5,5,amygdala,other face pictures,clip ln_post,24,0.3985197685416706
5,5,amygdala,other face pictures,resnet50 avgpool,24,0.5413771281937667
5,5,amygdala,other face pictures,dinov2 norm,24,0.3876312502755047
5,5,amygdala,other face pictures,alexnet conv1,24,0.2081884692490913
5,6,amygdala,all other pictures,vggface2 identity,62,0.21167415643354898
5,6,amygdala,all other pictures,clip ln_post,62,0.09809977547616305
5,6,amygdala,all other pictures,resnet50 avgpool,62,0.047756067246687885
5,6,amygdala,all other pictures,dinov2 norm,62,-0.1823902589748772
5,6,amygdala,all other pictures,alexnet conv1,62,-0.08744176905200954
5,6,amygdala,other face pictures,vggface2 identity,24,0.20209575833091895
5,6,amygdala,other face pictures,clip ln_post,24,-0.1716490174470032
5,6,amygdala,other face pictures,resnet50 avgpool,24,-0.2775507248693188
5,6,amygdala,other face pictures,dinov2 norm,24,-0.321235179181024
5,6,amygdala,other face pictures,alexnet conv1,24,-0.17253153167552251
7,17,amygdala,all other pictures,vggface2 identity,53,-0.16898397098024764
7,17,amygdala,all other pictures,clip ln_post,53,0.16655371252894974
7,17,amygdala,all other pictures,resnet50 avgpool,53,0.2185612433867249
7,17,amygdala,all other pictures,dinov2 norm,53,0.17526213864610057
7,17,amygdala,all other pictures,alexnet conv1,53,0.06565748249256506
7,17,amygdala,other face pictures,vggface2 identity,8,0.37126414119311024
7,17,amygdala,other face pictures,clip ln_post,8,-0.02395252523826518
7,17,amygdala,other face pictures,resnet50 avgpool,8,0.09581010095306072
7,17,amygdala,other face pictures,dinov2 norm,8,0.13173888881045848
7,17,amygdala,other face pictures,alexnet conv1,8,-0.3233590907165799
7,25,amygdala,all other pictures,vggface2 identity,53,-0.06880458819870591
7,25,amygdala,all other pictures,clip ln_post,53,-0.23172866025413213
7,25,amygdala,all other pictures,resnet50 avgpool,53,0.132091827343742
7,25,amygdala,all other pictures,dinov2 norm,53,-0.0046248367067526375
7,25,amygdala,all other pictures,alexnet conv1,53,-0.31177079027538607
7,25,amygdala,other face pictures,vggface2 identity,8,0.4058770315454729
7,25,amygdala,other face pictures,clip ln_post,8,0.4312443460170649
7,25,amygdala,other face pictures,resnet50 avgpool,8,0.15220388682955233
7,25,amygdala,other face pictures,dinov2 norm,8,-0.15220388682955233
7,25,amygdala,other face pictures,alexnet conv1,8,0.3424587453664927
10,71,amygdala,all other pictures,vggface2 identity,62,0.12244452914234612
10,71,amygdala,all other pictures,clip ln_post,62,0.06977370572882763
10,71,amygdala,all other pictures,resnet50 avgpool,62,0.1097308821114968
10,71,amygdala,all other pictures,dinov2 norm,62,0.17327389177560268
10,71,amygdala,all other pictures,alexnet conv1,62,0.09903527429189345
10,71,amygdala,other face pictures,vggface2 identity,35,0.09038575968764116
10,71,amygdala,other face pictures,clip ln_post,35,-0.10050671567132727
10,71,amygdala,other face pictures,resnet50 avgpool,35,0.06958157238784196
10,71,amygdala,other face pictures,dinov2 norm,35,0.06887872822230821
10,71,amygdala,other face pictures,alexnet conv1,35,-0.04919909158736301
11,6,hippocampus,all other pictures,vggface2 identity,62,0.07931131451614049
11,6,hippocampus,all other pictures,clip ln_post,62,0.14242199852995363
11,6,hippocampus,all other pictures,resnet50 avgpool,62,-0.078106520792075
11,6,hippocampus,all other pictures,dinov2 norm,62,-0.14803582460591833
11,6,hippocampus,all other pictures,alexnet conv1,62,0.1225557190373845
11,6,hippocampus,other face pictures,vggface2 identity,35,0.24791676440920934
11,6,hippocampus,other face pictures,clip ln_post,35,0.18309047265556452
11,6,hippocampus,other face pictures,resnet50 avgpool,35,0.13257268673943587
11,6,hippocampus,other face pictures,dinov2 norm,35,-0.06906044144025679
11,6,hippocampus,other face pictures,alexnet conv1,35,-0.17155606488858716
11,11,hippocampus,all other pictures,vggface2 identity,62,0.2182398313666844
11,11,hippocampus,all other pictures,clip ln_post,62,0.3024420009407718
11,11,hippocampus,all other pictures,resnet50 avgpool,62,0.38910800473769064
11,11,hippocampus,all other pictures,dinov2 norm,62,0.3141007628817993
11,11,hippocampus,all other pictures,alexnet conv1,62,0.09926457879201614
11,11,hippocampus,other face pictures,vggface2 identity,35,0.0659014162131201
11,11,hippocampus,other face pictures,clip ln_post,35,-0.2732221805230644
11,11,hippocampus,other face pictures,resnet50 avgpool,35,0.18327947513348422
11,11,hippocampus,other face pictures,dinov2 norm,35,0.3230017910531465
11,11,hippocampus,other face pictures,alexnet conv1,35,0.2282508278282743
11,17,hippocampus,all other pictures,vggface2 identity,62,-0.06246387489453243
11,17,hippocampus,all other pictures,clip ln_post,62,-0.23350981268984086
11,17,hippocampus,all other pictures,resnet50 avgpool,62,-0.12360791171733967
11,17,hippocampus,all other pictures,dinov2 norm,62,-0.0138836812544938
11,17,hippocampus,all other pictures,alexnet conv1,62,-0.26894238861538633
11,17,hippocampus,other face pictures,vggface2 identity,35,0.05232214321465825
11,17,hippocampus,other face pictures,clip ln_post,35,-0.12279397296448247
11,17,hippocampus,other face pictures,resnet50 avgpool,35,0.0690538854892644
11,17,hippocampus,other face pictures,dinov2 norm,35,-0.007656899007023157
11,17,hippocampus,other face pictures,alexnet conv1,35,-0.05856109796112156
11,25,amygdala,all other pictures,vggface2 identity,62,-0.15358475750342013
11,25,amygdala,all other pictures,clip ln_post,62,-0.058693845774019336
11,25,amygdala,all other pictures,resnet50 avgpool,62,0.00861955271702868
11,25,amygdala,all other pictures,dinov2 norm,62,-0.06385041103581948
11,25,amygdala,all other pictures,alexnet conv1,62,0.0554836311257418
11,25,amygdala,other face pictures,vggface2 identity,35,-0.24088740165141853
11,25,amygdala,other face pictures,clip ln_post,35,-0.05406239756525115
11,25,amygdala,other face pictures,resnet50 avgpool,35,0.09869203305531528
11,25,amygdala,other face pictures,dinov2 norm,35,0.07616603406979396
11,25,amygdala,other face pictures,alexnet conv1,35,0.014219536859610332
11,28,amygdala,all other pictures,vggface2 identity,62,-0.042551802763454355
11,28,amygdala,all other pictures,clip ln_post,62,0.12434299250638159
11,28,amygdala,all other pictures,resnet50 avgpool,62,0.0385259435798461
11,28,amygdala,all other pictures,dinov2 norm,62,-0.1492625512504884
11,28,amygdala,all other pictures,alexnet conv1,62,0.0859444495336117
11,28,amygdala,other face pictures,vggface2 identity,35,0.16071907198792473
11,28,amygdala,other face pictures,clip ln_post,35,0.2867955171515971
11,28,amygdala,other face pictures,resnet50 avgpool,35,0.09455733387275429
11,28,amygdala,other face pictures,dinov2 norm,35,-0.2788447503394736
11,28,amygdala,other face pictures,alexnet conv1,35,0.11784172239397306
11,68,hippocampus,all other pictures,vggface2 identity,62,-0.06184390730912058
11,68,hippocampus,all other pictures,clip ln_post,62,-0.21282921707978913
11,68,hippocampus,all other pictures,resnet50 avgpool,62,-0.20380608961993385
11,68,hippocampus,all other pictures,dinov2 norm,62,-0.0601457344444849
11,68,hippocampus,all other pictures,alexnet conv1,62,-0.03890590070471315
11,68,hippocampus,other face pictures,vggface2 identity,35,-0.004799015455938731
11,68,hippocampus,other face pictures,clip ln_post,35,-0.30826616928735845
11,68,hippocampus,other face pictures,resnet50 avgpool,35,-0.2678979804521091
11,68,hippocampus,other face pictures,dinov2 norm,35,-0.01693770160919552
11,68,hippocampus,other face pictures,alexnet conv1,35,-0.04290884407662865
12,14,amygdala,all other pictures,vggface2 identity,62,-0.13851148389524742
12,14,amygdala,all other pictures,clip ln_post,62,0.09969754497007273
12,14,amygdala,all other pictures,resnet50 avgpool,62,0.13933077548205847
12,14,amygdala,all other pictures,dinov2 norm,62,0.1606067538770586
12,14,amygdala,all other pictures,alexnet conv1,62,0.05084728410646236
12,14,amygdala,other face pictures,vggface2 identity,35,-0.4045901133763179
12,14,amygdala,other face pictures,clip ln_post,35,-0.0570724747153241
12,14,amygdala,other face pictures,resnet50 avgpool,35,-0.1770263274248857
12,14,amygdala,other face pictures,dinov2 norm,35,-0.17760721775277705
12,14,amygdala,other face pictures,alexnet conv1,35,-0.18849891140073965
12,15,amygdala,all other pictures,vggface2 identity,62,0.26834933044687925
12,15,amygdala,all other pictures,clip ln_post,62,0.48921393219780457
12,15,amygdala,all other pictures,resnet50 avgpool,62,0.4385308839155941
12,15,amygdala,all other pictures,dinov2 norm,62,0.23296147179894403
12,15,amygdala,all other pictures,alexnet conv1,62,0.1950459089618705
12,15,amygdala,other face pictures,vggface2 identity,35,0.30986254686188447
12,15,amygdala,other face pictures,clip ln_post,35,0.48651450650741146
12,15,amygdala,other face pictures,resnet50 avgpool,35,0.2515558542991451
12,15,amygdala,other face pictures,dinov2 norm,35,0.1446121434353089
12,15,amygdala,other face pictures,alexnet conv1,35,0.06393530892399386
13,17,amygdala,all other pictures,vggface2 identity,62,0.06116640415670639
13,17,amygdala,all other pictures,clip ln_post,62,0.13272479120519134
13,17,amygdala,all other pictures,resnet50 avgpool,62,0.15994068814749493
13,17,amygdala,all other pictures,dinov2 norm,62,-0.06308337187460729
13,17,amygdala,all other pictures,alexnet conv1,62,0.1643043120316641
13,17,amygdala,other face pictures,vggface2 identity,35,0.04711050285918213
13,17,amygdala,other face pictures,clip ln_post,35,0.15033172404915135
13,17,amygdala,other face pictures,resnet50 avgpool,35,0.21023940828202176
13,17,amygdala,other face pictures,dinov2 norm,35,0.08015816904398153
13,17,amygdala,other face pictures,alexnet conv1,35,-0.16242576358912045
13,18,amygdala,all other pictures,vggface2 identity,62,0.2442970612841974
13,18,amygdala,all other pictures,clip ln_post,62,-0.04138875465283584
13,18,amygdala,all other pictures,resnet50 avgpool,62,-0.0020681766493190366
13,18,amygdala,all other pictures,dinov2 norm,62,0.05064510624186129
13,18,amygdala,all other pictures,alexnet conv1,62,-0.28442473261427775
13,18,amygdala,other face pictures,vggface2 identity,35,0.41071727949773806
13,18,amygdala,other face pictures,clip ln_post,35,0.10043496315586764
13,18,amygdala,other face pictures,resnet50 avgpool,35,-0.03436671225305527
13,18,amygdala,other face pictures,dinov2 norm,35,0.20129074319646656
13,18,amygdala,other face pictures,alexnet conv1,35,-0.21461661121295741
13,19,amygdala,all other pictures,vggface2 identity,62,0.1858435644946669
13,19,amygdala,all other pictures,clip ln_post,62,0.3612892221330546
13,19,amygdala,all other pictures,resnet50 avgpool,62,0.2371990800653138
13,19,amygdala,all other pictures,dinov2 norm,62,0.4746010461180672
13,19,amygdala,all other pictures,alexnet conv1,62,0.2009839313073465
13,19,amygdala,other face pictures,vggface2 identity,35,0.13834093453458632
13,19,amygdala,other face pictures,clip ln_post,35,0.4544478503199485
13,19,amygdala,other face pictures,resnet50 avgpool,35,0.39213084099435846
13,19,amygdala,other face pictures,dinov2 norm,35,0.45586093443163983
13,19,amygdala,other face pictures,alexnet conv1,35,0.18921196255547607
13,32,hippocampus,all other pictures,vggface2 identity,62,0.12043990418392479
13,32,hippocampus,all other pictures,clip ln_post,62,0.266050508780159
13,32,hippocampus,all other pictures,resnet50 avgpool,62,0.1892482510396852
13,32,hippocampus,all other pictures,dinov2 norm,62,0.22848418705927512
13,32,hippocampus,all other pictures,alexnet conv1,62,-0.0235263832999475
13,32,hippocampus,other face pictures,vggface2 identity,35,0.11180900776877657
13,32,hippocampus,other face pictures,clip ln_post,35,0.17911972025426173
13,32,hippocampus,other face pictures,resnet50 avgpool,35,0.19094838102576955
13,32,hippocampus,other face pictures,dinov2 norm,35,0.2747347281572835
13,32,hippocampus,other face pictures,alexnet conv1,35,0.13673368582302525
13,33,hippocampus,all other pictures,vggface2 identity,62,0.10623299212397702
13,33,hippocampus,all other pictures,clip ln_post,62,0.15432990976734867
13,33,hippocampus,all other pictures,resnet50 avgpool,62,0.1392838182858523
13,33,hippocampus,all other pictures,dinov2 norm,62,0.08949263487901803
13,33,hippocampus,all other pictures,alexnet conv1,62,0.07012237256838569
13,33,hippocampus,other face pictures,vggface2 identity,35,-0.2030100383979527
13,33,hippocampus,other face pictures,clip ln_post,35,-0.044144842144707166
13,33,hippocampus,other face pictures,resnet50 avgpool,35,-0.17657936857882867
13,33,hippocampus,other face pictures,dinov2 norm,35,-0.0719813986563378
13,33,hippocampus,other face pictures,alexnet conv1,35,-0.01209062555555674
13,35,hippocampus,all other pictures,vggface2 identity,62,0.13286281467043531
13,35,hippocampus,all other pictures,clip ln_post,62,0.35787242016068865
13,35,hippocampus,all other pictures,resnet50 avgpool,62,0.3337705509339455
13,35,hippocampus,all other pictures,dinov2 norm,62,0.3189715998501608
13,35,hippocampus,all other pictures,alexnet conv1,62,0.1973529626641684
13,35,hippocampus,other face pictures,vggface2 identity,35,0.34917991630107015
13,35,hippocampus,other face pictures,clip ln_post,35,0.4176135705801554
13,35,hippocampus,other face pictures,resnet50 avgpool,35,0.29308675705591836
13,35,hippocampus,other face pictures,dinov2 norm,35,0.4281310379386214
13,35,hippocampus,other face pictures,alexnet conv1,35,0.22156797901834976
13,37,hippocampus,all other pictures,vggface2 identity,62,0.029108343739320027
13,37,hippocampus,all other pictures,clip ln_post,62,0.1791302612498902
13,37,hippocampus,all other pictures,resnet50 avgpool,62,0.2869657980208231
13,37,hippocampus,all other pictures,dinov2 norm,62,0.2599810167251189
13,37,hippocampus,all other pictures,alexnet conv1,62,0.04322226485847431
13,37,hippocampus,other face pictures,vggface2 identity,35,-0.1921953061614881
13,37,hippocampus,other face pictures,clip ln_post,35,-0.08045052592484596
13,37,hippocampus,other face pictures,resnet50 avgpool,35,0.17876306915094548
13,37,hippocampus,other face pictures,dinov2 norm,35,0.12732045932333527
13,37,hippocampus,other face pictures,alexnet conv1,35,0.02557840877539507
13,46,hippocampus,all other pictures,vggface2 identity,62,0.16901226510553424
13,46,hippocampus,all other pictures,clip ln_post,62,0.16994939290546004
13,46,hippocampus,all other pictures,resnet50 avgpool,62,0.09193983550623247
13,46,hippocampus,all other pictures,dinov2 norm,62,0.2293177054196774
13,46,hippocampus,all other pictures,alexnet conv1,62,0.1278292974655524
13,46,hippocampus,other face pictures,vggface2 identity,35,0.10622606978664118
13,46,hippocampus,other face pictures,clip ln_post,35,-0.0074866777908138065
13,46,hippocampus,other face pictures,resnet50 avgpool,35,-0.21019201042888572
13,46,hippocampus,other face pictures,dinov2 norm,35,0.15566639482031724
13,46,hippocampus,other face pictures,alexnet conv1,35,-0.009888065006735215
13,75,amygdala,all other pictures,vggface2 identity,62,0.5244778955870799
13,75,amygdala,all other pictures,clip ln_post,62,0.73335192298989
13,75,amygdala,all other pictures,resnet50 avgpool,62,0.7111039415427632
13,75,amygdala,all other pictures,dinov2 norm,62,0.49817337392139444
13,75,amygdala,all other pictures,alexnet conv1,62,0.4660234029966676
13,75,amygdala,other face pictures,vggface2 identity,35,0.07701489996518876
13,75,amygdala,other face pictures,clip ln_post,35,0.31703765741589546
13,75,amygdala,other face pictures,resnet50 avgpool,35,0.4535321886838894
13,75,amygdala,other face pictures,dinov2 norm,35,-0.0026653608366823066
13,75,amygdala,other face pictures,alexnet conv1,35,0.07968026080187107
13,77,amygdala,all other pictures,vggface2 identity,62,0.6036196228797842
13,77,amygdala,all other pictures,clip ln_post,62,0.7881009330939196
13,77,amygdala,all other pictures,resnet50 avgpool,62,0.7766904970580099
13,77,amygdala,all other pictures,dinov2 norm,62,0.4015818581026706
13,77,amygdala,all other pictures,alexnet conv1,62,-0.05440737712486788
13,77,amygdala,other face pictures,vggface2 identity,35,0.04316749483199919
13,77,amygdala,other face pictures,clip ln_post,35,0.45311854153199155
13,77,amygdala,other face pictures,resnet50 avgpool,35,0.582200563415989
13,77,amygdala,other face pictures,dinov2 norm,35,0.36103722950399325
13,77,amygdala,other face pictures,alexnet conv1,35,-0.1917309510719964
13,78,amygdala,all other pictures,vggface2 identity,62,0.2625778564665828
13,78,amygdala,all other pictures,clip ln_post,62,0.3837151227478922
13,78,amygdala,all other pictures,resnet50 avgpool,62,0.4100108349024657
13,78,amygdala,all other pictures,dinov2 norm,62,0.33281774912562634
13,78,amygdala,all other pictures,alexnet conv1,62,0.29198354227020684
13,78,amygdala,other face pictures,vggface2 identity,35,0.502835202391584
13,78,amygdala,other face pictures,clip ln_post,35,0.34905002545364167
13,78,amygdala,other face pictures,resnet50 avgpool,35,0.321961260341637
13,78,amygdala,other face pictures,dinov2 norm,35,0.28541964490408933
13,78,amygdala,other face pictures,alexnet conv1,35,0.2366034327751645
13,80,amygdala,all other pictures,vggface2 identity,62,0.15964748614051444
13,80,amygdala,all other pictures,clip ln_post,62,0.18342099653895902
13,80,amygdala,all other pictures,resnet50 avgpool,62,0.2140376282674463
13,80,amygdala,all other pictures,dinov2 norm,62,0.13407448828120674
13,80,amygdala,all other pictures,alexnet conv1,62,0.1892503221164028
13,80,amygdala,other face pictures,vggface2 identity,35,0.3978948403026847
13,80,amygdala,other face pictures,clip ln_post,35,0.298809285888891
13,80,amygdala,other face pictures,resnet50 avgpool,35,0.15780291999233825
13,80,amygdala,other face pictures,dinov2 norm,35,0.1259035819616867
13,80,amygdala,other face pictures,alexnet conv1,35,0.22216618610728125
13,82,amygdala,all other pictures,vggface2 identity,62,0.3635198054725853
13,82,amygdala,all other pictures,clip ln_post,62,0.2999158665335915
13,82,amygdala,all other pictures,resnet50 avgpool,62,0.3402253692369665
13,82,amygdala,all other pictures,dinov2 norm,62,0.23000723778734866
13,82,amygdala,all other pictures,alexnet conv1,62,0.3953217749420822
13,82,amygdala,other face pictures,vggface2 identity,35,0.101822126573733
13,82,amygdala,other face pictures,clip ln_post,35,0.16510935994138473
13,82,amygdala,other face pictures,resnet50 avgpool,35,0.11265127539442006
13,82,amygdala,other face pictures,dinov2 norm,35,0.11236999880167496
13,82,amygdala,other face pictures,alexnet conv1,35,0.1409195729653045
13,83,amygdala,all other pictures,vggface2 identity,62,0.4964785044339747
13,83,amygdala,all other pictures,clip ln_post,62,0.5321860488854487
13,83,amygdala,all other pictures,resnet50 avgpool,62,0.5830384304684231
13,83,amygdala,all other pictures,dinov2 norm,62,0.427784950323376
13,83,amygdala,all other pictures,alexnet conv1,62,0.2840727936495887
13,83,amygdala,other face pictures,vggface2 identity,35,0.14857387553069556
13,83,amygdala,other face pictures,clip ln_post,35,0.339897781284846
13,83,amygdala,other face pictures,resnet50 avgpool,35,0.3512510679999274
13,83,amygdala,other face pictures,dinov2 norm,35,0.46324213078202714
13,83,amygdala,other face pictures,alexnet conv1,35,0.07344595356423064
13,84,amygdala,all other pictures,vggface2 identity,62,0.4417896709909599
13,84,amygdala,all other pictures,clip ln_post,62,0.4322438946289934
13,84,amygdala,all other pictures,resnet50 avgpool,62,0.4611850680553269
13,84,amygdala,all other pictures,dinov2 norm,62,0.40155561624516467
13,84,amygdala,all other pictures,alexnet conv1,62,0.23076977655958325
13,84,amygdala,other face pictures,vggface2 identity,35,0.2615164072649864
13,84,amygdala,other face pictures,clip ln_post,35,0.09703005094538265
13,84,amygdala,other face pictures,resnet50 avgpool,35,0.20588960011922997
13,84,amygdala,other face pictures,dinov2 norm,35,0.08069407720131241
13,84,amygdala,other face pictures,alexnet conv1,35,0.08928454615293557
13,85,amygdala,all other pictures,vggface2 identity,62,0.38297348576624174
13,85,amygdala,all other pictures,clip ln_post,62,0.5936643479013946
13,85,amygdala,all other pictures,resnet50 avgpool,62,0.7419040190830893
13,85,amygdala,all other pictures,dinov2 norm,62,0.35880452203566626
13,85,amygdala,all other pictures,alexnet conv1,62,0.5307343140794476
13,85,amygdala,other face pictures,vggface2 identity,35,0.09527166122805394
13,85,amygdala,other face pictures,clip ln_post,35,0.08404672323358515
13,85,amygdala,other face pictures,resnet50 avgpool,35,0.2824475022858212
13,85,amygdala,other face pictures,dinov2 norm,35,-0.07113804453994603
13,85,amygdala,other face pictures,alexnet conv1,35,0.2500354938267926
13,86,amygdala,all other pictures,vggface2 identity,62,0.3131274671872681
13,86,amygdala,all other pictures,clip ln_post,62,0.6348337690919956
13,86,amygdala,all other pictures,resnet50 avgpool,62,0.6671305586165486
13,86,amygdala,all other pictures,dinov2 norm,62,0.5665311056209291
13,86,amygdala,all other pictures,alexnet conv1,62,0.4525335313459834
13,86,amygdala,other face pictures,vggface2 identity,35,0.024033879916000124
13,86,amygdala,other face pictures,clip ln_post,35,0.2532693076528201
13,86,amygdala,other face pictures,resnet50 avgpool,35,0.42178756507553433
13,86,amygdala,other face pictures,dinov2 norm,35,0.3620542377989259
13,86,amygdala,other face pictures,alexnet conv1,35,0.2803952656866681
13,88,amygdala,all other pictures,vggface2 identity,62,0.30722847688678934
13,88,amygdala,all other pictures,clip ln_post,62,0.3832944469992958
13,88,amygdala,all other pictures,resnet50 avgpool,62,0.33140134014039735
