subject,region,t,ref,rho
10,MTL,1.2,clip ln_post,0.019311212997015003
10,MTL,1.2,category,0.02795969498086533
10,MTL,1.2,low-level,0.024050920536495424
10,MFC,-0.2,alexnet conv1,-0.010842025097552953
10,MFC,-0.2,alexnet conv4,-0.015003967250900554
10,MFC,-0.2,resnet50 avgpool,-0.028490240980335743
10,MFC,-0.2,clip ln_post,-0.012944380364097856
10,MFC,-0.2,category,-0.029435774642224705
10,MFC,-0.2,low-level,-0.014232916947257136
10,MFC,-0.175,alexnet conv1,-0.008459881600551705
10,MFC,-0.175,alexnet conv4,-0.009366721389057435
10,MFC,-0.175,resnet50 avgpool,-0.023686966441547348
10,MFC,-0.175,clip ln_post,-0.017468362836540064
10,MFC,-0.175,category,-0.021220075441790363
10,MFC,-0.175,low-level,-0.019682356638793072
10,MFC,-0.15,alexnet conv1,0.0027029071505290003
10,MFC,-0.15,alexnet conv4,0.008209088363013357
10,MFC,-0.15,resnet50 avgpool,-0.0010448378480272273
10,MFC,-0.15,clip ln_post,0.014597529909481368
10,MFC,-0.15,category,0.010122778866273321
10,MFC,-0.15,low-level,-0.019783514513135297
10,MFC,-0.125,alexnet conv1,-0.00014190937919508368
10,MFC,-0.125,alexnet conv4,0.028557893278940344
10,MFC,-0.125,resnet50 avgpool,-0.0005146816635555245
10,MFC,-0.125,clip ln_post,0.02956595054591842
10,MFC,-0.125,category,0.023943385204608432
10,MFC,-0.125,low-level,-0.013515761664618478
10,MFC,-0.1,alexnet conv1,0.0016779142559856788
10,MFC,-0.1,alexnet conv4,0.024300908312815984
10,MFC,-0.1,resnet50 avgpool,-0.0011326089569297852
10,MFC,-0.1,clip ln_post,0.027298698037022714
10,MFC,-0.1,category,0.03643284993618793
10,MFC,-0.1,low-level,-0.01586362473219059
10,MFC,-0.075,alexnet conv1,-0.00947870305124432
10,MFC,-0.075,alexnet conv4,-0.002908649331233928
10,MFC,-0.075,resnet50 avgpool,-0.004029529161910257
10,MFC,-0.075,clip ln_post,0.015151617957656042
10,MFC,-0.075,category,0.01251044260790373
10,MFC,-0.075,low-level,-0.005770486867412347
10,MFC,-0.05,alexnet conv1,-0.011007181698415887
10,MFC,-0.05,alexnet conv4,0.0027626981476479746
10,MFC,-0.05,resnet50 avgpool,0.00930944182001553
10,MFC,-0.05,clip ln_post,0.033240646655710845
10,MFC,-0.05,category,0.0210064825192164
10,MFC,-0.05,low-level,0.0046168956457591365
10,MFC,-0.025,alexnet conv1,-0.00871775000942712
10,MFC,-0.025,alexnet conv4,0.024236305490381933
10,MFC,-0.025,resnet50 avgpool,0.022319770126781144
10,MFC,-0.025,clip ln_post,0.0450490802315924
10,MFC,-0.025,category,0.022772438289783297
10,MFC,-0.025,low-level,0.0018104915615114495
10,MFC,-0.0,alexnet conv1,-0.005502443872433811
10,MFC,-0.0,alexnet conv4,0.01510332733580467
10,MFC,-0.0,resnet50 avgpool,0.029825223679157666
10,MFC,-0.0,clip ln_post,0.04491630800445193
10,MFC,-0.0,category,0.022629407314845373
10,MFC,-0.0,low-level,0.011872250268167038
10,MFC,0.025,alexnet conv1,-0.009607725050954766
10,MFC,0.025,alexnet conv4,0.018682291158017908
10,MFC,0.025,resnet50 avgpool,0.037440899766421405
10,MFC,0.025,clip ln_post,0.02380677235400384
10,MFC,0.025,category,0.02066702233869706
10,MFC,0.025,low-level,0.009900742176452095
10,MFC,0.05,alexnet conv1,-0.014753410818960236
10,MFC,0.05,alexnet conv4,0.01845512693076464
10,MFC,0.05,resnet50 avgpool,0.019419189906027035
10,MFC,0.05,clip ln_post,0.01095525200278254
10,MFC,0.05,category,0.0075730133530466015
10,MFC,0.05,low-level,0.007307685437727706
10,MFC,0.075,alexnet conv1,-0.019076475823392076
10,MFC,0.075,alexnet conv4,0.01698824834660721
10,MFC,0.075,resnet50 avgpool,0.012907754431602516
10,MFC,0.075,clip ln_post,0.011717901345924408
10,MFC,0.075,category,0.03009753128627083
10,MFC,0.075,low-level,-0.004784782760150378
10,MFC,0.1,alexnet conv1,-0.020533191097903438
10,MFC,0.1,alexnet conv4,0.005949706821137891
10,MFC,0.1,resnet50 avgpool,0.011176384936436997
10,MFC,0.1,clip ln_post,0.006397406329822013
10,MFC,0.1,category,0.023804168389002185
10,MFC,0.1,low-level,-0.004618237544147974
10,MFC,0.125,alexnet conv1,-0.0014312337034253651
10,MFC,0.125,alexnet conv4,-0.011070832465690511
10,MFC,0.125,resnet50 avgpool,-0.022733690202913596
10,MFC,0.125,clip ln_post,-0.025328949072607423
10,MFC,0.125,category,-0.007100057595918533
10,MFC,0.125,low-level,0.0010425664473930599
10,MFC,0.15,alexnet conv1,-0.0038393130516394466
10,MFC,0.15,alexnet conv4,-0.018825848510864593
10,MFC,0.15,resnet50 avgpool,-0.026997985535050624
10,MFC,0.15,clip ln_post,-0.028350118114121716
10,MFC,0.15,category,-0.003232500033597076
10,MFC,0.15,low-level,-0.01296694455465302
10,MFC,0.175,alexnet conv1,-0.025545331395999352
10,MFC,0.175,alexnet conv4,-0.02650634006232389
10,MFC,0.175,resnet50 avgpool,-0.0158408736746329
10,MFC,0.175,clip ln_post,-0.032729475192142456
10,MFC,0.175,category,-0.012310199242990635
10,MFC,0.175,low-level,-0.016036637801771846
10,MFC,0.2,alexnet conv1,-0.009724473432628531
10,MFC,0.2,alexnet conv4,-0.009253190019487522
10,MFC,0.2,resnet50 avgpool,-0.009904173441239878
10,MFC,0.2,clip ln_post,-0.023838633177934738
10,MFC,0.2,category,-0.01952658869852535
10,MFC,0.2,low-level,-0.010846650055865503
10,MFC,0.225,alexnet conv1,0.004239361474679122
10,MFC,0.225,alexnet conv4,0.012139378259202166
10,MFC,0.225,resnet50 avgpool,0.0047525465912919935
10,MFC,0.225,clip ln_post,0.006214057581894078
10,MFC,0.225,category,0.004298557566801068
10,MFC,0.225,low-level,-0.004542772271730809
10,MFC,0.25,alexnet conv1,-0.000668084974328469
10,MFC,0.25,alexnet conv4,-0.004586663464410613
10,MFC,0.25,resnet50 avgpool,-0.012653473546991138
10,MFC,0.25,clip ln_post,-0.02074512727537317
10,MFC,0.25,category,-0.00525019032005472
10,MFC,0.25,low-level,-0.0021313534813077713
10,MFC,0.275,alexnet conv1,0.004513173182899468
10,MFC,0.275,alexnet conv4,-0.004180487092425992
10,MFC,0.275,resnet50 avgpool,-0.009598069181875902
10,MFC,0.275,clip ln_post,-0.018241191598552354
10,MFC,0.275,category,0.0001449380546037627
10,MFC,0.275,low-level,-0.00039976167884614244
10,MFC,0.3,alexnet conv1,-0.0024969442734503982
10,MFC,0.3,alexnet conv4,0.00395429425140138
10,MFC,0.3,resnet50 avgpool,0.0014162344046276829
10,MFC,0.3,clip ln_post,-0.004193719209311844
10,MFC,0.3,category,0.01929964621829051
10,MFC,0.3,low-level,0.00363991146164096
10,MFC,0.325,alexnet conv1,-0.009824424726066507
10,MFC,0.325,alexnet conv4,0.005536825789976388
10,MFC,0.325,resnet50 avgpool,0.001593327940738262
10,MFC,0.325,clip ln_post,0.0031937745477193507
10,MFC,0.325,category,0.015214681574063407
10,MFC,0.325,low-level,0.0026378532698129865
10,MFC,0.35,alexnet conv1,-0.02016498900049274
10,MFC,0.35,alexnet conv4,0.018945960498583846
10,MFC,0.35,resnet50 avgpool,0.013550100087255294
10,MFC,0.35,clip ln_post,0.008266509693229594
10,MFC,0.35,category,0.01081886294430455
10,MFC,0.35,low-level,-0.007374094104212042
10,MFC,0.375,alexnet conv1,0.009855568689513568
10,MFC,0.375,alexnet conv4,0.028196130038504654
10,MFC,0.375,resnet50 avgpool,0.0013011887679683256
10,MFC,0.375,clip ln_post,0.0034010986542560174
10,MFC,0.375,category,0.013872097489312764
10,MFC,0.375,low-level,0.003927097047921489
10,MFC,0.4,alexnet conv1,0.02189671934228383
10,MFC,0.4,alexnet conv4,0.05600489283538252
10,MFC,0.4,resnet50 avgpool,0.029867673096257624
10,MFC,0.4,clip ln_post,0.02219186771816343
10,MFC,0.4,category,0.03725670835183038
10,MFC,0.4,low-level,0.01198133871365962
10,MFC,0.425,alexnet conv1,-0.004775975847195064
10,MFC,0.425,alexnet conv4,0.0305425771052559
10,MFC,0.425,resnet50 avgpool,0.023531254678924217
10,MFC,0.425,clip ln_post,0.016853369032920992
10,MFC,0.425,category,0.011783845255219076
10,MFC,0.425,low-level,0.0049878347003878875
10,MFC,0.45,alexnet conv1,-0.013357438596727273
10,MFC,0.45,alexnet conv4,0.03703099249807598
10,MFC,0.45,resnet50 avgpool,0.025849695859132903
10,MFC,0.45,clip ln_post,0.024161557078448602
10,MFC,0.45,category,0.015134584228098168
10,MFC,0.45,low-level,0.0011516516710407723
10,MFC,0.475,alexnet conv1,-0.02239784831538882
10,MFC,0.475,alexnet conv4,0.014252943934976267
10,MFC,0.475,resnet50 avgpool,0.01384918877941232
10,MFC,0.475,clip ln_post,0.02398227752059294
10,MFC,0.475,category,0.0002155000022398051
10,MFC,0.475,low-level,-0.0018812803260981267
10,MFC,0.5,alexnet conv1,-0.018330894203455177
10,MFC,0.5,alexnet conv4,-0.0013770648256065635
10,MFC,0.5,resnet50 avgpool,0.0002147085749813642
10,MFC,0.5,clip ln_post,-0.004926295852426309
10,MFC,0.5,category,-0.017768261246621803
10,MFC,0.5,low-level,-0.007192409439160061
10,MFC,0.525,alexnet conv1,-0.01142492771533284
10,MFC,0.525,alexnet conv4,0.007150481960929229
10,MFC,0.525,resnet50 avgpool,0.027744818841719966
10,MFC,0.525,clip ln_post,0.008345625315885782
10,MFC,0.525,category,0.002109230110417915
10,MFC,0.525,low-level,-0.019560113400691546
10,MFC,0.55,alexnet conv1,-0.008816222476069231
10,MFC,0.55,alexnet conv4,0.01515951953220256
10,MFC,0.55,resnet50 avgpool,0.04011874901846497
10,MFC,0.55,clip ln_post,0.028482107432958502
10,MFC,0.55,category,0.01348496031714745
10,MFC,0.55,low-level,-0.005200168775699207
10,MFC,0.575,alexnet conv1,0.0040261172281917
10,MFC,0.575,alexnet conv4,0.03286589293675465
10,MFC,0.575,resnet50 avgpool,0.0556248907311312
10,MFC,0.575,clip ln_post,0.04835696447003604
10,MFC,0.575,category,0.03046559766177775
10,MFC,0.575,low-level,-0.0041437274533685
10,MFC,0.6,alexnet conv1,-0.0032427159822346965
10,MFC,0.6,alexnet conv4,0.029976028572042016
10,MFC,0.6,resnet50 avgpool,0.05586135320268263
10,MFC,0.6,clip ln_post,0.052073778146906696
10,MFC,0.6,category,0.043220146466908874
10,MFC,0.6,low-level,-0.012804263941573572
10,MFC,0.625,alexnet conv1,-0.003849590736778445
10,MFC,0.625,alexnet conv4,0.030456426584323532
10,MFC,0.625,resnet50 avgpool,0.047938422657435906
10,MFC,0.625,clip ln_post,0.05809492132345037
10,MFC,0.625,category,0.03192260652647874
10,MFC,0.625,low-level,-0.015824915876986048
10,MFC,0.65,alexnet conv1,0.008334497063700798
10,MFC,0.65,alexnet conv4,0.022794864982404735
10,MFC,0.65,resnet50 avgpool,0.015524287142980606
10,MFC,0.65,clip ln_post,0.03798727955074183
10,MFC,0.65,category,0.02246158430425154
10,MFC,0.65,low-level,-0.01427728336205544
10,MFC,0.675,alexnet conv1,0.0294198785431498
10,MFC,0.675,alexnet conv4,0.021358225023285566
10,MFC,0.675,resnet50 avgpool,0.012078424176084701
10,MFC,0.675,clip ln_post,0.0442715604634477
10,MFC,0.675,category,0.018676031167561162
10,MFC,0.675,low-level,-0.01153671123406015
10,MFC,0.7,alexnet conv1,0.024057093591268564
10,MFC,0.7,alexnet conv4,0.027009448859102204
10,MFC,0.7,resnet50 avgpool,0.01271995631590751
10,MFC,0.7,clip ln_post,0.06254509616266163
10,MFC,0.7,category,0.029010495876742613
10,MFC,0.7,low-level,0.005463193747290912
10,MFC,0.725,alexnet conv1,0.013924645997217306
10,MFC,0.725,alexnet conv4,0.017254967163343696
10,MFC,0.725,resnet50 avgpool,0.0036077622825940966
10,MFC,0.725,clip ln_post,0.04323949078664487
10,MFC,0.725,category,0.015338641752342941
10,MFC,0.725,low-level,0.01737303166864733
10,MFC,0.75,alexnet conv1,-0.00527241703601252
10,MFC,0.75,alexnet conv4,0.008830063521635734
10,MFC,0.75,resnet50 avgpool,0.010973481201063562
10,MFC,0.75,clip ln_post,0.045982764431564634
10,MFC,0.75,category,0.001127084082510839
10,MFC,0.75,low-level,0.006645483552133974
10,MFC,0.775,alexnet conv1,0.013792764610183708
10,MFC,0.775,alexnet conv4,0.0027077060884645923
10,MFC,0.775,resnet50 avgpool,0.006708361076639521
10,MFC,0.775,clip ln_post,0.027865359334807084
10,MFC,0.775,category,0.008148951412129976
10,MFC,0.775,low-level,0.0015549122734169936
10,MFC,0.8,alexnet conv1,-0.009389530439822808
10,MFC,0.8,alexnet conv4,-0.007966786297632948
10,MFC,0.8,resnet50 avgpool,-0.009125983529361973
10,MFC,0.8,clip ln_post,0.011292111993286605
10,MFC,0.8,category,-0.012783155000118703
10,MFC,0.8,low-level,-0.01809668219054625
10,MFC,0.825,alexnet conv1,-0.016548735545740705
10,MFC,0.825,alexnet conv4,-0.026366101209694497
10,MFC,0.825,resnet50 avgpool,-0.04102445632849848
10,MFC,0.825,clip ln_post,-0.010604998803149067
10,MFC,0.825,category,-0.026285279034258705
10,MFC,0.825,low-level,-0.013725842059442422
10,MFC,0.85,alexnet conv1,-0.019389745465749512
10,MFC,0.85,alexnet conv4,-0.027081892041030228
10,MFC,0.85,resnet50 avgpool,-0.027598853159832095
10,MFC,0.85,clip ln_post,-0.011035255243700734
10,MFC,0.85,category,-0.016917703715657616
10,MFC,0.85,low-level,-0.018397360863147194
10,MFC,0.875,alexnet conv1,-0.008112221986039515
10,MFC,0.875,alexnet conv4,-0.04796567463227861
10,MFC,0.875,resnet50 avgpool,-0.03341961047276914
10,MFC,0.875,clip ln_post,-0.028951204824354433
10,MFC,0.875,category,-0.028686292333549985
10,MFC,0.875,low-level,-0.02822321125556919
10,MFC,0.9,alexnet conv1,-0.0268794055345676
10,MFC,0.9,alexnet conv4,-0.030799044011612358
10,MFC,0.9,resnet50 avgpool,-0.023992669581224865
10,MFC,0.9,clip ln_post,-0.019883113014559882
10,MFC,0.9,category,-0.022688526784486383
10,MFC,0.9,low-level,-0.02073236876968338
10,MFC,0.925,alexnet conv1,-0.03655530804484097
10,MFC,0.925,alexnet conv4,-0.024724518087398444
10,MFC,0.925,resnet50 avgpool,-0.024474386938981123
10,MFC,0.925,clip ln_post,-0.003281521492785375
10,MFC,0.925,category,-0.02456127901634026
10,MFC,0.925,low-level,-0.030518777337192642
10,MFC,0.95,alexnet conv1,-0.03832704725624212
10,MFC,0.95,alexnet conv4,-0.03691240283205835
10,MFC,0.95,resnet50 avgpool,-0.019750029879389338
10,MFC,0.95,clip ln_post,-0.025176128915756157
10,MFC,0.95,category,-0.03683524374567995
10,MFC,0.95,low-level,-0.03360554636212861
10,MFC,0.975,alexnet conv1,-0.036004077773067016
10,MFC,0.975,alexnet conv4,-0.029639303899022536
10,MFC,0.975,resnet50 avgpool,-0.020559333147188025
10,MFC,0.975,clip ln_post,-0.023670523756247386
10,MFC,0.975,category,-0.03841430570899464
10,MFC,0.975,low-level,-0.021329331518481008
10,MFC,1.0,alexnet conv1,-0.06096804337129002
10,MFC,1.0,alexnet conv4,-0.024049188794877177
10,MFC,1.0,resnet50 avgpool,-0.02134117502022739
10,MFC,1.0,clip ln_post,-0.03723964722654444
10,MFC,1.0,category,-0.039875128733027294
10,MFC,1.0,low-level,-0.024790698002896933
10,MFC,1.025,alexnet conv1,-0.04909018226027986
10,MFC,1.025,alexnet conv4,-0.028981446671237567
10,MFC,1.025,resnet50 avgpool,-0.018335118042081266
10,MFC,1.025,clip ln_post,-0.026155357114827096
10,MFC,1.025,category,-0.04176123052254205
10,MFC,1.025,low-level,-0.0036898693882131566
10,MFC,1.05,alexnet conv1,-0.03778531015038103
10,MFC,1.05,alexnet conv4,-0.01887434210894285
10,MFC,1.05,resnet50 avgpool,-0.021086733043372455
10,MFC,1.05,clip ln_post,-0.024345521198746924
10,MFC,1.05,category,-0.032776978216774603
10,MFC,1.05,low-level,-0.004864373604925062
10,MFC,1.075,alexnet conv1,-0.007347125651718005
10,MFC,1.075,alexnet conv4,0.00011812894220105668
10,MFC,1.075,resnet50 avgpool,-0.0045577135773208115
10,MFC,1.075,clip ln_post,-0.016920799024229487
10,MFC,1.075,category,-0.0024582256892664496
10,MFC,1.075,low-level,-0.01675177620952116
10,MFC,1.1,alexnet conv1,0.0029028145701722585
10,MFC,1.1,alexnet conv4,-0.008104826241137768
10,MFC,1.1,resnet50 avgpool,-0.009867578116270816
10,MFC,1.1,clip ln_post,-0.020333729903774838
10,MFC,1.1,category,-0.00907579212972772
10,MFC,1.1,low-level,-0.006541301976380166
10,MFC,1.125,alexnet conv1,0.006083761342537089
10,MFC,1.125,alexnet conv4,-0.018381212976652943
10,MFC,1.125,resnet50 avgpool,-0.0034026660817858363
10,MFC,1.125,clip ln_post,-0.02875198365766873
10,MFC,1.125,category,-0.013074938188992068
10,MFC,1.125,low-level,-0.004205285632399305
10,MFC,1.15,alexnet conv1,0.00620076586087811
10,MFC,1.15,alexnet conv4,-0.011460276186336766
10,MFC,1.15,resnet50 avgpool,0.00014746706159783353
10,MFC,1.15,clip ln_post,-0.01395494100454082
10,MFC,1.15,category,-0.0072011328182079995
10,MFC,1.15,low-level,-0.0013364985768337964
10,MFC,1.175,alexnet conv1,0.023328676349882768
10,MFC,1.175,alexnet conv4,-0.0033107420148443542
10,MFC,1.175,resnet50 avgpool,0.017325343531786865
10,MFC,1.175,clip ln_post,0.00537261802242801
10,MFC,1.175,category,0.00639443811955811
10,MFC,1.175,low-level,0.009935373786972184
10,MFC,1.2,alexnet conv1,0.02930475236036866
10,MFC,1.2,alexnet conv4,-0.004074367576982182
10,MFC,1.2,resnet50 avgpool,0.015503243663204632
10,MFC,1.2,clip ln_post,-0.006263894689283606
10,MFC,1.2,category,0.010553778870752933
10,MFC,1.2,low-level,0.00793433265424576
11,MTL,-0.2,alexnet conv1,-0.029284187324556055
11,MTL,-0.2,alexnet conv4,-0.029296810512761253
11,MTL,-0.2,resnet50 avgpool,-0.028863915381260114
11,MTL,-0.2,clip ln_post,-0.03703653729309925
11,MTL,-0.2,category,-0.024496438307701738
11,MTL,-0.2,low-level,-0.013460455475560155
11,MTL,-0.175,alexnet conv1,-0.041471906144205095
11,MTL,-0.175,alexnet conv4,-0.04036707110098713
11,MTL,-0.175,resnet50 avgpool,-0.04142613017227566
11,MTL,-0.175,clip ln_post,-0.045025936108960427
11,MTL,-0.175,category,-0.034108119823530215
11,MTL,-0.175,low-level,-0.029808014194778364
11,MTL,-0.15,alexnet conv1,-0.034621646964827536
11,MTL,-0.15,alexnet conv4,-0.03739539442946115
11,MTL,-0.15,resnet50 avgpool,-0.015649773167944955
11,MTL,-0.15,clip ln_post,-0.031154076818112195
11,MTL,-0.15,category,-0.0318081817465284
11,MTL,-0.15,low-level,0.0007013231369417843
11,MTL,-0.125,alexnet conv1,-0.03068300926857755
11,MTL,-0.125,alexnet conv4,-0.058985727600954774
11,MTL,-0.125,resnet50 avgpool,-0.03762591904091504
11,MTL,-0.125,clip ln_post,-0.05235567507483122
11,MTL,-0.125,category,-0.04169066857490601
11,MTL,-0.125,low-level,-0.008671556808586873
11,MTL,-0.1,alexnet conv1,-0.0013131740308890381
11,MTL,-0.1,alexnet conv4,-0.03566843563992426
11,MTL,-0.1,resnet50 avgpool,-0.01872491455474091
11,MTL,-0.1,clip ln_post,-0.030774656256860117
11,MTL,-0.1,category,-0.04005248714195032
11,MTL,-0.1,low-level,-0.005051393645083683
11,MTL,-0.075,alexnet conv1,0.0005633621286363063
11,MTL,-0.075,alexnet conv4,-0.04192890711903225
11,MTL,-0.075,resnet50 avgpool,-0.015051267155454042
11,MTL,-0.075,clip ln_post,-0.031381824199287145
11,MTL,-0.075,category,-0.04793444740086284
11,MTL,-0.075,low-level,0.004432213054054542
11,MTL,-0.05,alexnet conv1,-0.015396052884341158
11,MTL,-0.05,alexnet conv4,-0.036450159915625814
11,MTL,-0.05,resnet50 avgpool,-0.025783801076905522
11,MTL,-0.05,clip ln_post,-0.03121779041136181
11,MTL,-0.05,category,-0.04366258894938352
11,MTL,-0.05,low-level,-0.0060758855427495385
11,MTL,-0.025,alexnet conv1,-0.014594852556393432
11,MTL,-0.025,alexnet conv4,-0.02093405142585065
11,MTL,-0.025,resnet50 avgpool,-0.0062286122660995405
11,MTL,-0.025,clip ln_post,-0.006793738354802806
11,MTL,-0.025,category,-0.019831721445059586
11,MTL,-0.025,low-level,0.010018122039720606
11,MTL,-0.0,alexnet conv1,0.0015119763577414892
11,MTL,-0.0,alexnet conv4,0.009380747690704029
11,MTL,-0.0,resnet50 avgpool,-0.002181072991359502
11,MTL,-0.0,clip ln_post,0.01932146168555016
11,MTL,-0.0,category,0.003150495607966
11,MTL,-0.0,low-level,-0.0014382186631060384
11,MTL,0.025,alexnet conv1,-0.004695373343130835
11,MTL,0.025,alexnet conv4,-0.007953845757707936
11,MTL,0.025,resnet50 avgpool,-0.008026280885023777
11,MTL,0.025,clip ln_post,-0.0029731780512359425
11,MTL,0.025,category,0.0015390132903320595
11,MTL,0.025,low-level,-0.011504607160841483
11,MTL,0.05,alexnet conv1,0.026318135994175117
11,MTL,0.05,alexnet conv4,-0.0019445009770824506
11,MTL,0.05,resnet50 avgpool,-0.017459468933773228
11,MTL,0.05,clip ln_post,0.006276993099607304
11,MTL,0.05,category,-0.011562624013981756
11,MTL,0.05,low-level,-0.004448892544952533
11,MTL,0.075,alexnet conv1,-0.003459969814664276
11,MTL,0.075,alexnet conv4,-0.039458837864574624
11,MTL,0.075,resnet50 avgpool,-0.04524625069401761
11,MTL,0.075,clip ln_post,-0.0283442946295171
11,MTL,0.075,category,-0.028507026844961116
11,MTL,0.075,low-level,-0.0043174042229932146
11,MTL,0.1,alexnet conv1,-0.005049236619942442
11,MTL,0.1,alexnet conv4,-0.023773271611033528
11,MTL,0.1,resnet50 avgpool,-0.026209911003108002
11,MTL,0.1,clip ln_post,-0.02652817128317086
11,MTL,0.1,category,-0.01440035855675016
11,MTL,0.1,low-level,-0.0052337452320239935
11,MTL,0.125,alexnet conv1,0.020215894149457056
11,MTL,0.125,alexnet conv4,-0.009022446322582398
11,MTL,0.125,resnet50 avgpool,-0.018484134811062126
11,MTL,0.125,clip ln_post,-0.02422010444344731
11,MTL,0.125,category,-0.026167040094976685
11,MTL,0.125,low-level,-0.0037495830610552237
11,MTL,0.15,alexnet conv1,0.046933176450107916
11,MTL,0.15,alexnet conv4,0.016296316887464853
11,MTL,0.15,resnet50 avgpool,0.001613015023823481
11,MTL,0.15,clip ln_post,-0.00498679887726181
11,MTL,0.15,category,-0.0073746770677993465
11,MTL,0.15,low-level,0.007342341212084332
11,MTL,0.175,alexnet conv1,0.019331294756096937
11,MTL,0.175,alexnet conv4,-0.006603873425622952
11,MTL,0.175,resnet50 avgpool,-0.004260485500576878
11,MTL,0.175,clip ln_post,-0.014816220684723486
11,MTL,0.175,category,-0.00716299122489122
11,MTL,0.175,low-level,0.018289044049501255
11,MTL,0.2,alexnet conv1,0.016701165859362554
11,MTL,0.2,alexnet conv4,-0.010715980082503459
11,MTL,0.2,resnet50 avgpool,-0.00959495043604062
11,MTL,0.2,clip ln_post,-0.017939961990478447
11,MTL,0.2,category,-0.01723618601985273
11,MTL,0.2,low-level,0.002578257194308717
11,MTL,0.225,alexnet conv1,0.005293850359017907
11,MTL,0.225,alexnet conv4,-0.016480972093488044
11,MTL,0.225,resnet50 avgpool,-0.00795265206418317
11,MTL,0.225,clip ln_post,-0.0019666366622697507
11,MTL,0.225,category,-0.005332194745685797
11,MTL,0.225,low-level,-0.014861313625540233
11,MTL,0.25,alexnet conv1,0.011030763991950339
11,MTL,0.25,alexnet conv4,-0.0018688456158178872
11,MTL,0.25,resnet50 avgpool,0.009825064262273432
11,MTL,0.25,clip ln_post,0.01561998721211109
11,MTL,0.25,category,0.0053913142153268045
11,MTL,0.25,low-level,-0.0022636440426400087
11,MTL,0.275,alexnet conv1,0.03111744283100468
11,MTL,0.275,alexnet conv4,0.010086507308033397
11,MTL,0.275,resnet50 avgpool,0.022796973679872906
11,MTL,0.275,clip ln_post,0.01598837295467944
11,MTL,0.275,category,0.022247991381677577
11,MTL,0.275,low-level,0.013913319601572747
11,MTL,0.3,alexnet conv1,0.04425678830471343
11,MTL,0.3,alexnet conv4,0.01912147855255243
11,MTL,0.3,resnet50 avgpool,0.030501946419585712
11,MTL,0.3,clip ln_post,0.01883107112140074
11,MTL,0.3,category,0.02282392944076095
11,MTL,0.3,low-level,0.010666297623667748
11,MTL,0.325,alexnet conv1,0.051102678662445694
11,MTL,0.325,alexnet conv4,0.017710577912108953
11,MTL,0.325,resnet50 avgpool,0.01562205563651837
11,MTL,0.325,clip ln_post,0.020080488064134407
11,MTL,0.325,category,0.021576699339302258
11,MTL,0.325,low-level,0.015720859953182214
11,MTL,0.35,alexnet conv1,0.04758705792132188
11,MTL,0.35,alexnet conv4,0.04474310484602328
11,MTL,0.35,resnet50 avgpool,0.046104297252872066
11,MTL,0.35,clip ln_post,0.04767340819663626
11,MTL,0.35,category,0.058865828045451894
11,MTL,0.35,low-level,0.01217654868348073
11,MTL,0.375,alexnet conv1,0.03202146833801545
11,MTL,0.375,alexnet conv4,0.029435999043962643
11,MTL,0.375,resnet50 avgpool,0.033556451889981895
11,MTL,0.375,clip ln_post,0.0413057056656039
11,MTL,0.375,category,0.04220748716434837
11,MTL,0.375,low-level,0.008411162473332469
11,MTL,0.4,alexnet conv1,0.017280941676694986
11,MTL,0.4,alexnet conv4,0.014671039522061741
11,MTL,0.4,resnet50 avgpool,0.010134578844433532
11,MTL,0.4,clip ln_post,0.019626443131976534
11,MTL,0.4,category,0.023725978122702787
11,MTL,0.4,low-level,0.005166046216668759
11,MTL,0.425,alexnet conv1,0.027837401775937597
11,MTL,0.425,alexnet conv4,0.031916859867816214
11,MTL,0.425,resnet50 avgpool,0.037212222883001134
11,MTL,0.425,clip ln_post,0.02998893206075101
11,MTL,0.425,category,0.028339203834367287
11,MTL,0.425,low-level,0.013243639814033054
11,MTL,0.45,alexnet conv1,0.04750616222937438
11,MTL,0.45,alexnet conv4,0.06558939321758353
11,MTL,0.45,resnet50 avgpool,0.0701747453911316
11,MTL,0.45,clip ln_post,0.06633526319263641
11,MTL,0.45,category,0.05675850501469981
11,MTL,0.45,low-level,0.009595193685328391
11,MTL,0.475,alexnet conv1,0.03204582065247411
11,MTL,0.475,alexnet conv4,0.04963019245729
11,MTL,0.475,resnet50 avgpool,0.06088418680390592
11,MTL,0.475,clip ln_post,0.05479948790451133
11,MTL,0.475,category,0.048756398736839436
11,MTL,0.475,low-level,0.007981381254899299
11,MTL,0.5,alexnet conv1,0.017944922020657596
11,MTL,0.5,alexnet conv4,0.03942565447332412
11,MTL,0.5,resnet50 avgpool,0.04021541886290166
11,MTL,0.5,clip ln_post,0.04852262206777644
11,MTL,0.5,category,0.02790820382988768
11,MTL,0.5,low-level,0.004515571846406046
11,MTL,0.525,alexnet conv1,0.03949203897597193
11,MTL,0.525,alexnet conv4,0.04513681428927894
11,MTL,0.525,resnet50 avgpool,0.043389640034097954
11,MTL,0.525,clip ln_post,0.0461453644985223
11,MTL,0.525,category,0.022007699343781863
11,MTL,0.525,low-level,0.009119704153708086
11,MTL,0.55,alexnet conv1,0.05636446199946095
11,MTL,0.55,alexnet conv4,0.04638828999088528
11,MTL,0.55,resnet50 avgpool,0.038452372188962906
11,MTL,0.55,clip ln_post,0.060916603396077094
11,MTL,0.55,category,0.02859093835025803
11,MTL,0.55,low-level,0.02629573611770838
