subject,region,t,ref,rho
7,MTL,0.35,alexnet conv1,0.019198815309282264
7,MTL,0.35,alexnet conv4,0.06280187200920836
7,MTL,0.35,resnet50 avgpool,0.06434988245887371
7,MTL,0.35,clip ln_post,0.06071879820166949
7,MTL,0.35,category,0.12222585900863128
7,MTL,0.35,low-level,0.0108886621851732
7,MTL,0.375,alexnet conv1,0.020524847767390192
7,MTL,0.375,alexnet conv4,0.04423935456927973
7,MTL,0.375,resnet50 avgpool,0.04820198482051544
7,MTL,0.375,clip ln_post,0.04416822709749873
7,MTL,0.375,category,0.1004548937304587
7,MTL,0.375,low-level,0.003845846715036132
7,MTL,0.4,alexnet conv1,0.010607502074773076
7,MTL,0.4,alexnet conv4,0.04488787625711837
7,MTL,0.4,resnet50 avgpool,0.05448292674496954
7,MTL,0.4,clip ln_post,0.05129332913669374
7,MTL,0.4,category,0.0862867872106081
7,MTL,0.4,low-level,0.021698485859969995
7,MTL,0.425,alexnet conv1,0.018397252233027503
7,MTL,0.425,alexnet conv4,0.044916795723162324
7,MTL,0.425,resnet50 avgpool,0.06535507346617288
7,MTL,0.425,clip ln_post,0.06109221230966777
7,MTL,0.425,category,0.08895627732054001
7,MTL,0.425,low-level,0.015561355010074308
7,MTL,0.45,alexnet conv1,0.03349446660293082
7,MTL,0.45,alexnet conv4,0.03724772761876166
7,MTL,0.45,resnet50 avgpool,0.06441350364613778
7,MTL,0.45,clip ln_post,0.05476396809800415
7,MTL,0.45,category,0.07153384540165582
7,MTL,0.45,low-level,0.029946725445829485
7,MTL,0.475,alexnet conv1,0.027041265072254846
7,MTL,0.475,alexnet conv4,0.012960683367555929
7,MTL,0.475,resnet50 avgpool,0.0462592535534456
7,MTL,0.475,clip ln_post,0.032748916052383954
7,MTL,0.475,category,0.04655571886066755
7,MTL,0.475,low-level,0.03294040616165629
7,MTL,0.5,alexnet conv1,0.05340392598746135
7,MTL,0.5,alexnet conv4,0.004126408943527105
7,MTL,0.5,resnet50 avgpool,0.023794315846597917
7,MTL,0.5,clip ln_post,0.012864801127687184
7,MTL,0.5,category,0.023483023422881538
7,MTL,0.5,low-level,0.02860279338618118
7,MTL,0.525,alexnet conv1,0.01695216346844891
7,MTL,0.525,alexnet conv4,0.0037897768581862602
7,MTL,0.525,resnet50 avgpool,0.016545530058758688
7,MTL,0.525,clip ln_post,0.004393613015938303
7,MTL,0.525,category,-0.009102678290050487
7,MTL,0.525,low-level,-0.0004654387810285354
7,MTL,0.55,alexnet conv1,0.01767760307340786
7,MTL,0.55,alexnet conv4,-0.004767567674703756
7,MTL,0.55,resnet50 avgpool,0.013698809535217252
7,MTL,0.55,clip ln_post,-0.012194198760025683
7,MTL,0.55,category,-0.027034482880087765
7,MTL,0.55,low-level,-0.017486358669029693
7,MTL,0.575,alexnet conv1,-0.0026789859824538857
7,MTL,0.575,alexnet conv4,0.0034950620277910257
7,MTL,0.575,resnet50 avgpool,0.02967145406272633
7,MTL,0.575,clip ln_post,0.005425835656677862
7,MTL,0.575,category,-0.003990085924032493
7,MTL,0.575,low-level,-0.004638957542931401
7,MTL,0.6,alexnet conv1,-0.013631224308993889
7,MTL,0.6,alexnet conv4,0.021540862075277594
7,MTL,0.6,resnet50 avgpool,0.01461150084002408
7,MTL,0.6,clip ln_post,0.002174119756074009
7,MTL,0.6,category,-0.0056219650371710774
7,MTL,0.6,low-level,-0.01738797433432197
7,MTL,0.625,alexnet conv1,-0.0009516519108592472
7,MTL,0.625,alexnet conv4,0.008616166284554605
7,MTL,0.625,resnet50 avgpool,0.0008887965038486805
7,MTL,0.625,clip ln_post,-0.006113661937420765
7,MTL,0.625,category,-0.008569723550788463
7,MTL,0.625,low-level,-0.008157492578278918
7,MTL,0.65,alexnet conv1,0.015394603288563444
7,MTL,0.65,alexnet conv4,0.034374204786347715
7,MTL,0.65,resnet50 avgpool,0.036515441037418474
7,MTL,0.65,clip ln_post,0.0023513303159134295
7,MTL,0.65,category,0.023690545622240204
7,MTL,0.65,low-level,-0.001844568066766865
7,MTL,0.675,alexnet conv1,0.021980550983396983
7,MTL,0.675,alexnet conv4,0.04509813412522383
7,MTL,0.675,resnet50 avgpool,0.015885435670404575
7,MTL,0.675,clip ln_post,0.008185158949362597
7,MTL,0.675,category,0.048423418654895516
7,MTL,0.675,low-level,-0.003575993124849454
7,MTL,0.7,alexnet conv1,0.029526381703044502
7,MTL,0.7,alexnet conv4,0.03085954779324654
7,MTL,0.7,resnet50 avgpool,0.011783216373708627
7,MTL,0.7,clip ln_post,0.03503551950900955
7,MTL,0.7,category,0.08313150649763205
7,MTL,0.7,low-level,-0.012719446207377059
7,MTL,0.725,alexnet conv1,0.02396259093845264
7,MTL,0.725,alexnet conv4,0.04076875655878502
7,MTL,0.725,resnet50 avgpool,0.028462966825989908
7,MTL,0.725,clip ln_post,0.037550513854930426
7,MTL,0.725,category,0.09806838843783408
7,MTL,0.725,low-level,0.011665920952312855
7,MTL,0.75,alexnet conv1,0.009077534554503037
7,MTL,0.75,alexnet conv4,0.0359658483301363
7,MTL,0.75,resnet50 avgpool,0.05018916819802242
7,MTL,0.75,clip ln_post,0.027103326033440928
7,MTL,0.75,category,0.08650845865083213
7,MTL,0.75,low-level,0.00441241353542397
7,MTL,0.775,alexnet conv1,0.020423269269058242
7,MTL,0.775,alexnet conv4,0.035743378928790544
7,MTL,0.775,resnet50 avgpool,0.027341549213584632
7,MTL,0.775,clip ln_post,0.012004199260444649
7,MTL,0.775,category,0.06537420921160093
7,MTL,0.775,low-level,0.010774888533927218
7,MTL,0.8,alexnet conv1,0.039582026490427455
7,MTL,0.8,alexnet conv4,0.017942849696828824
7,MTL,0.8,resnet50 avgpool,0.02813880016894668
7,MTL,0.8,clip ln_post,0.003347905271590314
7,MTL,0.8,category,0.04521154097845802
7,MTL,0.8,low-level,-0.002488974197628145
7,MTL,0.825,alexnet conv1,0.020687336508987186
7,MTL,0.825,alexnet conv4,0.005156968981149439
7,MTL,0.825,resnet50 avgpool,0.008226466037154347
7,MTL,0.825,clip ln_post,-0.003810669964353953
7,MTL,0.825,category,0.010569482926426498
7,MTL,0.825,low-level,-0.004560557206282936
7,MTL,0.85,alexnet conv1,-0.01361149011091037
7,MTL,0.85,alexnet conv4,-0.009037836833768107
7,MTL,0.85,resnet50 avgpool,0.00449966334334417
7,MTL,0.85,clip ln_post,0.007047684522123227
7,MTL,0.85,category,0.004758861344383907
7,MTL,0.85,low-level,-0.005563270689232532
7,MTL,0.875,alexnet conv1,-0.024267604898995224
7,MTL,0.875,alexnet conv4,0.002368640225707792
7,MTL,0.875,resnet50 avgpool,0.0241433969799101
7,MTL,0.875,clip ln_post,0.013776308953920423
7,MTL,0.875,category,0.040174411230388625
7,MTL,0.875,low-level,0.012714376496393993
7,MTL,0.9,alexnet conv1,-0.029653325136618062
7,MTL,0.9,alexnet conv4,0.008915013052253486
7,MTL,0.9,resnet50 avgpool,0.009012349046079412
7,MTL,0.9,clip ln_post,0.037325493217766854
7,MTL,0.9,category,0.05653565008437056
7,MTL,0.9,low-level,0.015065022933685314
7,MTL,0.925,alexnet conv1,-0.050855483015280624
7,MTL,0.925,alexnet conv4,0.015531100547438696
7,MTL,0.925,resnet50 avgpool,0.020457053692006785
7,MTL,0.925,clip ln_post,0.05531865099167724
7,MTL,0.925,category,0.09455466028960213
7,MTL,0.925,low-level,0.016001686846000115
7,MTL,0.95,alexnet conv1,-0.052060669616272016
7,MTL,0.95,alexnet conv4,0.0019144055878534637
7,MTL,0.95,resnet50 avgpool,0.0240965615319995
7,MTL,0.95,clip ln_post,0.058886646422221425
7,MTL,0.95,category,0.07256202357120557
7,MTL,0.95,low-level,-0.005521742467036027
7,MTL,0.975,alexnet conv1,-0.05708031413206916
7,MTL,0.975,alexnet conv4,0.0031777628225398862
7,MTL,0.975,resnet50 avgpool,0.041501219228635686
7,MTL,0.975,clip ln_post,0.06522209797744741
7,MTL,0.975,category,0.07414673854812627
7,MTL,0.975,low-level,-0.0019164080827409591
7,MTL,1.0,alexnet conv1,-0.04448941663024092
7,MTL,1.0,alexnet conv4,0.03462035604441001
7,MTL,1.0,resnet50 avgpool,0.06306112752829311
7,MTL,1.0,clip ln_post,0.08232476388373931
7,MTL,1.0,category,0.06744943120518757
7,MTL,1.0,low-level,0.014367503594867357
7,MTL,1.025,alexnet conv1,-0.038365418706938686
7,MTL,1.025,alexnet conv4,0.016285815890538142
7,MTL,1.025,resnet50 avgpool,0.04163609893029098
7,MTL,1.025,clip ln_post,0.05936702406081556
7,MTL,1.025,category,0.05437081623196995
7,MTL,1.025,low-level,0.002059420616393316
7,MTL,1.05,alexnet conv1,0.002840831796244466
7,MTL,1.05,alexnet conv4,0.04856907612257038
7,MTL,1.05,resnet50 avgpool,0.04919968592362394
7,MTL,1.05,clip ln_post,0.062395586681451544
7,MTL,1.05,category,0.07212811351800108
7,MTL,1.05,low-level,0.017706506159125533
7,MTL,1.075,alexnet conv1,-0.0024117901002058267
7,MTL,1.075,alexnet conv4,0.038088779566591305
7,MTL,1.075,resnet50 avgpool,0.0332823905186085
7,MTL,1.075,clip ln_post,0.03706336295142029
7,MTL,1.075,category,0.04513136194688762
7,MTL,1.075,low-level,0.022038226112222108
7,MTL,1.1,alexnet conv1,-0.015405635438311733
7,MTL,1.1,alexnet conv4,0.024119031244571456
7,MTL,1.1,resnet50 avgpool,-0.006269352843612357
7,MTL,1.1,clip ln_post,0.014276060423419968
7,MTL,1.1,category,0.023822605203650263
7,MTL,1.1,low-level,0.016760370323140428
7,MTL,1.125,alexnet conv1,-0.020711362352555565
7,MTL,1.125,alexnet conv4,0.0044419185981323635
7,MTL,1.125,resnet50 avgpool,-0.03606442103859622
7,MTL,1.125,clip ln_post,-0.005436118406498928
7,MTL,1.125,category,-0.010149722114087382
7,MTL,1.125,low-level,0.027197533384947736
7,MTL,1.15,alexnet conv1,-0.03317966539743709
7,MTL,1.15,alexnet conv4,-0.01599776375785652
7,MTL,1.15,resnet50 avgpool,-0.045972675650129004
7,MTL,1.15,clip ln_post,-0.0224922232353454
7,MTL,1.15,category,-0.015682075292444492
7,MTL,1.15,low-level,-0.002206696129959543
7,MTL,1.175,alexnet conv1,-0.026148307965531536
7,MTL,1.175,alexnet conv4,-0.00321084698654004
7,MTL,1.175,resnet50 avgpool,-0.04332774027092569
7,MTL,1.175,clip ln_post,-0.021184532647587354
7,MTL,1.175,category,-0.010465721826747166
7,MTL,1.175,low-level,0.003730017332842251
7,MTL,1.2,alexnet conv1,-0.015835189019546562
7,MTL,1.2,alexnet conv4,-0.01911401845522221
7,MTL,1.2,resnet50 avgpool,-0.020181933826921704
7,MTL,1.2,clip ln_post,-0.010514146500232722
7,MTL,1.2,category,0.009583752479472844
7,MTL,1.2,low-level,0.008122356778412432
7,MFC,-0.2,alexnet conv1,-0.021214295700434628
7,MFC,-0.2,alexnet conv4,0.02376782885900626
7,MFC,-0.2,resnet50 avgpool,0.02964755107160504
7,MFC,-0.2,clip ln_post,-0.01189764523800573
7,MFC,-0.2,category,7.074620432681726e-05
7,MFC,-0.2,low-level,-0.027674884758262012
7,MFC,-0.175,alexnet conv1,-0.0020365332055012667
7,MFC,-0.175,alexnet conv4,0.011878275502181901
7,MFC,-0.175,resnet50 avgpool,0.010552779499759577
7,MFC,-0.175,clip ln_post,-0.009683549295650065
7,MFC,-0.175,category,0.00025940274919832994
7,MFC,-0.175,low-level,-0.018681053671039966
7,MFC,-0.15,alexnet conv1,0.0038496551408957864
7,MFC,-0.15,alexnet conv4,0.0012190607373489212
7,MFC,-0.15,resnet50 avgpool,0.0020415660607502072
7,MFC,-0.15,clip ln_post,0.00923917970929671
7,MFC,-0.15,category,0.007673604962648778
7,MFC,-0.15,low-level,0.0032069320885595785
7,MFC,-0.125,alexnet conv1,-0.013670475665837739
7,MFC,-0.125,alexnet conv4,-0.0029238431947402116
7,MFC,-0.125,resnet50 avgpool,0.007290408196911833
7,MFC,-0.125,clip ln_post,-0.002893371692781411
7,MFC,-0.125,category,-0.025789349683935783
7,MFC,-0.125,low-level,-0.004227364989460488
7,MFC,-0.1,alexnet conv1,0.01986000717949701
7,MFC,-0.1,alexnet conv4,0.0011524378552943957
7,MFC,-0.1,resnet50 avgpool,0.01852856102355417
7,MFC,-0.1,clip ln_post,0.024335742961230467
7,MFC,-0.1,category,0.005480472628517443
7,MFC,-0.1,low-level,-0.007322943619981672
7,MFC,-0.075,alexnet conv1,0.027411755292012483
7,MFC,-0.075,alexnet conv4,0.016164069115476305
7,MFC,-0.075,resnet50 avgpool,0.05823034407940068
7,MFC,-0.075,clip ln_post,0.03948926470271468
7,MFC,-0.075,category,0.02563842444803857
7,MFC,-0.075,low-level,-0.007779029234705423
7,MFC,-0.05,alexnet conv1,0.013001208294767901
7,MFC,-0.05,alexnet conv4,0.010700411285422352
7,MFC,-0.05,resnet50 avgpool,0.049482402165020485
7,MFC,-0.05,clip ln_post,0.03873869358216359
7,MFC,-0.05,category,0.039485814841607604
7,MFC,-0.05,low-level,-0.005033309802994635
7,MFC,-0.025,alexnet conv1,0.009189723409181616
7,MFC,-0.025,alexnet conv4,0.009715621974502547
7,MFC,-0.025,resnet50 avgpool,0.023132350005966532
7,MFC,-0.025,clip ln_post,0.020955601207524894
7,MFC,-0.025,category,0.033297880169821985
7,MFC,-0.025,low-level,0.0006764910949584713
7,MFC,-0.0,alexnet conv1,0.0021874492465827977
7,MFC,-0.0,alexnet conv4,0.012144214194388115
7,MFC,-0.0,resnet50 avgpool,0.049026979953510984
7,MFC,-0.0,clip ln_post,0.04076944043740712
7,MFC,-0.0,category,0.05006944700889946
7,MFC,-0.0,low-level,0.0192830101863516
7,MFC,0.025,alexnet conv1,0.0007788967997674648
7,MFC,0.025,alexnet conv4,0.0068790982040692165
7,MFC,0.025,resnet50 avgpool,0.05575217680203451
7,MFC,0.025,clip ln_post,0.03318627485909029
7,MFC,0.025,category,0.0334488054057192
7,MFC,0.025,low-level,0.018974167324541522
7,MFC,0.05,alexnet conv1,-0.013354904585008938
7,MFC,0.05,alexnet conv4,0.030554443740909428
7,MFC,0.05,resnet50 avgpool,0.06805681581690858
7,MFC,0.05,clip ln_post,0.03564252935497797
7,MFC,0.05,category,0.05380484659735542
7,MFC,0.05,low-level,0.012985405374991123
7,MFC,0.075,alexnet conv1,0.022034565109298954
7,MFC,0.075,alexnet conv4,0.04951519148314764
7,MFC,0.075,resnet50 avgpool,0.09245879262744446
7,MFC,0.075,clip ln_post,0.05077057149893662
7,MFC,0.075,category,0.06428943407858972
7,MFC,0.075,low-level,0.012829702183554824
7,MFC,0.1,alexnet conv1,0.0040535820128947565
7,MFC,0.1,alexnet conv4,0.01585669638794968
7,MFC,0.1,resnet50 avgpool,0.05587873939302209
7,MFC,0.1,clip ln_post,0.02792687150756087
7,MFC,0.1,category,0.030703852677838688
7,MFC,0.1,low-level,0.006914471518666732
7,MFC,0.125,alexnet conv1,0.02263229550043084
7,MFC,0.125,alexnet conv4,0.039798684971026066
7,MFC,0.125,resnet50 avgpool,0.0348397049935998
7,MFC,0.125,clip ln_post,0.015300531074748424
7,MFC,0.125,category,0.027869288091144206
7,MFC,0.125,low-level,0.010784774060836042
7,MFC,0.15,alexnet conv1,0.02208443501265257
7,MFC,0.15,alexnet conv4,0.03071716999723746
7,MFC,0.15,resnet50 avgpool,0.04387424119162287
7,MFC,0.15,clip ln_post,0.023778213985866565
7,MFC,0.15,category,0.04482007864784963
7,MFC,0.15,low-level,0.02871024832656539
7,MFC,0.175,alexnet conv1,-0.002564516167341085
7,MFC,0.175,alexnet conv4,0.01796543407168473
7,MFC,0.175,resnet50 avgpool,0.02135065782161808
7,MFC,0.175,clip ln_post,0.02765557235358015
7,MFC,0.175,category,0.04246187183695572
7,MFC,0.175,low-level,0.008663063158688752
7,MFC,0.2,alexnet conv1,-0.013546640399175447
7,MFC,0.2,alexnet conv4,-0.022780951056486
7,MFC,0.2,resnet50 avgpool,-0.005654607388559112
7,MFC,0.2,clip ln_post,-0.008313388238548984
7,MFC,0.2,category,-0.017375267782666317
7,MFC,0.2,low-level,-0.010553999834067296
7,MFC,0.225,alexnet conv1,-0.0035128019211501872
7,MFC,0.225,alexnet conv4,-0.0008001625583579836
7,MFC,0.225,resnet50 avgpool,0.01434014844998296
7,MFC,0.225,clip ln_post,0.01865695411600334
7,MFC,0.225,category,0.031180210453639258
7,MFC,0.225,low-level,-0.001234966034164938
7,MFC,0.25,alexnet conv1,-0.020283831741616076
7,MFC,0.25,alexnet conv4,-0.01859873434132947
7,MFC,0.25,resnet50 avgpool,-0.01040165870459957
7,MFC,0.25,clip ln_post,-0.00930108505738315
7,MFC,0.25,category,0.016549895398853452
7,MFC,0.25,low-level,-0.0077445404577269235
7,MFC,0.275,alexnet conv1,-0.025187294698204365
7,MFC,0.275,alexnet conv4,-0.03192314285389019
7,MFC,0.275,resnet50 avgpool,-0.02884015250411371
7,MFC,0.275,clip ln_post,-0.010255906561377206
7,MFC,0.275,category,0.02177568169179435
7,MFC,0.275,low-level,-0.0025868753127106666
7,MFC,0.3,alexnet conv1,-0.002113795109473406
7,MFC,0.3,alexnet conv4,0.0014455146530618227
7,MFC,0.3,resnet50 avgpool,-0.005299207544385155
7,MFC,0.3,clip ln_post,-0.014053803966315823
7,MFC,0.3,category,0.0316660010566834
7,MFC,0.3,low-level,0.005387812824304866
7,MFC,0.325,alexnet conv1,-0.011758133999095316
7,MFC,0.325,alexnet conv4,-0.008249529536553885
7,MFC,0.325,resnet50 avgpool,-0.006252997087823692
7,MFC,0.325,clip ln_post,-0.011288350336521518
7,MFC,0.325,category,0.02503943991807152
7,MFC,0.325,low-level,-0.012686329282724349
7,MFC,0.35,alexnet conv1,-0.021111644290731462
7,MFC,0.35,alexnet conv4,-0.034944064052317446
7,MFC,0.35,resnet50 avgpool,-0.029351873897040963
7,MFC,0.35,clip ln_post,-0.03177612533046285
7,MFC,0.35,category,-0.028553168066303442
7,MFC,0.35,low-level,-0.006488202192850659
7,MFC,0.375,alexnet conv1,-0.019182680687898353
7,MFC,0.375,alexnet conv4,-0.03314296527641104
7,MFC,0.375,resnet50 avgpool,-0.0022576020889502496
7,MFC,0.375,clip ln_post,-0.0298524730484254
7,MFC,0.375,category,-0.025850663061019023
7,MFC,0.375,low-level,-0.008217104680686423
7,MFC,0.4,alexnet conv1,0.0020834669353695387
7,MFC,0.4,alexnet conv4,-0.018110956890339203
7,MFC,0.4,resnet50 avgpool,0.0025359365930674037
7,MFC,0.4,clip ln_post,-0.025553198426604137
7,MFC,0.4,category,-0.007385903731719721
7,MFC,0.4,low-level,0.006558887395822149
7,MFC,0.425,alexnet conv1,-0.016718891241922756
7,MFC,0.425,alexnet conv4,-0.01884631068777796
7,MFC,0.425,resnet50 avgpool,0.00037261556709221934
7,MFC,0.425,clip ln_post,-0.014956167475404325
7,MFC,0.425,category,0.010777005125785161
7,MFC,0.425,low-level,-0.0025629436560183896
7,MFC,0.45,alexnet conv1,-0.022466813254206526
7,MFC,0.45,alexnet conv4,-0.022109918705259697
7,MFC,0.45,resnet50 avgpool,0.0034197780482169648
7,MFC,0.45,clip ln_post,-0.011731982808192357
7,MFC,0.45,category,0.006678441688451548
7,MFC,0.45,low-level,-0.002597375101854916
7,MFC,0.475,alexnet conv1,-0.02249071215024625
7,MFC,0.475,alexnet conv4,-0.03537963740345947
7,MFC,0.475,resnet50 avgpool,-0.022500474824707982
7,MFC,0.475,clip ln_post,-0.009651112154537895
7,MFC,0.475,category,-0.019870250588592073
7,MFC,0.475,low-level,-0.003715717308001486
7,MFC,0.5,alexnet conv1,-0.018053932879483633
7,MFC,0.5,alexnet conv4,-0.01461680806573818
7,MFC,0.5,resnet50 avgpool,-0.0005829594319106282
7,MFC,0.5,clip ln_post,0.0023051500810539493
7,MFC,0.5,category,-0.009696946406395752
7,MFC,0.5,low-level,-0.002121817374268096
7,MFC,0.525,alexnet conv1,-0.0197580068877634
7,MFC,0.525,alexnet conv4,-0.018859308476679614
7,MFC,0.525,resnet50 avgpool,0.027233836283061537
7,MFC,0.525,clip ln_post,0.007369152520412138
7,MFC,0.525,category,-0.033750655877513615
7,MFC,0.525,low-level,0.007456140243111888
7,MFC,0.55,alexnet conv1,-0.019179695373434173
7,MFC,0.55,alexnet conv4,-0.013005823451696751
7,MFC,0.55,resnet50 avgpool,0.017080114292088572
7,MFC,0.55,clip ln_post,0.02044166437546853
7,MFC,0.55,category,-0.04150915628535457
7,MFC,0.55,low-level,0.017660817334054394
7,MFC,0.575,alexnet conv1,-0.01483278266771468
7,MFC,0.575,alexnet conv4,-0.012223843055507437
7,MFC,0.575,resnet50 avgpool,-0.0013592804253708649
7,MFC,0.575,clip ln_post,0.018471070173399676
7,MFC,0.575,category,-0.03736814512542487
7,MFC,0.575,low-level,0.015602981514228483
7,MFC,0.6,alexnet conv1,-0.03543384809327678
7,MFC,0.6,alexnet conv4,-0.019885892190097947
7,MFC,0.6,resnet50 avgpool,0.01058946324045934
7,MFC,0.6,clip ln_post,0.010634480472153075
7,MFC,0.6,category,-0.04285333416756411
7,MFC,0.6,low-level,-0.010381678801621882
7,MFC,0.625,alexnet conv1,-0.02899513086611221
7,MFC,0.625,alexnet conv4,-0.029129302118655966
7,MFC,0.625,resnet50 avgpool,-0.019556967048270937
7,MFC,0.625,clip ln_post,-0.02699590385370927
7,MFC,0.625,category,-0.045499242209387065
7,MFC,0.625,low-level,0.0040344334114756795
7,MFC,0.65,alexnet conv1,-0.017239458011040175
7,MFC,0.65,alexnet conv4,-0.005504076285145116
7,MFC,0.65,resnet50 avgpool,-0.017313320997309613
7,MFC,0.65,clip ln_post,-0.008276761828991196
7,MFC,0.65,category,-0.03407137200379519
7,MFC,0.65,low-level,0.01465113713453547
7,MFC,0.675,alexnet conv1,-0.027480454380422757
7,MFC,0.675,alexnet conv4,-0.013036008297945685
7,MFC,0.675,resnet50 avgpool,-0.03296283492341255
7,MFC,0.675,clip ln_post,-0.015523946439936742
7,MFC,0.675,category,-0.015120822071451741
7,MFC,0.675,low-level,0.0062834522094562155
7,MFC,0.7,alexnet conv1,-0.031677327392516594
7,MFC,0.7,alexnet conv4,-0.01149371458215139
7,MFC,0.7,resnet50 avgpool,-0.025740908775587806
7,MFC,0.7,clip ln_post,-0.005239263740370518
7,MFC,0.7,category,-0.020087205615194312
7,MFC,0.7,low-level,-0.012199100572664398
7,MFC,0.725,alexnet conv1,-0.021790019123211914
7,MFC,0.725,alexnet conv4,0.002354221443501511
7,MFC,0.725,resnet50 avgpool,-0.01748305803328466
7,MFC,0.725,clip ln_post,0.009547203554792888
7,MFC,0.725,category,-0.007720769098866656
7,MFC,0.725,low-level,-0.014709922030465932
7,MFC,0.75,alexnet conv1,-0.029851789169803293
7,MFC,0.75,alexnet conv4,-0.02771217047595249
7,MFC,0.75,resnet50 avgpool,-0.03910842621183087
7,MFC,0.75,clip ln_post,-0.03610864791954704
7,MFC,0.75,category,-0.020563563390994882
7,MFC,0.75,low-level,-0.01670436598759567
7,MFC,0.775,alexnet conv1,-0.04652115040014271
7,MFC,0.775,alexnet conv4,-0.03796538656873852
7,MFC,0.775,resnet50 avgpool,-0.034368852514736356
7,MFC,0.775,clip ln_post,-0.011996664310356732
7,MFC,0.775,category,-0.004669249485569939
7,MFC,0.775,low-level,-0.022999288520528113
7,MFC,0.8,alexnet conv1,-0.031095506393282294
7,MFC,0.8,alexnet conv4,-0.018312627372393368
7,MFC,0.8,resnet50 avgpool,-0.02328707037782615
7,MFC,0.8,clip ln_post,0.017373768496357304
7,MFC,0.8,category,0.01797425231263337
7,MFC,0.8,low-level,-0.01664008139711734
7,MFC,0.825,alexnet conv1,-0.02116576898383581
7,MFC,0.825,alexnet conv4,-0.0260483797850721
7,MFC,0.825,resnet50 avgpool,-0.020959978849722706
