region,t,predictor,n_cells,r_mean,r_sem,r_debiased_mean,r_debiased_sem,p_debiased_vs0
MTL,0.15,resnet50 avgpool,133,-0.089193154933156,0.015076258807031716,0.030097604058079316,0.015512362208493481,0.05448344960366663
MTL,0.2,resnet50 avgpool,134,-0.12518934188102943,0.01342258410863205,-0.005585919578551694,0.014352764746161656,0.6977597168912324
MTL,0.25,resnet50 avgpool,134,-0.029120081828156664,0.01679317199353555,0.09048334047432108,0.017683778267519535,1.0628143354716712e-06
MTL,0.3,resnet50 avgpool,134,0.03318297608571442,0.02231241901578188,0.15278639838819216,0.023341771149379898,1.1784126884534986e-09
MTL,0.35,resnet50 avgpool,134,0.03243442281494261,0.022699888265680906,0.15203784511742033,0.02347443960507662,1.6683514831412774e-09
MTL,0.4,resnet50 avgpool,134,-0.00919088179654437,0.02210111862947954,0.11041254050593337,0.02295639154073384,4.033855382521431e-06
MTL,0.45,resnet50 avgpool,134,-0.019644243952752567,0.021455007986619267,0.09995917834972518,0.022629037877544465,2.0526275286362946e-05
MTL,0.5,resnet50 avgpool,134,-0.03001390682308415,0.01924761363527791,0.0895895154793936,0.021452255993972966,5.328392447456129e-05
MTL,0.55,resnet50 avgpool,134,-0.05920727252181241,0.016056580574143657,0.06039614978066532,0.017783544666516007,0.0009014083346717125
MTL,0.6,resnet50 avgpool,134,-0.07491995623311049,0.017166404623116513,0.04468346606936723,0.01928624306581398,0.022039641154767465
MTL,0.65,resnet50 avgpool,134,-0.07957280758802562,0.018608967106346568,0.040030614714452094,0.02064924799027643,0.054668275946567
MTL,0.7,resnet50 avgpool,134,-0.06108018520486012,0.014938799655323312,0.05852323709761761,0.015535023798615181,0.00024707652265246524
MTL,0.75,resnet50 avgpool,134,-0.07696023903252998,0.017704713867073087,0.04264318326994775,0.01841703457303048,0.02212050495826298
MTL,0.8,resnet50 avgpool,134,-0.08812523201181176,0.016436424908598875,0.03147819029066599,0.016912906833107706,0.06492455307868879
MTL,0.85,resnet50 avgpool,134,-0.13709265481852304,0.014738370264146232,-0.017489232516045304,0.016847436536155957,0.3011096383299501
MTL,0.9,resnet50 avgpool,134,-0.11448504965328508,0.013020785524357904,0.005118372649192627,0.01566052749469376,0.7443082098516002
MTL,0.95,resnet50 avgpool,134,-0.08997140503902822,0.01530719606394867,0.029632017263449502,0.01734698479813267,0.08993323199677895
MTL,1.0,resnet50 avgpool,134,-0.09855127173919087,0.014779769632255205,0.021052150563286878,0.01638217984561035,0.20100329777753675
MTL,1.05,resnet50 avgpool,134,-0.10071254428101799,0.015204139212518489,0.01889087802145975,0.015924084736787452,0.2376153404129065
MTL,1.1,resnet50 avgpool,133,-0.09656268324551481,0.0153729966127192,0.022728075745720503,0.016475746973498177,0.1700772322939297
