criterion,unit_of_inference,layer,supervised,clip
similarity tuning (MTL concept cells),18-23,layer2,0.05874319424456831,0.07918007475972408
similarity tuning (MTL concept cells),18-24,layer2,-0.10334106361554961,-0.13142008710414188
similarity tuning (MTL concept cells),18-28,layer2,-0.048470132327796914,-0.07865206169286305
similarity tuning (MTL concept cells),18-29,layer2,-0.03575862177686615,-0.08144177629265066
similarity tuning (MTL concept cells),18-30,layer2,-0.03079336746018517,-0.05922394108689491
similarity tuning (MTL concept cells),18-37,layer2,0.15034501575236953,0.23996840742112385
similarity tuning (MTL concept cells),21-0,layer2,-0.15752664825761659,-0.08622457662468311
similarity tuning (MTL concept cells),21-2,layer2,0.24351187182409179,0.24389819420139075
similarity tuning (MTL concept cells),21-4,layer2,-0.22292765376296383,-0.2548791019852785
similarity tuning (MTL concept cells),21-14,layer2,-0.0751638309851142,-0.07650108611845124
similarity tuning (MTL concept cells),1-34,layer3,0.17191572809997016,0.18076618579476186
similarity tuning (MTL concept cells),1-36,layer3,0.21573246127728782,0.22269645651851958
similarity tuning (MTL concept cells),1-38,layer3,0.21996506337145136,0.2306623756048526
similarity tuning (MTL concept cells),2-0,layer3,0.1883012075966831,0.06906168763465793
similarity tuning (MTL concept cells),3-39,layer3,-0.2295603671748306,-0.13586999921021867
similarity tuning (MTL concept cells),4-8,layer3,0.15072985554812562,0.19928848803473323
similarity tuning (MTL concept cells),4-13,layer3,-0.2861459715195243,-0.2981353988215407
similarity tuning (MTL concept cells),4-15,layer3,0.13795513741748594,0.14902295365604687
similarity tuning (MTL concept cells),4-25,layer3,0.453267537916359,0.4584320468799458
similarity tuning (MTL concept cells),4-33,layer3,0.04496252626467713,0.04488691663530827
similarity tuning (MTL concept cells),4-39,layer3,0.27584654469067227,0.2709126371988134
similarity tuning (MTL concept cells),4-40,layer3,0.0651156817491214,0.23289236252339338
similarity tuning (MTL concept cells),4-41,layer3,0.4795160143460224,0.5445659513071763
similarity tuning (MTL concept cells),4-43,layer3,0.3605998402741051,0.36409098507260557
similarity tuning (MTL concept cells),4-44,layer3,0.305884443828321,0.38017030604109525
similarity tuning (MTL concept cells),4-45,layer3,0.080534826378477,0.09879775971576646
similarity tuning (MTL concept cells),4-46,layer3,0.03208901968130218,0.09069303012715443
similarity tuning (MTL concept cells),5-5,layer3,0.07636804194284126,0.008479729706805902
similarity tuning (MTL concept cells),5-6,layer3,-0.0497288232434663,0.010786107462905366
similarity tuning (MTL concept cells),7-17,layer3,0.22168007506589052,0.21418677817438866
similarity tuning (MTL concept cells),7-20,layer3,-0.0010101647721553924,-0.07907569836432413
similarity tuning (MTL concept cells),7-21,layer3,-0.217561916110289,-0.10896323856575636
similarity tuning (MTL concept cells),7-23,layer3,0.16380514411103533,0.09118880935560751
similarity tuning (MTL concept cells),7-24,layer3,0.07139303734679282,0.10037599058161469
similarity tuning (MTL concept cells),7-25,layer3,0.029290632476100035,-0.05176571612119619
similarity tuning (MTL concept cells),7-26,layer3,0.3525311166991048,0.4005998664416777
similarity tuning (MTL concept cells),7-30,layer3,0.24006305485305413,0.357168952513764
similarity tuning (MTL concept cells),8-34,layer3,-0.07061619176680657,0.12158053339989447
similarity tuning (MTL concept cells),8-37,layer3,0.17054162989649618,0.2881663273518367
similarity tuning (MTL concept cells),8-38,layer3,0.09691858939864204,0.12456260131540242
similarity tuning (MTL concept cells),8-42,layer3,0.188284854820434,0.12199760533176493
similarity tuning (MTL concept cells),8-45,layer3,0.10557743135844501,0.11965711173448525
similarity tuning (MTL concept cells),10-64,layer3,-0.06847403568229768,-0.07395601926546162
similarity tuning (MTL concept cells),10-67,layer3,0.011220112537839529,0.026612783933288316
similarity tuning (MTL concept cells),10-70,layer3,-0.00025612864899414987,0.043336967409810155
similarity tuning (MTL concept cells),10-71,layer3,0.08924778411735074,0.08279005864136381
similarity tuning (MTL concept cells),11-6,layer3,-0.07774764606575763,-0.06828873363639246
similarity tuning (MTL concept cells),11-11,layer3,0.4428805516421682,0.3729279799960033
similarity tuning (MTL concept cells),11-12,layer3,0.25029717683412833,0.23270638960331563
similarity tuning (MTL concept cells),11-13,layer3,0.008107837022114033,-0.016580657061300717
similarity tuning (MTL concept cells),11-17,layer3,-0.30023777981610084,-0.32521317717336207
similarity tuning (MTL concept cells),11-18,layer3,0.24429647526773726,0.2734199226677488
similarity tuning (MTL concept cells),11-25,layer3,-0.044563845865459126,-0.10030024979815191
similarity tuning (MTL concept cells),11-28,layer3,0.05498610201409252,0.0736120707686345
similarity tuning (MTL concept cells),11-31,layer3,-0.07922292625267778,-0.002422329576441709
similarity tuning (MTL concept cells),11-34,layer3,-0.10106077021539538,-0.062395359255266604
similarity tuning (MTL concept cells),11-65,layer3,0.05223918868281374,0.12231490968826138
similarity tuning (MTL concept cells),11-68,layer3,-0.010695954460839707,-0.016753615873495373
similarity tuning (MTL concept cells),12-14,layer3,0.09872463621073457,0.11754273984530146
similarity tuning (MTL concept cells),12-15,layer3,0.3723463027999951,0.4018275873733114
similarity tuning (MTL concept cells),13-17,layer3,0.04222373631271196,0.08379166787982624
similarity tuning (MTL concept cells),13-18,layer3,-0.01762994485212203,-0.08938558591691055
similarity tuning (MTL concept cells),13-19,layer3,0.3923054174628824,0.42585768763570503
similarity tuning (MTL concept cells),13-20,layer3,0.14732180564360517,0.07239901852013128
similarity tuning (MTL concept cells),13-25,layer3,0.027830033251931893,-0.09679346729930158
similarity tuning (MTL concept cells),13-26,layer3,0.1010428343543624,-0.004515597417794754
similarity tuning (MTL concept cells),13-28,layer3,-0.08100048143553311,-0.2048085827420955
similarity tuning (MTL concept cells),13-30,layer3,0.0313977204532344,-0.06606973835066221
similarity tuning (MTL concept cells),13-31,layer3,0.08608173576247946,0.012097698914360857
similarity tuning (MTL concept cells),13-32,layer3,0.1246392371170337,0.25884081067211057
similarity tuning (MTL concept cells),13-33,layer3,0.12206299761543372,0.17767031722519935
similarity tuning (MTL concept cells),13-35,layer3,0.23816983115590173,0.3724444708019621
similarity tuning (MTL concept cells),13-37,layer3,0.1699885839011536,0.1670363141624681
similarity tuning (MTL concept cells),13-46,layer3,0.11301254711537448,0.0940420411114714
similarity tuning (MTL concept cells),13-75,layer3,0.6893346822332304,0.701957829124522
similarity tuning (MTL concept cells),13-77,layer3,0.6537197493156001,0.7596630031059678
similarity tuning (MTL concept cells),13-78,layer3,0.4172421557449734,0.41580094844419396
similarity tuning (MTL concept cells),13-80,layer3,0.2458961597928673,0.2831278088070625
similarity tuning (MTL concept cells),13-82,layer3,0.42512346130004225,0.37547086406303315
similarity tuning (MTL concept cells),13-83,layer3,0.5816524636760229,0.5763605904686767
similarity tuning (MTL concept cells),13-84,layer3,0.43905507192705434,0.4518165342252801
similarity tuning (MTL concept cells),13-85,layer3,0.7832105170543232,0.7419040190830893
similarity tuning (MTL concept cells),13-86,layer3,0.632840451613527,0.6051863255831285
similarity tuning (MTL concept cells),13-88,layer3,0.3882861179227348,0.40224759344971384
similarity tuning (MTL concept cells),13-89,layer3,0.5550627605102,0.5360446330490545
similarity tuning (MTL concept cells),13-90,layer3,0.654357481816303,0.6326885120059635
similarity tuning (MTL concept cells),13-92,layer3,0.7004859180619735,0.7495174062321247
similarity tuning (MTL concept cells),13-93,layer3,0.46981760015822116,0.42395264048853426
similarity tuning (MTL concept cells),13-94,layer3,0.7143356679434988,0.7154205559356427
similarity tuning (MTL concept cells),13-95,layer3,-0.025472579234962607,0.03898645285014278
similarity tuning (MTL concept cells),13-97,layer3,0.5156028271775184,0.49625098408780405
similarity tuning (MTL concept cells),13-98,layer3,0.3110869640831143,0.13872899322788465
similarity tuning (MTL concept cells),14-14,layer3,0.16075019146336395,0.12469430956081377
similarity tuning (MTL concept cells),14-15,layer3,0.06585056559412922,0.1197698413543183
similarity tuning (MTL concept cells),14-16,layer3,0.021487259009278777,-0.008900048110352157
similarity tuning (MTL concept cells),14-17,layer3,-0.0704002448370048,-0.11009696439784916
similarity tuning (MTL concept cells),14-18,layer3,-0.12412597775756216,-0.08777732452330658
similarity tuning (MTL concept cells),14-19,layer3,-0.08368506612252537,-0.0951071194223021
similarity tuning (MTL concept cells),14-45,layer3,0.22254173400547553,0.23671392704885347
similarity tuning (MTL concept cells),14-46,layer3,0.011843185676611663,0.05435124575794644
similarity tuning (MTL concept cells),14-47,layer3,0.14996503684919413,0.12732382593654085
similarity tuning (MTL concept cells),14-48,layer3,0.6247780752682438,0.7453037481733017
similarity tuning (MTL concept cells),14-49,layer3,0.22035944618702052,0.1650678826300256
similarity tuning (MTL concept cells),14-50,layer3,0.5128557602249373,0.4977918386294486
similarity tuning (MTL concept cells),14-51,layer3,0.27691273751649154,0.35003283895820386
similarity tuning (MTL concept cells),14-52,layer3,-0.1315182763039918,-0.11167372670746911
similarity tuning (MTL concept cells),14-53,layer3,0.541762759522755,0.5279069344710221
similarity tuning (MTL concept cells),14-55,layer3,0.510499129261876,0.5179896090743725
similarity tuning (MTL concept cells),14-56,layer3,0.5151235821933456,0.47499431403589865
similarity tuning (MTL concept cells),14-59,layer3,0.4838218951257326,0.5178185545622154
similarity tuning (MTL concept cells),14-60,layer3,0.6391044935607894,0.6097866092942585
similarity tuning (MTL concept cells),14-61,layer3,-0.14576134480504405,-0.07153321067976853
similarity tuning (MTL concept cells),14-62,layer3,0.29777489756753295,0.3369058167426489
similarity tuning (MTL concept cells),14-63,layer3,-0.12723616739473448,-0.09308102591739521
similarity tuning (MTL concept cells),14-68,layer3,0.15465861766343159,0.18930214802004028
similarity tuning (MTL concept cells),14-69,layer3,0.28143183422966367,0.15584394977365623
similarity tuning (MTL concept cells),15-2,layer3,0.15096629855373736,0.060017260255992425
similarity tuning (MTL concept cells),15-8,layer3,0.0023926344125990416,-0.01967560000998999
similarity tuning (MTL concept cells),16-7,layer3,0.06892650413320615,0.21373843829768258
similarity tuning (MTL concept cells),16-9,layer3,0.10748528836637562,0.0878691223333082
similarity tuning (MTL concept cells),16-13,layer3,-0.010066812332280206,-0.08284772361970177
similarity tuning (MTL concept cells),16-20,layer3,0.019504013196196796,0.11422620618230014
similarity tuning (MTL concept cells),16-21,layer3,0.2586904845510979,0.27650474184139057
similarity tuning (MTL concept cells),16-24,layer3,0.5313879811323698,0.5604542537461589
similarity tuning (MTL concept cells),16-30,layer3,0.060105309842811774,0.015741866863593558
similarity tuning (MTL concept cells),18-5,layer3,0.25747015248295624,0.22146316220329101
similarity tuning (MTL concept cells),18-13,layer3,-0.1831904863957777,-0.15903548642679557
similarity tuning (MTL concept cells),18-14,layer3,0.08025750706240037,-0.15047647223447516
similarity tuning (MTL concept cells),18-16,layer3,-0.16007864886832499,-0.12953378742266414
similarity tuning (MTL concept cells),18-17,layer3,0.10183592813264469,0.061716434489569344
similarity tuning (MTL concept cells),18-18,layer3,-0.047030242931775615,-0.11899187346221904
similarity tuning (MTL concept cells),18-19,layer3,-0.10457353888523245,-0.08680863649629536
similarity tuning (MTL concept cells),18-20,layer3,-0.1921507142166816,-0.1441901014569831
similarity tuning (MTL concept cells),18-22,layer3,-0.14068175597576985,-0.08138635260604107
similarity tuning (MTL concept cells),18-23,layer3,0.14937408396630175,0.05214485468125797
similarity tuning (MTL concept cells),18-24,layer3,-0.22370904193103097,-0.17762867187714942
similarity tuning (MTL concept cells),18-28,layer3,-0.1602200046972664,-0.12850340095770535
similarity tuning (MTL concept cells),18-29,layer3,0.06386550457181815,0.1260390404578665
similarity tuning (MTL concept cells),18-30,layer3,-0.17078890209360414,-0.11413321517353037
similarity tuning (MTL concept cells),18-37,layer3,0.12989301867280673,0.17741980593089754
similarity tuning (MTL concept cells),21-0,layer3,-0.14545622613118428,-0.1359832366142374
similarity tuning (MTL concept cells),21-2,layer3,0.13312669121721102,0.1236746703859639
similarity tuning (MTL concept cells),21-4,layer3,-0.23904229721421824,-0.10469466630948165
similarity tuning (MTL concept cells),21-14,layer3,-0.02432290468937566,0.061110036470609794
similarity tuning (MTL concept cells),1-34,layer4,0.29657858520267666,0.2819034673155862
similarity tuning (MTL concept cells),1-36,layer4,0.02762889416358248,-0.11349293693862464
similarity tuning (MTL concept cells),1-38,layer4,0.24087919390814835,0.292595514280029
similarity tuning (MTL concept cells),2-0,layer4,0.1414242117661187,-0.0036078910546449676
similarity tuning (MTL concept cells),3-39,layer4,-0.09788810105020591,-0.07657069748902699
similarity tuning (MTL concept cells),4-8,layer4,0.11918706185128114,0.20363133644226977
similarity tuning (MTL concept cells),4-13,layer4,-0.24888222183296038,-0.27230224719834
similarity tuning (MTL concept cells),4-15,layer4,0.10183910548112923,0.17693309895328746
similarity tuning (MTL concept cells),4-25,layer4,0.2640953534891725,0.33254399180168626
similarity tuning (MTL concept cells),4-33,layer4,0.1810346559188205,-0.0019406471538005261
similarity tuning (MTL concept cells),4-39,layer4,0.28649556169393414,0.33867163342034096
similarity tuning (MTL concept cells),4-40,layer4,0.4552274780446936,0.38378251152213505
similarity tuning (MTL concept cells),4-41,layer4,0.6160804782768923,0.5585809804273008
similarity tuning (MTL concept cells),4-43,layer4,0.30633530699306427,0.35432589889708965
similarity tuning (MTL concept cells),4-44,layer4,0.5869565532112087,0.4444052835394251
similarity tuning (MTL concept cells),4-45,layer4,0.004317169055376447,0.15599370853426897
similarity tuning (MTL concept cells),4-46,layer4,0.12746116582573017,0.1107902169554441
similarity tuning (MTL concept cells),5-5,layer4,0.04297910622229301,0.002750864696553105
similarity tuning (MTL concept cells),5-6,layer4,0.047756067246687885,0.05223960360300246
similarity tuning (MTL concept cells),7-17,layer4,0.2185612433867249,0.1906537755043206
similarity tuning (MTL concept cells),7-20,layer4,0.09422816994665499,0.059155249057419784
similarity tuning (MTL concept cells),7-21,layer4,0.0349168444772052,-0.11933297428056441
similarity tuning (MTL concept cells),7-23,layer4,-0.07535118266358615,0.10106691672537342
similarity tuning (MTL concept cells),7-24,layer4,-0.01449147661741093,0.27713925621432767
similarity tuning (MTL concept cells),7-25,layer4,0.132091827343742,-0.35071678359540825
similarity tuning (MTL concept cells),7-26,layer4,0.12476043877677034,0.26985610137230787
similarity tuning (MTL concept cells),7-30,layer4,0.1214640771739272,0.36753980561466076
similarity tuning (MTL concept cells),8-34,layer4,-0.0499858262737326,0.06323655509833545
similarity tuning (MTL concept cells),8-37,layer4,0.18695155151875348,0.25518441080734927
similarity tuning (MTL concept cells),8-38,layer4,-0.004237103017003451,-0.026204219629429107
similarity tuning (MTL concept cells),8-42,layer4,0.008195074084165546,0.08489773792610908
similarity tuning (MTL concept cells),8-45,layer4,0.16205752455746028,0.2549269349461269
similarity tuning (MTL concept cells),10-64,layer4,-0.131618365103186,-0.06530159147907781
similarity tuning (MTL concept cells),10-67,layer4,0.08782727546626316,0.0033584010317342814
similarity tuning (MTL concept cells),10-70,layer4,0.08009142854047066,0.002049029191953199
similarity tuning (MTL concept cells),10-71,layer4,0.1097308821114968,0.07275031356541535
similarity tuning (MTL concept cells),11-6,layer4,-0.078106520792075,0.17197789563309196
similarity tuning (MTL concept cells),11-11,layer4,0.38910800473769064,0.32474351071031893
similarity tuning (MTL concept cells),11-12,layer4,0.21430496701624438,0.15002158326493364
similarity tuning (MTL concept cells),11-13,layer4,-0.03584654631963599,0.0066739751693285915
similarity tuning (MTL concept cells),11-17,layer4,-0.12360791171733967,-0.24300249420571052
similarity tuning (MTL concept cells),11-18,layer4,0.27153510665647457,0.30290817316671664
similarity tuning (MTL concept cells),11-25,layer4,0.00861955271702868,-0.03579262946425986
similarity tuning (MTL concept cells),11-28,layer4,0.0385259435798461,0.060260487147047626
similarity tuning (MTL concept cells),11-31,layer4,-0.0885042732613597,0.015885382380244048
similarity tuning (MTL concept cells),11-34,layer4,-0.1462209593564085,-0.12107580647710907
similarity tuning (MTL concept cells),11-65,layer4,0.19302583483625294,0.1856574667827432
similarity tuning (MTL concept cells),11-68,layer4,-0.20380608961993385,-0.15098530977066857
similarity tuning (MTL concept cells),12-14,layer4,0.13933077548205847,0.061242046114127875
similarity tuning (MTL concept cells),12-15,layer4,0.4385308839155941,0.448951215470817
similarity tuning (MTL concept cells),13-17,layer4,0.15994068814749493,0.14172949482743638
similarity tuning (MTL concept cells),13-18,layer4,-0.0020681766493190366,-0.057328847852465496
similarity tuning (MTL concept cells),13-19,layer4,0.2371990800653138,0.43752363191348165
similarity tuning (MTL concept cells),13-20,layer4,0.1876511180727769,0.1965990249391734
similarity tuning (MTL concept cells),13-25,layer4,0.049696487949878375,0.07390759746392168
similarity tuning (MTL concept cells),13-26,layer4,0.1733431300887166,0.1528707305597258
similarity tuning (MTL concept cells),13-28,layer4,0.01654684055765218,0.02506247190781525
similarity tuning (MTL concept cells),13-30,layer4,0.16541547630859224,0.01817361992280989
similarity tuning (MTL concept cells),13-31,layer4,0.18055053169667964,0.20527965153632907
similarity tuning (MTL concept cells),13-32,layer4,0.1892482510396852,0.2230958863679968
similarity tuning (MTL concept cells),13-33,layer4,0.1392838182858523,0.14444247822236533
similarity tuning (MTL concept cells),13-35,layer4,0.3337705509339455,0.4300519720395228
similarity tuning (MTL concept cells),13-37,layer4,0.2869657980208231,0.045060959169410005
similarity tuning (MTL concept cells),13-46,layer4,0.09193983550623247,0.17483765413209995
similarity tuning (MTL concept cells),13-75,layer4,0.7111039415427632,0.7053340799896579
similarity tuning (MTL concept cells),13-77,layer4,0.7766904970580099,0.7794360545147739
similarity tuning (MTL concept cells),13-78,layer4,0.4100108349024657,0.4129438181812451
similarity tuning (MTL concept cells),13-80,layer4,0.2140376282674463,0.2625224101354895
similarity tuning (MTL concept cells),13-82,layer4,0.3402253692369665,0.34842906199820617
similarity tuning (MTL concept cells),13-83,layer4,0.5830384304684231,0.5968728989961996
similarity tuning (MTL concept cells),13-84,layer4,0.4611850680553269,0.412899138288032
similarity tuning (MTL concept cells),13-85,layer4,0.7419040190830893,0.7066460626085583
similarity tuning (MTL concept cells),13-86,layer4,0.6671305586165486,0.7027579545608211
similarity tuning (MTL concept cells),13-88,layer4,0.33140134014039735,0.39279635865558826
similarity tuning (MTL concept cells),13-89,layer4,0.3833357335699368,0.366521863469517
similarity tuning (MTL concept cells),13-90,layer4,0.6205548979445279,0.5968426376165663
similarity tuning (MTL concept cells),13-92,layer4,0.7255447723972593,0.7470165729869701
similarity tuning (MTL concept cells),13-93,layer4,0.4706044367657255,0.42778529622186173
similarity tuning (MTL concept cells),13-94,layer4,0.7229895419273443,0.7013674719443832
similarity tuning (MTL concept cells),13-95,layer4,0.06783750048890043,-0.09529425958006013
similarity tuning (MTL concept cells),13-97,layer4,0.49716047018601506,0.45234301634638957
similarity tuning (MTL concept cells),13-98,layer4,0.284748890082403,0.1106754124914948
similarity tuning (MTL concept cells),14-14,layer4,0.18996832389384197,0.19249147868058444
similarity tuning (MTL concept cells),14-15,layer4,0.19427693850881683,0.04577045866083847
similarity tuning (MTL concept cells),14-16,layer4,0.041169079687600404,-0.14268048556338842
similarity tuning (MTL concept cells),14-17,layer4,0.09226257347836324,-0.154429612280094
similarity tuning (MTL concept cells),14-18,layer4,-0.15605419018848576,-0.09085900325477231
similarity tuning (MTL concept cells),14-19,layer4,-0.05317515193922909,-0.054043943465386615
similarity tuning (MTL concept cells),14-45,layer4,0.29184503476174173,0.4095636112121425
similarity tuning (MTL concept cells),14-46,layer4,0.01754760518343929,0.07673457712230052
similarity tuning (MTL concept cells),14-47,layer4,0.16843688724413267,0.09914105990540599
similarity tuning (MTL concept cells),14-48,layer4,0.6562513275070934,0.7445981828709097
similarity tuning (MTL concept cells),14-49,layer4,0.1802459589005732,0.17419489859337814
similarity tuning (MTL concept cells),14-50,layer4,0.6059689937111464,0.6040480909573592
similarity tuning (MTL concept cells),14-51,layer4,0.2661137715340716,0.36814886133058117
similarity tuning (MTL concept cells),14-52,layer4,-0.15136282590051447,-0.08592458926204578
similarity tuning (MTL concept cells),14-53,layer4,0.38965099286391314,0.560405142319632
similarity tuning (MTL concept cells),14-55,layer4,0.4772505709104887,0.5094290607172337
similarity tuning (MTL concept cells),14-56,layer4,0.44688603627647094,0.49095452961720126
similarity tuning (MTL concept cells),14-59,layer4,0.4101036195078991,0.4559032734668404
similarity tuning (MTL concept cells),14-60,layer4,0.6226814016816159,0.5973994858985295
similarity tuning (MTL concept cells),14-61,layer4,-0.1635007437958572,-0.10607009367073213
similarity tuning (MTL concept cells),14-62,layer4,0.2579348096306673,0.2548955149374544
similarity tuning (MTL concept cells),14-63,layer4,-0.1813045447445657,-0.08840154264723109
similarity tuning (MTL concept cells),14-68,layer4,0.10466285227998758,0.25058483619459515
similarity tuning (MTL concept cells),14-69,layer4,0.20894334440612994,0.2470155599308381
similarity tuning (MTL concept cells),15-2,layer4,0.14036906633828822,-0.007056390902411245
similarity tuning (MTL concept cells),15-8,layer4,-0.08582939616259541,-0.022831841150014257
similarity tuning (MTL concept cells),16-7,layer4,0.1624992041553893,0.10239562392865724
similarity tuning (MTL concept cells),16-9,layer4,0.2335776807270806,0.06409562070064005
similarity tuning (MTL concept cells),16-13,layer4,0.013193949780180016,0.04652152422492045
similarity tuning (MTL concept cells),16-20,layer4,0.2140575585503594,0.05912027284834705
similarity tuning (MTL concept cells),16-21,layer4,0.2877749862495349,0.33293675416460783
similarity tuning (MTL concept cells),16-24,layer4,0.5638453188844343,0.5925482630905511
similarity tuning (MTL concept cells),16-30,layer4,0.09383788169336939,0.04620340144379409
similarity tuning (MTL concept cells),18-5,layer4,0.20714105402482474,0.16704923711679415
similarity tuning (MTL concept cells),18-13,layer4,-0.07228416033498604,-0.1393756415322551
similarity tuning (MTL concept cells),18-14,layer4,0.12074205701502981,0.18981739083251056
similarity tuning (MTL concept cells),18-16,layer4,-0.08230712664720025,-0.09473519527232231
similarity tuning (MTL concept cells),18-17,layer4,0.08435511012983543,0.13341827809992948
similarity tuning (MTL concept cells),18-18,layer4,-0.15142564381831605,0.02112915960255573
similarity tuning (MTL concept cells),18-19,layer4,-0.12332118055525963,-0.033035158910491504
similarity tuning (MTL concept cells),18-20,layer4,-0.1070443885215123,-0.12004281918911136
similarity tuning (MTL concept cells),18-22,layer4,-0.11578438078752505,-0.07461488448348846
similarity tuning (MTL concept cells),18-23,layer4,0.2836515778033176,0.2418535357446825
similarity tuning (MTL concept cells),18-24,layer4,-0.16560213122313133,-0.1566527438281371
similarity tuning (MTL concept cells),18-28,layer4,-0.10402534468451188,-0.10947343871396877
similarity tuning (MTL concept cells),18-29,layer4,0.13568578729315103,0.05146615196416188
similarity tuning (MTL concept cells),18-30,layer4,-0.0605851157953101,-0.06862375133746018
similarity tuning (MTL concept cells),18-37,layer4,0.07526131927789503,0.20637232288844248
similarity tuning (MTL concept cells),21-0,layer4,0.010491590540274496,-0.20224323318169915
similarity tuning (MTL concept cells),21-2,layer4,0.011924484045960285,0.1557651825269283
similarity tuning (MTL concept cells),21-4,layer4,-0.1220722128525271,-0.13518114694531866
similarity tuning (MTL concept cells),21-14,layer4,-0.009587866993737293,-0.08964655639144369
similarity tuning (MTL concept cells),1-34,avgpool,0.29657858520267666,0.2164453813449903
similarity tuning (MTL concept cells),1-36,avgpool,0.02762889416358248,-0.07501434004413764
similarity tuning (MTL concept cells),1-38,avgpool,0.24087919390814835,0.27714384105400497
similarity tuning (MTL concept cells),2-0,avgpool,0.1414242117661187,0.02190322512607158
similarity tuning (MTL concept cells),3-39,avgpool,-0.09788810105020591,0.026627788789942347
similarity tuning (MTL concept cells),4-8,avgpool,0.11918706185128114,0.21925035264481352
similarity tuning (MTL concept cells),4-13,avgpool,-0.24888222183296038,-0.2613288730575114
similarity tuning (MTL concept cells),4-15,avgpool,0.10183910548112923,0.11508502743254194
similarity tuning (MTL concept cells),4-25,avgpool,0.2640953534891725,0.19899734782132728
similarity tuning (MTL concept cells),4-33,avgpool,0.1810346559188205,0.03404953642577287
similarity tuning (MTL concept cells),4-39,avgpool,0.28649556169393414,0.3266246759610524
similarity tuning (MTL concept cells),4-40,avgpool,0.4552274780446936,0.44583481944091286
similarity tuning (MTL concept cells),4-41,avgpool,0.6160804782768923,0.5515103351054361
similarity tuning (MTL concept cells),4-43,avgpool,0.30633530699306427,0.25616907412765455
similarity tuning (MTL concept cells),4-44,avgpool,0.5869565532112087,0.6017683833167058
similarity tuning (MTL concept cells),4-45,avgpool,0.004317169055376447,0.10795539104535286
similarity tuning (MTL concept cells),4-46,avgpool,0.12746116582573017,0.07527495931613833
similarity tuning (MTL concept cells),5-5,avgpool,0.04297910622229301,0.16310861040204327
similarity tuning (MTL concept cells),5-6,avgpool,0.047756067246687885,-0.17721497700930264
similarity tuning (MTL concept cells),7-17,avgpool,0.2185612433867249,0.10523019094119927
similarity tuning (MTL concept cells),7-20,avgpool,0.09422816994665499,-0.05147799678903879
similarity tuning (MTL concept cells),7-21,avgpool,0.0349168444772052,0.2412583824898308
similarity tuning (MTL concept cells),7-23,avgpool,-0.07535118266358615,0.2507079977896783
similarity tuning (MTL concept cells),7-24,avgpool,-0.01449147661741093,0.329128451988655
similarity tuning (MTL concept cells),7-25,avgpool,0.132091827343742,-0.2697010037411538
similarity tuning (MTL concept cells),7-26,avgpool,0.12476043877677034,0.3547546501186519
similarity tuning (MTL concept cells),7-30,avgpool,0.1214640771739272,0.4216538679037758
similarity tuning (MTL concept cells),8-34,avgpool,-0.0499858262737326,0.17747822330306526
similarity tuning (MTL concept cells),8-37,avgpool,0.18695155151875348,0.252834347957742
similarity tuning (MTL concept cells),8-38,avgpool,-0.004237103017003451,-0.01275244597350553
similarity tuning (MTL concept cells),8-42,avgpool,0.008195074084165546,-0.004763639122815439
similarity tuning (MTL concept cells),8-45,avgpool,0.16205752455746028,0.1195360829633445
similarity tuning (MTL concept cells),10-64,avgpool,-0.131618365103186,-0.20501603418888092
similarity tuning (MTL concept cells),10-67,avgpool,0.08782727546626316,0.055540829183908604
similarity tuning (MTL concept cells),10-70,avgpool,0.08009142854047066,0.06702886744176902
similarity tuning (MTL concept cells),10-71,avgpool,0.1097308821114968,0.07138813709782436
similarity tuning (MTL concept cells),11-6,avgpool,-0.078106520792075,0.2140175064302705
similarity tuning (MTL concept cells),11-11,avgpool,0.38910800473769064,0.1668549176266003
similarity tuning (MTL concept cells),11-12,avgpool,0.21430496701624438,0.21090029851995806
similarity tuning (MTL concept cells),11-13,avgpool,-0.03584654631963599,0.07138025005320969
similarity tuning (MTL concept cells),11-17,avgpool,-0.12360791171733967,-0.1659188745166837
similarity tuning (MTL concept cells),11-18,avgpool,0.27153510665647457,0.3102650356623353
similarity tuning (MTL concept cells),11-25,avgpool,0.00861955271702868,-0.03025690499203322
similarity tuning (MTL concept cells),11-28,avgpool,0.0385259435798461,0.08482332419134105
similarity tuning (MTL concept cells),11-31,avgpool,-0.0885042732613597,0.02718108766828275
similarity tuning (MTL concept cells),11-34,avgpool,-0.1462209593564085,-0.03586027330223707
similarity tuning (MTL concept cells),11-65,avgpool,0.19302583483625294,0.14645266710493116
similarity tuning (MTL concept cells),11-68,avgpool,-0.20380608961993385,-0.1416833778106492
similarity tuning (MTL concept cells),12-14,avgpool,0.13933077548205847,0.16762193808912842
similarity tuning (MTL concept cells),12-15,avgpool,0.4385308839155941,0.4596036831250424
similarity tuning (MTL concept cells),13-17,avgpool,0.15994068814749493,0.07864612295282909
similarity tuning (MTL concept cells),13-18,avgpool,-0.0020681766493190366,-0.060632886158084924
similarity tuning (MTL concept cells),13-19,avgpool,0.2371990800653138,0.41926389304391826
similarity tuning (MTL concept cells),13-20,avgpool,0.1876511180727769,0.16807279193775548
similarity tuning (MTL concept cells),13-25,avgpool,0.049696487949878375,-0.01941985836810632
similarity tuning (MTL concept cells),13-26,avgpool,0.1733431300887166,0.21575930358620443
similarity tuning (MTL concept cells),13-28,avgpool,0.01654684055765218,0.030136156454768692
