criterion,family,depth,view,layer_small,layer_large,unit_of_inference,small,large
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-16,0.055195999625799914,-0.1089826306446272
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-17,-0.004624286157719894,0.10757817358124191
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-18,0.07254855163051442,0.006175430705094791
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-19,-0.15940535108144108,0.0574020533929059
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-20,0.026279435914928508,-0.11739689357890838
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-22,-0.09580468777193256,-0.17193864685325602
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-23,0.19037621736165822,0.20950369975335553
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-24,-0.017078200587582144,-0.16111461605372163
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-28,0.02657544458500316,-0.12492249408388396
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-29,0.1688433228814457,0.03154132669442502
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-30,0.07237340242101903,-0.07694489483796059
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,18-37,0.20281986682003206,0.1157339437715709
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,21-0,-0.19763406355114166,-0.052356092599039714
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,21-2,0.09472624691369746,0.03793685745075486
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,21-4,-0.11823298745348218,-0.07122773437701767
similarity tuning (MTL concept cells),CLIP ViT (B/32 → L/14),final norm,gap,ln_post,ln_post,21-14,0.02555923490698915,-0.08805698896879777
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,1,0.013817429443594867,0.011691292129133503
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,2,0.0029657210912816443,0.027069972825929368
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,3,0.023013190078253976,0.00204126586594285
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4,0.009024521190679426,0.008200698678968858
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,5,-0.013697447940592895,-0.012762534606802316
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,7,0.011056372155771333,0.00032449016848721705
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,8,0.011767057181835298,0.020195103609249282
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,9,-0.03228978779205405,-0.029084579732835236
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,10,-0.018427572102504054,-0.016141977630756837
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11,0.03886317190833764,0.036917401524375955
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,12,0.011280373201498536,0.015596562788975326
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13,0.2012771612154727,0.1803598504955726
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14,0.08471380687081359,0.07527994223464121
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,15,-0.004590265486976569,-0.00018659475663562798
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,16,0.08215243875621234,0.06863941078655951
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,17,-0.004272791254109405,0.007635330049703209
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18,-0.008117555750223718,-0.003571814548444136
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,20,-0.015525366559849138,-0.04832597250563997
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,21,-0.010715459754556766,-0.008581892865822508
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,1-34,-0.12504108179051807,-0.00642981969279736
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,1-36,0.12088587391572934,0.17977705106440656
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,1-38,0.05983413887524189,0.005133698305863949
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,2-0,-0.10598499821517343,-0.06381617227152163
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,3-39,0.1811347113982498,0.11002612443023661
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-8,0.2837327626257219,0.2361392075630113
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-13,-0.18502328065230492,-0.019838437972192494
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-15,0.28191272895062164,0.2382999610723564
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-25,0.12452764783907086,0.09817605576145239
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-33,0.2066411170650716,0.07152670938293368
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-39,0.21676300247566316,0.23255150644961128
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-40,0.1618524702263348,0.08379973040030787
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-41,0.22737175170738774,0.49221792362065764
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-43,0.32002160652921485,0.28161901374570913
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-44,0.27124793635373134,-0.007531865989019844
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-45,0.12200581397103258,0.15821770471431137
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,4-46,0.1319101613831378,0.1335721424821694
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,5-5,0.1903144098780456,0.17350637420919818
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,5-6,-0.04726928329943088,0.03550960794201149
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,7-17,-0.02324947251741662,0.015837184240958015
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,7-20,-0.07228739109543987,-0.11483553129862502
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,7-21,-0.17551587832915327,-0.20366809052365165
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,7-23,0.08678039780215827,0.022817611651649326
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,7-24,-0.15785066055575295,-0.0329128451988655
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,7-25,-0.1653581966379276,-0.13103704002465805
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,7-26,0.16834169379989364,0.05263710022273331
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,7-30,0.22250927625815103,0.290585654395166
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,8-34,0.0870878669826206,0.12019430330747448
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,8-37,0.16815104872189574,0.16993385502159777
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,8-38,-0.015796578238148788,0.10140251395061656
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,8-42,0.06075658372743422,0.030600325890628
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,8-45,0.08379225255311054,-0.02932930553977437
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,10-64,-0.12133964588475361,-0.09745748592291442
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,10-67,0.11398209562249681,0.11125975539222735
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,10-70,-0.02527989765572259,0.009579211472381204
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,10-71,0.012764098011130433,0.010594705859041072
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-6,-0.022532206030926788,0.027171943564030028
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-11,0.27246958462179044,0.20538725284346018
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-12,0.2831549299411455,0.3137158828720965
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-13,-0.16205245958025985,-0.18408179168214525
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-17,-0.3149336691147332,-0.338259268882338
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-18,0.26040861213830735,0.18544157530278713
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-25,0.041201967533010996,0.04150529490135218
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-28,0.002726372991430908,0.1186099651879521
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-31,-0.027130091256147137,-0.01940413481760148
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-34,-0.002122806876242363,-0.06757601889371524
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-65,-0.06341878159158712,-0.0898940902528186
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,11-68,-0.03302566033761645,-0.030491073972488552
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,12-14,0.11503365936069254,0.0495927438641579
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,12-15,-0.1579815118211395,0.012973828644250313
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-17,0.14170427156799031,0.12654509264090558
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-18,-0.15985492199248846,-0.1287818289197927
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-19,0.4942049046544178,0.4146228760812376
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-20,0.17442045236434445,0.19188289169050288
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-25,0.15293775599344622,0.12243175800575166
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-26,0.11697426794073938,0.08764825324989257
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-28,0.09267760466419982,0.0611391735859013
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-30,0.09185800349252651,0.09767051600973806
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-31,0.1552368591783952,0.13907270684744244
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-32,0.20139090048481942,0.26410262543166874
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-33,0.27181586106656247,0.18669797211409722
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-35,0.15588060400518053,0.11932442160060154
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-37,0.3046017251440232,0.28877859522878785
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-46,0.03264750632714426,0.10566749138622641
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-75,0.4126584826059376,0.41835275645310704
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-77,-0.12614451140802702,-0.02997443461971888
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-78,0.22525817267797654,0.26045397202332876
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-80,-0.009859163694024467,0.02757524447069054
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-82,0.37509106347223503,0.33951640813414335
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-83,0.28566035561179254,0.29253979078134257
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-84,0.29731168711461775,0.26705385487973715
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-85,0.39824605304541666,0.4608988620487648
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-86,0.513443257839945,0.48909450636245
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-88,0.35706917082792866,0.3215193520178532
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-89,0.3387635992640983,0.35732037053346405
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-90,0.6605882566046077,0.7225176173547629
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-92,0.32644715178921324,0.2842108569821588
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-93,0.3109781327465438,0.3986469599181535
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-94,0.4844403334222131,0.491757019880858
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-95,-0.1055369177566451,0.026652361852160876
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-97,0.36897345734370396,0.39688962785823967
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,13-98,-0.056813546599235536,0.03963325120221982
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-14,0.14634297763106432,0.22529249090823678
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-15,-0.15975235515954325,-0.0914393744294732
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-16,0.03239617512168185,0.03303189284384986
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-17,-0.017201067378310994,0.0541111633579857
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-18,-0.0808056578849087,-0.08312954676437466
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-19,-0.09362506328944517,-0.001507608824802747
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-45,0.03311952140047065,-0.2392164043790355
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-46,-0.022643939362127927,0.005530680841645055
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-47,0.003879088582937099,0.011003945163841976
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-48,-0.09212666948377425,0.06581916320886717
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-49,0.28452589819456825,0.31793279364054106
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-50,0.2766605466178189,0.23306110911409722
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-51,0.07304440775491963,0.1097558458493611
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-52,-0.012964421146499287,0.00644370239162638
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-53,0.3292647880475429,0.45673837852348526
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-55,0.32858747667267635,0.4372503895988579
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-56,0.34436452408702123,0.36650042818147105
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-59,0.25820311521566147,0.31699110716406026
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-60,0.46791850958374737,0.44517493875880226
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-61,-0.12938248968963253,-0.1996598137151842
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-62,0.10959190114610148,0.17116294613943928
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-63,-0.028560107132577818,-0.0873588317011619
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-68,-0.1767274555145074,-0.10241556787638832
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,14-69,0.12127639514824246,0.01994378972188353
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,15-2,0.13667647468326297,0.14788070826666147
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,15-8,0.07689519745172026,0.08809476278729025
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,16-7,0.05865380399796871,0.27852272463442207
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,16-9,0.1823980541222874,0.21561637643754356
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,16-13,0.12619927289743613,0.1592269848471725
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,16-20,0.006893310277242111,0.009650634388138955
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,16-21,0.24394625799564024,0.2031471653353328
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,16-24,0.3999842070241981,0.4026486153471288
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,16-30,0.09506452066975331,0.12217324204783782
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-5,0.11313961161404609,0.007312343964357781
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-13,-0.024775021358560266,0.11204303194168494
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-14,0.014104786706659976,-0.017688164951054672
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-16,-0.021089279337062825,0.09347957596792854
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-17,0.09383235593659103,0.2108115508274833
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-18,-0.11781803126207704,-0.08326624128398472
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-19,-0.07390703362659921,-0.09517451960711394
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-20,-0.012947053471284426,0.11166833618982816
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-22,-0.15355526951674436,-0.13669096677806772
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-23,0.02190032547666817,0.028883782135113355
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-24,-0.061543065180476184,0.0630816418099881
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-28,0.020385591274540444,0.14873552479479632
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-29,0.0998008991964513,-0.03760211004643623
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-30,0.019647144376181525,0.13719613759158397
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,18-37,0.06602493350002794,0.01829514875231366
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,21-0,-0.05042075065471724,0.03402127417914254
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,21-2,0.2588102379651294,0.15883000672016648
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,21-4,-0.17716004571645463,-0.17693272315993222
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,cls,block2,block2,21-14,0.02210255654345755,0.006989050413855869
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,1,0.028259484396051134,0.025365070786380426
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,2,0.015673207256615335,0.009224362562502825
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,3,0.002510814315620739,-0.0007819804123688223
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4,0.022138441475587425,0.023075320134749413
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,5,-0.005619641701467102,-0.0048968224155449425
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,7,0.0007896300085611774,0.004370389808357553
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,8,0.025575356912976816,0.02792362820295781
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,9,-0.028077115955265,-0.020983918696578126
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,10,-0.0102698318921248,-0.009918059592634575
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,11,0.03931722650603013,0.044763478182066045
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,12,0.010261331054432245,0.010001780842534086
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,13,0.1701304994733315,0.1796939515429892
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,14,0.07251058775548942,0.08878027609509413
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,15,-0.004025662948064866,-0.009620171037692055
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,16,0.05774293928083324,0.06320391483245916
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,17,-0.001282419117198262,0.001673476930614166
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,18,-0.008532427881515599,-0.00843677452913575
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,20,-0.016759602929710026,-0.025082904705891088
RSA (MTL),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,21,-0.003521581154135456,-0.006976926010487184
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,1-34,-0.27630574193597435,-0.3038909291670344
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,1-36,0.19680856116524506,0.15598340065686472
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,1-38,0.03714976754341941,0.04698724853347397
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,2-0,-0.09894833126462475,-0.03300836496802843
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,3-39,0.14922182492825242,-0.05707399743485269
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-8,0.22801223978282587,0.1837710589294418
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-13,-0.1857345178651364,-0.1975207345349153
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-15,0.08064056499674596,0.13147147390015962
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-25,0.14896459269116447,0.13316875308058435
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-33,0.14479244024135093,0.12901523091305056
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-39,0.18025208703590806,0.190736640456108
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-40,-0.047874710026278605,-0.06152064799780911
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-41,0.26300275366864095,0.4373194131573235
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-43,0.19633894768958393,0.1854860410333758
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-44,0.11229785477943298,0.1382185574640531
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-45,0.059027475084419787,0.07948823994080999
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,4-46,0.13906946457896618,0.14766062841396022
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,5-5,0.11356780857329335,0.08146597468324243
similarity tuning (MTL concept cells),DINOv2 (S/14 → B/14),¼ depth,gap,block2,block2,5-6,0.05231646422625357,0.049421380750461874
