region,model,layer,view,rho_mean,rho_sem,rho_p,rho_partial_cat_low_mean,rho_partial_cat_low_sem,rho_partial_cat_low_p,rho_partial_cat_mean,rho_partial_cat_sem,rho_partial_cat_p,rho_cat_mean,rho_cat_sem,rho_cat_p,rho_cat_partial_model_mean,rho_cat_partial_model_sem,rho_cat_partial_model_p,beta_model_mean,beta_model_sem,beta_model_p,beta_category_mean,beta_category_sem,beta_category_p,beta_lowlevel_mean,beta_lowlevel_sem,beta_lowlevel_p,r2_mean,r2_sem,r2_p,n_sessions
amygdala,resnet50,layer2,gap,0.020251748848496454,0.014966829953092358,0.19483180133124522,0.0003587900595924043,0.008502931286939169,0.9668645074970652,-0.0004964729996816014,0.008573633125366974,0.9545397792137882,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.043335089233751185,0.016527000249613937,0.018491837908249455,-0.00023790731938946557,0.011385999917900258,0.9835879942778207,0.04765784774835559,0.01806699114500695,0.017907680457535467,-0.000573722437952538,0.006465828113072473,0.930396478941153,0.01050222265901602,0.005867226541095247,0.09239797730763318,17
amygdala,vgg16,conv3_3,gap,0.034184721458699184,0.020309119488336927,0.11173944905057372,0.01044261809237776,0.011704189877755433,0.38550149673216394,0.008986243741391961,0.012023614667089184,0.46567539036879835,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.03305333175648287,0.01239802828206451,0.01690733974739588,0.014590387886565134,0.0149875687590751,0.3447941497352185,0.03905056194298761,0.01482243474561424,0.018027871557946395,-0.005485197070471824,0.004906889044212435,0.2801326330716649,0.011544146418697224,0.006838833107192992,0.11079813838078977,17
amygdala,vgg16,fc7,gap,0.04143142921921861,0.020685371548601922,0.0624270051440145,0.015033622997095045,0.011863042129622973,0.22319540969317153,0.014644252763805779,0.012039470122839065,0.2414905612141877,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.025930400601872048,0.01184355854525898,0.043734764262047324,0.021278934474957358,0.015617784766098472,0.19191827569827946,0.03291882535686674,0.01511715316693509,0.044747102824214714,-0.0022581514093635534,0.004976482383260778,0.6560925238142972,0.011758302455659446,0.006435449136253777,0.08639537271044813,17
amygdala,vit_b_16,ln,gap,0.05008331663456792,0.023811096136599635,0.05160819745886564,0.029212192467622442,0.017151464587676846,0.10787500736707013,0.028816621927445073,0.017225583283516567,0.1137837813477017,0.04864357555731874,0.020315155171038178,0.02924051959793628,0.026458501784880805,0.01122204112183724,0.03145105997327175,0.03355568929075263,0.019291944627283023,0.10116937833792665,0.031166815600719277,0.013019360850103417,0.029273424143351472,-0.0033846553959757304,0.005155728384505453,0.5208432218162126,0.014549201370303537,0.00923058178328633,0.13454483059566116,17
hippocampus,alexnet,conv1,gap,0.005112061403521388,0.003946791730202653,0.21618772204297038,0.0025873936245906803,0.0038504180257222503,0.5125356439026352,0.0024430274993544735,0.003386367422449129,0.48252018410521413,0.007824725713321871,0.0053944334053284025,0.1689483709137757,0.006605152508035445,0.004982258508618669,0.20615385324841087,0.0029173774265546276,0.004528319633398882,0.5298268853287176,0.007002758364434669,0.005312923299873458,0.20864309998455785,-0.0008286939660107284,0.003323887667490594,0.8067380395205247,0.0007553281584141258,0.00026679645142010456,0.013337728103749981,15
hippocampus,alexnet,conv4,gap,0.007462783504577206,0.0065016343906040925,0.27027438336736387,0.0036966985310387585,0.005515461916816655,0.5136077600479951,0.0036749378993101997,0.005498428659349805,0.5147720477433388,0.007824725713321871,0.0053944334053284025,0.1689483709137757,0.0029912969925249768,0.0042113236688871925,0.4891828865422796,0.005575034853327563,0.007350415929259357,0.4607512075529919,0.0036041600359598648,0.0052910599594621285,0.506869726744698,-0.0004389559781280075,0.0024098381517406614,0.8580748957110249,0.0009798821469547913,0.00043278668708336357,0.03997421875555788,15
hippocampus,alexnet,fc7,gap,0.011078728568170234,0.006629999022748887,0.11691590433088322,0.008436787215697851,0.00611981699478648,0.18964904906956961,0.008356789245564935,0.005994213374464358,0.18500750580476163,0.007824725713321871,0.0053944334053284025,0.1689483709137757,-0.00012238480422084355,0.004649954121337632,0.979373930895872,0.012043339352865726,0.008399357887025305,0.17357411499912562,-0.0005932354164971701,0.005951910687716238,0.9220183724556626,-0.0009280070019252845,0.0026889801386519785,0.7351381859214515,0.0011358491775209942,0.00041341861267404385,0.015723343543879338,15
hippocampus,clip_vitb32,block5,cls,0.010456620839648956,0.005421253780756487,0.07427891451172275,0.008680148317984044,0.004944775291467171,0.10103394423243268,0.008383417183436652,0.004818286012307233,0.10379938615558602,0.007824725713321871,0.0053944334053284025,0.1689483709137757,0.004473660121479379,0.004803937206995798,0.36750650701184007,0.009918225830319795,0.0057760031476184115,0.10798313295291971,0.005014237255589169,0.0051183195778818375,0.3438784652395628,-0.0030831646774003023,0.002768762617544139,0.2842247638801791,0.0009580756654443763,0.00040715625194855646,0.0337639026158111,15
hippocampus,clip_vitb32,embed,gap,0.013437056739314703,0.004717823998614285,0.012896972362817713,0.01121646760990032,0.004032759187408828,0.014710619436923027,0.011220469454047428,0.003982886545199077,0.013708934065208888,0.007824725713321871,0.0053944334053284025,0.1689483709137757,0.002975634341487913,0.004748425715818069,0.5409685501312383,0.012179278574880471,0.004345730529812438,0.014108358545989609,0.00296786628569168,0.005045319610404787,0.5657396364418713,0.0006299882446079056,0.002419118049434351,0.7983305329800452,0.0008942760875145857,0.00036362497244170084,0.027544401375524084,15
hippocampus,clip_vitb32,ln_post,cls,0.013300125117367176,0.005542177983491439,0.0308806871143672,0.01064904073479084,0.00468359210875727,0.03925795524514104,0.01072043968939976,0.004755194492376558,0.040709298249542385,0.007824725713321871,0.0053944334053284025,0.1689483709137757,0.0007457259230078987,0.004571081921653004,0.8727397858233177,0.012728487383546958,0.005599033167850489,0.03928425583650261,0.0009165292041754126,0.005383218656125912,0.8672441591787405,-0.0004396546216497815,0.0021432580540956475,0.8404202274688665,0.0009611242905544899,0.00038145370756076407,0.024517972308028005,15
hippocampus,convnext_tiny,logits,gap,0.017917781558898293,0.007751839476588123,0.036549490590324384,0.01700488342002374,0.00651084402620822,0.020501732226001535,0.016803905845396767,0.006563749724191878,0.022668481096291233,0.007824725713321871,0.0053944334053284025,0.1689483709137757,-0.004185910214114723,0.0035110896099262174,0.25300082137994967,0.021784266708435734,0.008311336481400916,0.020135477523074936,-0.005612822394111082,0.004541471586311752,0.23683041964521181,-0.0007716164473246807,0.0022788736129213615,0.7399390127746971,0.0014218771703662443,0.0006689075989880709,0.051808733618801305,15
hippocampus,dinov2_small,norm,gap,0.011795324369063723,0.005717624763997796,0.05817475794520082,0.009477975298662978,0.0037638739358869053,0.024588842264674088,0.009424501588498264,0.003731729471343752,0.02424103004826851,0.007824725713321871,0.0053944334053284025,0.1689483709137757,-0.0014357029864321422,0.003306749936859284,0.6707790498182115,0.014084507205329812,0.0052676369726548005,0.018165131780510914,-0.0025756530401356927,0.004237977222671463,0.5530813485735719,-0.000600245322756261,0.0023968466009457335,0.8058916089515931,0.0008287487805746914,0.00037726221018878273,0.04537626928301272,15
hippocampus,resnet50,avgpool,gap,0.014176174881169809,0.007881105776312583,0.0936453661310211,0.012926758508839684,0.00655819317814333,0.0688133155763052,0.012763596244009873,0.0066300667840023765,0.07477718462221294,0.007824725713321871,0.0053944334053284025,0.1689483709137757,-0.003555602992121103,0.003408942307944811,0.31461493891406656,0.018698238644209716,0.008775994589982109,0.05133545784624484,-0.005467411872542572,0.004607603467659281,0.2551294216777406,-0.0011158281855066195,0.0021834499617122078,0.6172874857974786,0.001309156270492314,0.0005089857639971997,0.022147253583445544,15
hippocampus,resnet50,layer2,gap,0.008254397080470753,0.005072579713496094,0.12597122331476282,0.006365894676581063,0.004197500087579898,0.15162138761273733,0.005374782998228377,0.003834643760419212,0.1828025262956403,0.007824725713321871,0.0053944334053284025,0.1689483709137757,0.00434761021997567,0.004278689092306606,0.32681746387495647,0.008862018872798206,0.005770412811360457,0.14688232762962286,0.0044959490254773814,0.004950672627159773,0.3791670158661635,-0.004285596104478793,0.0035231242882596183,0.24393652469781726,0.0008280672244433444,0.00030757482142054147,0.01752061158440565,15
hippocampus,vgg16,conv3_3,gap,0.010969776477354445,0.007149392200975853,0.14722490962306067,0.00829238511638285,0.005941891669774413,0.18458302292242817,0.007817490197907786,0.005651483482622172,0.18824677578255664,0.007824725713321871,0.0053944334053284025,0.1689483709137757,0.001647268615602495,0.0031286215929091634,0.6067715861390461,0.011108441161825359,0.008378556951665093,0.20612694892664854,0.0017430546925945984,0.003927073693027229,0.6639298618734732,-0.002699983646468306,0.003187313259267252,0.4111851288042442,0.0011028346252698108,0.0005559852567472288,0.06727060569271782,15
hippocampus,vgg16,fc7,gap,0.013985129824426469,0.006919009025423491,0.06280182089289028,0.012390602063309416,0.005860435432008168,0.052915138147655916,0.01230667108219007,0.005854394012760792,0.05411987850705488,0.007824725713321871,0.0053944334053284025,0.1689483709137757,-0.002758405364838527,0.004013644523529542,0.5031475255764102,0.017233301079366065,0.00782885047601411,0.04499426690892019,-0.004209208032982913,0.004957839549914576,0.41016390754383103,-0.00020281568905610806,0.0023797677182025973,0.9332893106993708,0.0011743974172370017,0.0004880804467830167,0.030507040744996213,15
hippocampus,vit_b_16,ln,gap,0.01338590174795931,0.005992311408229005,0.042322419875536435,0.01104627969294212,0.00488160985935867,0.04007151256573133,0.011197980102753883,0.004801138052317578,0.035123740105222366,0.007824725713321871,0.0053944334053284025,0.1689483709137757,0.0004021285130675118,0.004088399206011225,0.923042078309281,0.013384356655270937,0.005919126978386585,0.040195100803697016,0.0003886023843944591,0.004738051948380304,0.9357939958794269,-0.000745024754638429,0.00245427592919584,0.7659261438157207,0.0009958499990655235,0.00045863743829446937,0.047586339868177265,15
