analysis,window,subject,unit,reference,value
similarity tuning,300-800,11,17.0,alexnet conv1,-0.031001259470520893
similarity tuning,300-800,11,18.0,clip ln_post,0.17662483545011232
similarity tuning,300-800,11,18.0,resnet50 avgpool,0.142461034863334
similarity tuning,300-800,11,18.0,alexnet conv1,0.0770866895361786
similarity tuning,300-800,11,25.0,clip ln_post,-0.0716196228029411
similarity tuning,300-800,11,25.0,resnet50 avgpool,-0.032687671120438695
similarity tuning,300-800,11,25.0,alexnet conv1,0.07700436676941708
similarity tuning,300-800,11,28.0,clip ln_post,0.1035468343432853
similarity tuning,300-800,11,28.0,resnet50 avgpool,-0.018421494539798203
similarity tuning,300-800,11,28.0,alexnet conv1,0.018060793947410544
similarity tuning,300-800,11,31.0,clip ln_post,0.01796943894784807
similarity tuning,300-800,11,31.0,resnet50 avgpool,-0.036146317306349506
similarity tuning,300-800,11,31.0,alexnet conv1,0.07737490017370656
similarity tuning,300-800,11,34.0,clip ln_post,-0.01525684772558263
similarity tuning,300-800,11,34.0,resnet50 avgpool,0.019996101088845007
similarity tuning,300-800,11,34.0,alexnet conv1,0.07945218873704575
similarity tuning,300-800,11,65.0,clip ln_post,0.19670679175298017
similarity tuning,300-800,11,65.0,resnet50 avgpool,0.14317817364320903
similarity tuning,300-800,11,65.0,alexnet conv1,0.029311462331749385
similarity tuning,300-800,11,68.0,clip ln_post,-0.08274389307322105
similarity tuning,300-800,11,68.0,resnet50 avgpool,-0.007956632421480243
similarity tuning,300-800,11,68.0,alexnet conv1,-0.07694800747546547
RSA MTL,200-500,11,,clip ln_post,0.01215398932569287
RSA MTL,200-500,11,,resnet50 avgpool,0.013751373569123924
RSA MTL,200-500,11,,alexnet conv1,0.02897733559718197
RSA MTL,200-500,11,,category,0.015726183718378275
similarity tuning,200-500,11,6.0,clip ln_post,0.15742168906451293
similarity tuning,200-500,11,6.0,resnet50 avgpool,-0.02125307374197027
similarity tuning,200-500,11,6.0,alexnet conv1,0.1639522831523421
similarity tuning,200-500,11,11.0,clip ln_post,0.2549361679150865
similarity tuning,200-500,11,11.0,resnet50 avgpool,0.42794359209838573
similarity tuning,200-500,11,11.0,alexnet conv1,0.1710617479842773
similarity tuning,200-500,11,12.0,clip ln_post,0.21230419382427201
similarity tuning,200-500,11,12.0,resnet50 avgpool,0.19510338318645556
similarity tuning,200-500,11,12.0,alexnet conv1,0.07135406416889806
similarity tuning,200-500,11,13.0,clip ln_post,0.027133784128893088
similarity tuning,200-500,11,13.0,resnet50 avgpool,-0.04867210396592118
similarity tuning,200-500,11,13.0,alexnet conv1,-0.3502366995953288
similarity tuning,200-500,11,17.0,clip ln_post,-0.1771321765979713
similarity tuning,200-500,11,17.0,resnet50 avgpool,-0.1844970045779173
similarity tuning,200-500,11,17.0,alexnet conv1,-0.14278089864771223
similarity tuning,200-500,11,18.0,clip ln_post,0.1198735221261881
similarity tuning,200-500,11,18.0,resnet50 avgpool,0.07746339516457643
similarity tuning,200-500,11,18.0,alexnet conv1,0.011802447206385437
similarity tuning,200-500,11,25.0,clip ln_post,0.09233014454989524
similarity tuning,200-500,11,25.0,resnet50 avgpool,0.1724657417064081
similarity tuning,200-500,11,25.0,alexnet conv1,0.061578677210061376
similarity tuning,200-500,11,28.0,clip ln_post,0.1740712626920802
similarity tuning,200-500,11,28.0,resnet50 avgpool,0.1780738029974436
similarity tuning,200-500,11,28.0,alexnet conv1,0.16004929142623184
similarity tuning,200-500,11,31.0,clip ln_post,-0.13058570946549575
similarity tuning,200-500,11,31.0,resnet50 avgpool,-0.08050482548002613
similarity tuning,200-500,11,31.0,alexnet conv1,-0.10634040904566924
similarity tuning,200-500,11,34.0,clip ln_post,-0.08949427758785283
similarity tuning,200-500,11,34.0,resnet50 avgpool,-0.12131672448929896
similarity tuning,200-500,11,34.0,alexnet conv1,-0.033042476814600596
similarity tuning,200-500,11,65.0,clip ln_post,0.07294310738974567
similarity tuning,200-500,11,65.0,resnet50 avgpool,0.13766172176328442
similarity tuning,200-500,11,65.0,alexnet conv1,-0.15673834134720208
similarity tuning,200-500,11,68.0,clip ln_post,-0.09360529158805767
similarity tuning,200-500,11,68.0,resnet50 avgpool,-0.0721195637069493
similarity tuning,200-500,11,68.0,alexnet conv1,-0.08006669438104601
RSA MTL,500-1000,11,,clip ln_post,0.025763661324615904
RSA MTL,500-1000,11,,resnet50 avgpool,0.04677784164333471
RSA MTL,500-1000,11,,alexnet conv1,0.01880832650753279
RSA MTL,500-1000,11,,category,0.018006595821447077
similarity tuning,500-1000,11,6.0,clip ln_post,0.08552285694427744
similarity tuning,500-1000,11,6.0,resnet50 avgpool,-0.021839472383775895
similarity tuning,500-1000,11,6.0,alexnet conv1,-0.008115496246752226
similarity tuning,500-1000,11,11.0,clip ln_post,0.2167248024724203
similarity tuning,500-1000,11,11.0,resnet50 avgpool,0.20381772861075262
similarity tuning,500-1000,11,11.0,alexnet conv1,-0.007801263518799153
similarity tuning,500-1000,11,12.0,clip ln_post,0.12992674813458813
similarity tuning,500-1000,11,12.0,resnet50 avgpool,0.20260812531007186
similarity tuning,500-1000,11,12.0,alexnet conv1,0.14592508608926907
similarity tuning,500-1000,11,13.0,clip ln_post,-0.05382976248930301
similarity tuning,500-1000,11,13.0,resnet50 avgpool,0.05518797997744711
similarity tuning,500-1000,11,13.0,alexnet conv1,-0.0549662301834644
similarity tuning,500-1000,11,17.0,clip ln_post,-0.1710143799200255
similarity tuning,500-1000,11,17.0,resnet50 avgpool,-0.048934222211285676
similarity tuning,500-1000,11,17.0,alexnet conv1,-0.27115586493591864
similarity tuning,500-1000,11,18.0,clip ln_post,0.22753065144970877
similarity tuning,500-1000,11,18.0,resnet50 avgpool,0.28421465541971774
similarity tuning,500-1000,11,18.0,alexnet conv1,0.15344034452495744
similarity tuning,500-1000,11,25.0,clip ln_post,-0.1404849978144413
similarity tuning,500-1000,11,25.0,resnet50 avgpool,-0.13985343425656302
similarity tuning,500-1000,11,25.0,alexnet conv1,0.015713301320011235
similarity tuning,500-1000,11,28.0,clip ln_post,0.03882961269355942
similarity tuning,500-1000,11,28.0,resnet50 avgpool,-0.04002516971089793
similarity tuning,500-1000,11,28.0,alexnet conv1,-0.007199332473973199
similarity tuning,500-1000,11,31.0,clip ln_post,0.06376671186853225
similarity tuning,500-1000,11,31.0,resnet50 avgpool,-0.03676569609551334
similarity tuning,500-1000,11,31.0,alexnet conv1,0.1593266045232337
similarity tuning,500-1000,11,34.0,clip ln_post,-0.06037586520595997
similarity tuning,500-1000,11,34.0,resnet50 avgpool,-0.08333749000452446
similarity tuning,500-1000,11,34.0,alexnet conv1,-0.09334510081274837
similarity tuning,500-1000,11,65.0,clip ln_post,0.16936127103879425
similarity tuning,500-1000,11,65.0,resnet50 avgpool,0.16240017091931355
similarity tuning,500-1000,11,65.0,alexnet conv1,0.010760381869673468
similarity tuning,500-1000,11,68.0,clip ln_post,-0.098746171095941
similarity tuning,500-1000,11,68.0,resnet50 avgpool,-0.16444986537728143
similarity tuning,500-1000,11,68.0,alexnet conv1,-0.018452952436461563
RSA MTL,100-600,12,,clip ln_post,0.030196365646373128
RSA MTL,100-600,12,,resnet50 avgpool,-0.003116603385007154
RSA MTL,100-600,12,,alexnet conv1,0.0019089342729844679
RSA MTL,100-600,12,,category,0.03590927501150422
similarity tuning,100-600,12,14.0,clip ln_post,0.27565736681268044
similarity tuning,100-600,12,14.0,resnet50 avgpool,0.25921801298338504
similarity tuning,100-600,12,14.0,alexnet conv1,0.16327856634554122
similarity tuning,100-600,12,15.0,clip ln_post,0.3999224093968798
similarity tuning,100-600,12,15.0,resnet50 avgpool,0.2797622951739072
similarity tuning,100-600,12,15.0,alexnet conv1,0.18605187075409968
RSA MTL,200-1000,12,,clip ln_post,0.02274070738104298
RSA MTL,200-1000,12,,resnet50 avgpool,0.02024509534044681
RSA MTL,200-1000,12,,alexnet conv1,0.00634441503630362
RSA MTL,200-1000,12,,category,0.02784219603983075
similarity tuning,200-1000,12,14.0,clip ln_post,0.09969754497007273
similarity tuning,200-1000,12,14.0,resnet50 avgpool,0.13933077548205847
similarity tuning,200-1000,12,14.0,alexnet conv1,0.05084728410646236
similarity tuning,200-1000,12,15.0,clip ln_post,0.48921393219780457
similarity tuning,200-1000,12,15.0,resnet50 avgpool,0.4385308839155941
similarity tuning,200-1000,12,15.0,alexnet conv1,0.1950459089618705
RSA MTL,300-800,12,,clip ln_post,-0.004918046439453224
RSA MTL,300-800,12,,resnet50 avgpool,-0.008077496334993302
RSA MTL,300-800,12,,alexnet conv1,0.004070151087496694
RSA MTL,300-800,12,,category,0.009221717355580288
similarity tuning,300-800,12,14.0,clip ln_post,0.12696399477363596
similarity tuning,300-800,12,14.0,resnet50 avgpool,0.10713553986280613
similarity tuning,300-800,12,14.0,alexnet conv1,-0.005517931535653553
similarity tuning,300-800,12,15.0,clip ln_post,0.3325318702361263
similarity tuning,300-800,12,15.0,resnet50 avgpool,0.26871235993684317
similarity tuning,300-800,12,15.0,alexnet conv1,0.05412705209829266
RSA MTL,200-500,12,,clip ln_post,0.026740794280747295
RSA MTL,200-500,12,,resnet50 avgpool,0.026648051035432115
RSA MTL,200-500,12,,alexnet conv1,0.032731136579934185
RSA MTL,200-500,12,,category,0.038643854386175285
similarity tuning,200-500,12,14.0,clip ln_post,0.19508884593374945
similarity tuning,200-500,12,14.0,resnet50 avgpool,0.1902352369372804
similarity tuning,200-500,12,14.0,alexnet conv1,0.060210987280521114
similarity tuning,200-500,12,15.0,clip ln_post,0.42895944705737243
similarity tuning,200-500,12,15.0,resnet50 avgpool,0.4039225922098542
similarity tuning,200-500,12,15.0,alexnet conv1,0.18933621541238196
RSA MTL,500-1000,12,,clip ln_post,-0.008057463925967684
RSA MTL,500-1000,12,,resnet50 avgpool,-0.023452736306546474
RSA MTL,500-1000,12,,alexnet conv1,-0.018584816810401795
RSA MTL,500-1000,12,,category,-0.021047146377175755
similarity tuning,500-1000,12,14.0,clip ln_post,0.01781600158950299
similarity tuning,500-1000,12,14.0,resnet50 avgpool,0.03394497863824961
similarity tuning,500-1000,12,14.0,alexnet conv1,0.01986087982072285
similarity tuning,500-1000,12,15.0,clip ln_post,0.3288269737577947
similarity tuning,500-1000,12,15.0,resnet50 avgpool,0.25499899455352054
similarity tuning,500-1000,12,15.0,alexnet conv1,0.11740809255326387
RSA MTL,100-600,13,,clip ln_post,0.41794022328209757
RSA MTL,100-600,13,,resnet50 avgpool,0.3740331871801401
RSA MTL,100-600,13,,alexnet conv1,0.09986694553924882
RSA MTL,100-600,13,,category,0.2985007918660494
similarity tuning,100-600,13,17.0,clip ln_post,0.12730764305094155
similarity tuning,100-600,13,17.0,resnet50 avgpool,0.17073607787565323
similarity tuning,100-600,13,17.0,alexnet conv1,0.1395715706074842
similarity tuning,100-600,13,18.0,clip ln_post,-0.12528719768033242
similarity tuning,100-600,13,18.0,resnet50 avgpool,-0.10169808575300443
similarity tuning,100-600,13,18.0,alexnet conv1,-0.20897177977974096
similarity tuning,100-600,13,19.0,clip ln_post,0.22727967975607538
similarity tuning,100-600,13,19.0,resnet50 avgpool,0.299287314144203
similarity tuning,100-600,13,19.0,alexnet conv1,0.07318181063125202
similarity tuning,100-600,13,20.0,clip ln_post,0.34739789970995694
similarity tuning,100-600,13,20.0,resnet50 avgpool,0.3143491553054533
similarity tuning,100-600,13,20.0,alexnet conv1,0.11955717893996813
similarity tuning,100-600,13,25.0,clip ln_post,0.23356965369943247
similarity tuning,100-600,13,25.0,resnet50 avgpool,0.23853486439608923
similarity tuning,100-600,13,25.0,alexnet conv1,0.09303371588838888
similarity tuning,100-600,13,26.0,clip ln_post,0.1856228310981126
similarity tuning,100-600,13,26.0,resnet50 avgpool,0.2066526080352099
similarity tuning,100-600,13,26.0,alexnet conv1,-0.03777712657064032
similarity tuning,100-600,13,28.0,clip ln_post,0.24598272432528914
similarity tuning,100-600,13,28.0,resnet50 avgpool,0.2702305794423084
similarity tuning,100-600,13,28.0,alexnet conv1,0.10336031912223079
similarity tuning,100-600,13,30.0,clip ln_post,0.1903929651609963
similarity tuning,100-600,13,30.0,resnet50 avgpool,0.3375333383704249
similarity tuning,100-600,13,30.0,alexnet conv1,-0.2147846743523047
similarity tuning,100-600,13,31.0,clip ln_post,0.3035481216749084
similarity tuning,100-600,13,31.0,resnet50 avgpool,0.29295418756549063
similarity tuning,100-600,13,31.0,alexnet conv1,0.06718851705057262
similarity tuning,100-600,13,32.0,clip ln_post,0.1850470769461221
similarity tuning,100-600,13,32.0,resnet50 avgpool,0.11969274327882456
similarity tuning,100-600,13,32.0,alexnet conv1,0.062338373020938094
similarity tuning,100-600,13,33.0,clip ln_post,0.15566838263810442
similarity tuning,100-600,13,33.0,resnet50 avgpool,0.14827375329633355
similarity tuning,100-600,13,33.0,alexnet conv1,0.08743958613413604
similarity tuning,100-600,13,35.0,clip ln_post,0.20852368230803756
similarity tuning,100-600,13,35.0,resnet50 avgpool,0.19355702246675627
similarity tuning,100-600,13,35.0,alexnet conv1,0.1354823440607051
similarity tuning,100-600,13,37.0,clip ln_post,0.11372548716389799
similarity tuning,100-600,13,37.0,resnet50 avgpool,0.36964011964627397
similarity tuning,100-600,13,37.0,alexnet conv1,-0.026965570883286282
similarity tuning,100-600,13,46.0,clip ln_post,0.22996453466600578
similarity tuning,100-600,13,46.0,resnet50 avgpool,0.2475739736188833
similarity tuning,100-600,13,46.0,alexnet conv1,0.22104546818337947
similarity tuning,100-600,13,75.0,clip ln_post,0.7800462696961203
similarity tuning,100-600,13,75.0,resnet50 avgpool,0.7847612922397792
similarity tuning,100-600,13,75.0,alexnet conv1,0.5173413505389985
similarity tuning,100-600,13,77.0,clip ln_post,0.7760112538577393
similarity tuning,100-600,13,77.0,resnet50 avgpool,0.8431651047322319
similarity tuning,100-600,13,77.0,alexnet conv1,-0.054957804411732994
similarity tuning,100-600,13,78.0,clip ln_post,0.3553401861764841
similarity tuning,100-600,13,78.0,resnet50 avgpool,0.4070450090826626
similarity tuning,100-600,13,78.0,alexnet conv1,0.28731690365294454
similarity tuning,100-600,13,80.0,clip ln_post,0.14705550053913663
similarity tuning,100-600,13,80.0,resnet50 avgpool,0.1733949588075942
similarity tuning,100-600,13,80.0,alexnet conv1,0.16640218227614528
similarity tuning,100-600,13,82.0,clip ln_post,0.4165336243318157
similarity tuning,100-600,13,82.0,resnet50 avgpool,0.40379683445458037
similarity tuning,100-600,13,82.0,alexnet conv1,0.4607825517140831
similarity tuning,100-600,13,83.0,clip ln_post,0.5760361995370811
similarity tuning,100-600,13,83.0,resnet50 avgpool,0.6291137307266436
similarity tuning,100-600,13,83.0,alexnet conv1,0.3049247433137195
similarity tuning,100-600,13,84.0,clip ln_post,0.43813156771477435
similarity tuning,100-600,13,84.0,resnet50 avgpool,0.5289050342634563
similarity tuning,100-600,13,84.0,alexnet conv1,0.2946254646380923
similarity tuning,100-600,13,85.0,clip ln_post,0.5920579352192061
similarity tuning,100-600,13,85.0,resnet50 avgpool,0.7263541878841953
similarity tuning,100-600,13,85.0,alexnet conv1,0.5176253462327735
similarity tuning,100-600,13,86.0,clip ln_post,0.559975055198035
similarity tuning,100-600,13,86.0,resnet50 avgpool,0.5947265377261562
similarity tuning,100-600,13,86.0,alexnet conv1,0.32935388288131223
similarity tuning,100-600,13,88.0,clip ln_post,0.3892803266235536
similarity tuning,100-600,13,88.0,resnet50 avgpool,0.33767793253671713
similarity tuning,100-600,13,88.0,alexnet conv1,0.2668580951347829
similarity tuning,100-600,13,89.0,clip ln_post,0.2953785199255485
similarity tuning,100-600,13,89.0,resnet50 avgpool,0.2939560246008379
similarity tuning,100-600,13,89.0,alexnet conv1,0.35823173927294516
similarity tuning,100-600,13,90.0,clip ln_post,0.6678631802803892
similarity tuning,100-600,13,90.0,resnet50 avgpool,0.7017106679884769
similarity tuning,100-600,13,90.0,alexnet conv1,0.4655354685219764
similarity tuning,100-600,13,92.0,clip ln_post,0.7624340558674555
similarity tuning,100-600,13,92.0,resnet50 avgpool,0.7612957547986776
similarity tuning,100-600,13,92.0,alexnet conv1,0.2908232752831073
similarity tuning,100-600,13,93.0,clip ln_post,0.20754338772902892
similarity tuning,100-600,13,93.0,resnet50 avgpool,0.3209768930213037
similarity tuning,100-600,13,93.0,alexnet conv1,0.2583478796074507
similarity tuning,100-600,13,94.0,clip ln_post,0.7501730105774236
similarity tuning,100-600,13,94.0,resnet50 avgpool,0.7905952975299833
similarity tuning,100-600,13,94.0,alexnet conv1,0.43318249671771863
similarity tuning,100-600,13,95.0,clip ln_post,0.08188268802058221
similarity tuning,100-600,13,95.0,resnet50 avgpool,0.07741368673543733
similarity tuning,100-600,13,95.0,alexnet conv1,0.05218735053376425
similarity tuning,100-600,13,97.0,clip ln_post,0.5169901416129188
similarity tuning,100-600,13,97.0,resnet50 avgpool,0.520585449909556
similarity tuning,100-600,13,97.0,alexnet conv1,0.062411513740919966
similarity tuning,100-600,13,98.0,clip ln_post,-0.23249832428593067
similarity tuning,100-600,13,98.0,resnet50 avgpool,0.22519643168447076
similarity tuning,100-600,13,98.0,alexnet conv1,0.05601486469701241
RSA MTL,200-1000,13,,clip ln_post,0.36902858760996515
RSA MTL,200-1000,13,,resnet50 avgpool,0.3354581045855694
RSA MTL,200-1000,13,,alexnet conv1,0.1368106034884023
RSA MTL,200-1000,13,,category,0.27694277678674906
similarity tuning,200-1000,13,17.0,clip ln_post,0.13272479120519134
similarity tuning,200-1000,13,17.0,resnet50 avgpool,0.15994068814749493
similarity tuning,200-1000,13,17.0,alexnet conv1,0.1643043120316641
similarity tuning,200-1000,13,18.0,clip ln_post,-0.04138875465283584
similarity tuning,200-1000,13,18.0,resnet50 avgpool,-0.0020681766493190366
similarity tuning,200-1000,13,18.0,alexnet conv1,-0.28442473261427775
similarity tuning,200-1000,13,19.0,clip ln_post,0.3612892221330546
similarity tuning,200-1000,13,19.0,resnet50 avgpool,0.2371990800653138
similarity tuning,200-1000,13,19.0,alexnet conv1,0.2009839313073465
similarity tuning,200-1000,13,20.0,clip ln_post,0.14474705181595263
similarity tuning,200-1000,13,20.0,resnet50 avgpool,0.1876511180727769
similarity tuning,200-1000,13,20.0,alexnet conv1,0.11058695152828503
similarity tuning,200-1000,13,25.0,clip ln_post,0.04508363445299223
similarity tuning,200-1000,13,25.0,resnet50 avgpool,0.049696487949878375
similarity tuning,200-1000,13,25.0,alexnet conv1,0.036775401082910004
similarity tuning,200-1000,13,26.0,clip ln_post,0.08531434896653799
similarity tuning,200-1000,13,26.0,resnet50 avgpool,0.1733431300887166
similarity tuning,200-1000,13,26.0,alexnet conv1,0.00012684262409535827
similarity tuning,200-1000,13,28.0,clip ln_post,-0.06417318595317496
similarity tuning,200-1000,13,28.0,resnet50 avgpool,0.01654684055765218
similarity tuning,200-1000,13,28.0,alexnet conv1,0.03900873043637571
similarity tuning,200-1000,13,30.0,clip ln_post,0.006472448436196259
similarity tuning,200-1000,13,30.0,resnet50 avgpool,0.16541547630859224
similarity tuning,200-1000,13,30.0,alexnet conv1,0.13853577868533012
similarity tuning,200-1000,13,31.0,clip ln_post,0.07988039430217682
similarity tuning,200-1000,13,31.0,resnet50 avgpool,0.18055053169667964
similarity tuning,200-1000,13,31.0,alexnet conv1,0.05802320718799546
similarity tuning,200-1000,13,32.0,clip ln_post,0.266050508780159
similarity tuning,200-1000,13,32.0,resnet50 avgpool,0.1892482510396852
similarity tuning,200-1000,13,32.0,alexnet conv1,-0.0235263832999475
similarity tuning,200-1000,13,33.0,clip ln_post,0.15432990976734867
similarity tuning,200-1000,13,33.0,resnet50 avgpool,0.1392838182858523
similarity tuning,200-1000,13,33.0,alexnet conv1,0.07012237256838569
similarity tuning,200-1000,13,35.0,clip ln_post,0.35787242016068865
similarity tuning,200-1000,13,35.0,resnet50 avgpool,0.3337705509339455
similarity tuning,200-1000,13,35.0,alexnet conv1,0.1973529626641684
similarity tuning,200-1000,13,37.0,clip ln_post,0.1791302612498902
similarity tuning,200-1000,13,37.0,resnet50 avgpool,0.2869657980208231
similarity tuning,200-1000,13,37.0,alexnet conv1,0.04322226485847431
similarity tuning,200-1000,13,46.0,clip ln_post,0.16994939290546004
similarity tuning,200-1000,13,46.0,resnet50 avgpool,0.09193983550623247
similarity tuning,200-1000,13,46.0,alexnet conv1,0.1278292974655524
similarity tuning,200-1000,13,75.0,clip ln_post,0.73335192298989
similarity tuning,200-1000,13,75.0,resnet50 avgpool,0.7111039415427632
similarity tuning,200-1000,13,75.0,alexnet conv1,0.4660234029966676
similarity tuning,200-1000,13,77.0,clip ln_post,0.7881009330939196
similarity tuning,200-1000,13,77.0,resnet50 avgpool,0.7766904970580099
similarity tuning,200-1000,13,77.0,alexnet conv1,-0.05440737712486788
similarity tuning,200-1000,13,78.0,clip ln_post,0.3837151227478922
similarity tuning,200-1000,13,78.0,resnet50 avgpool,0.4100108349024657
similarity tuning,200-1000,13,78.0,alexnet conv1,0.29198354227020684
similarity tuning,200-1000,13,80.0,clip ln_post,0.18342099653895902
similarity tuning,200-1000,13,80.0,resnet50 avgpool,0.2140376282674463
similarity tuning,200-1000,13,80.0,alexnet conv1,0.1892503221164028
similarity tuning,200-1000,13,82.0,clip ln_post,0.2999158665335915
similarity tuning,200-1000,13,82.0,resnet50 avgpool,0.3402253692369665
similarity tuning,200-1000,13,82.0,alexnet conv1,0.3953217749420822
similarity tuning,200-1000,13,83.0,clip ln_post,0.5321860488854487
similarity tuning,200-1000,13,83.0,resnet50 avgpool,0.5830384304684231
similarity tuning,200-1000,13,83.0,alexnet conv1,0.2840727936495887
similarity tuning,200-1000,13,84.0,clip ln_post,0.4322438946289934
similarity tuning,200-1000,13,84.0,resnet50 avgpool,0.4611850680553269
similarity tuning,200-1000,13,84.0,alexnet conv1,0.23076977655958325
similarity tuning,200-1000,13,85.0,clip ln_post,0.5936643479013946
similarity tuning,200-1000,13,85.0,resnet50 avgpool,0.7419040190830893
similarity tuning,200-1000,13,85.0,alexnet conv1,0.5307343140794476
similarity tuning,200-1000,13,86.0,clip ln_post,0.6348337690919956
similarity tuning,200-1000,13,86.0,resnet50 avgpool,0.6671305586165486
similarity tuning,200-1000,13,86.0,alexnet conv1,0.4525335313459834
similarity tuning,200-1000,13,88.0,clip ln_post,0.3832944469992958
similarity tuning,200-1000,13,88.0,resnet50 avgpool,0.33140134014039735
similarity tuning,200-1000,13,88.0,alexnet conv1,0.286273594380779
similarity tuning,200-1000,13,89.0,clip ln_post,0.39676632493063796
similarity tuning,200-1000,13,89.0,resnet50 avgpool,0.3833357335699368
similarity tuning,200-1000,13,89.0,alexnet conv1,0.32792172875727277
similarity tuning,200-1000,13,90.0,clip ln_post,0.6120033487411459
similarity tuning,200-1000,13,90.0,resnet50 avgpool,0.6205548979445279
similarity tuning,200-1000,13,90.0,alexnet conv1,0.4817120459816547
similarity tuning,200-1000,13,92.0,clip ln_post,0.7811946273374154
similarity tuning,200-1000,13,92.0,resnet50 avgpool,0.7255447723972593
similarity tuning,200-1000,13,92.0,alexnet conv1,0.2568279959948101
similarity tuning,200-1000,13,93.0,clip ln_post,0.34336534278446335
similarity tuning,200-1000,13,93.0,resnet50 avgpool,0.4706044367657255
similarity tuning,200-1000,13,93.0,alexnet conv1,0.40692143520997315
similarity tuning,200-1000,13,94.0,clip ln_post,0.7280103026351731
similarity tuning,200-1000,13,94.0,resnet50 avgpool,0.7229895419273443
similarity tuning,200-1000,13,94.0,alexnet conv1,0.4133423250068287
similarity tuning,200-1000,13,95.0,clip ln_post,0.17519771865394285
similarity tuning,200-1000,13,95.0,resnet50 avgpool,0.06783750048890043
similarity tuning,200-1000,13,95.0,alexnet conv1,-0.07051882461889648
similarity tuning,200-1000,13,97.0,clip ln_post,0.4056560633048857
similarity tuning,200-1000,13,97.0,resnet50 avgpool,0.49716047018601506
similarity tuning,200-1000,13,97.0,alexnet conv1,0.12012795547205152
similarity tuning,200-1000,13,98.0,clip ln_post,-0.0672074991742289
similarity tuning,200-1000,13,98.0,resnet50 avgpool,0.284748890082403
similarity tuning,200-1000,13,98.0,alexnet conv1,0.09066957658865564
RSA MTL,300-800,13,,clip ln_post,0.3896716017339918
RSA MTL,300-800,13,,resnet50 avgpool,0.34689195520027294
RSA MTL,300-800,13,,alexnet conv1,0.12215281219245075
RSA MTL,300-800,13,,category,0.29747715386440465
similarity tuning,300-800,13,17.0,clip ln_post,0.13167679057963827
similarity tuning,300-800,13,17.0,resnet50 avgpool,0.19740164964458512
similarity tuning,300-800,13,17.0,alexnet conv1,0.14048215557528757
similarity tuning,300-800,13,18.0,clip ln_post,-0.15132279560121487
similarity tuning,300-800,13,18.0,resnet50 avgpool,-0.06695453247665493
similarity tuning,300-800,13,18.0,alexnet conv1,-0.25552756928991
similarity tuning,300-800,13,19.0,clip ln_post,0.3438998574040123
similarity tuning,300-800,13,19.0,resnet50 avgpool,0.19980688563775056
similarity tuning,300-800,13,19.0,alexnet conv1,0.22005723972072094
similarity tuning,300-800,13,20.0,clip ln_post,0.20752743599044382
similarity tuning,300-800,13,20.0,resnet50 avgpool,0.25734537220346554
similarity tuning,300-800,13,20.0,alexnet conv1,0.007197930711254826
similarity tuning,300-800,13,25.0,clip ln_post,0.04588726946633894
similarity tuning,300-800,13,25.0,resnet50 avgpool,0.05787560556927352
similarity tuning,300-800,13,25.0,alexnet conv1,-0.03338879140157736
similarity tuning,300-800,13,26.0,clip ln_post,0.05676964809077476
similarity tuning,300-800,13,26.0,resnet50 avgpool,0.11664468832394723
similarity tuning,300-800,13,26.0,alexnet conv1,-0.05309963919521382
similarity tuning,300-800,13,28.0,clip ln_post,-0.023000894627331937
similarity tuning,300-800,13,28.0,resnet50 avgpool,0.09473075393493983
similarity tuning,300-800,13,28.0,alexnet conv1,0.06277649092918337
similarity tuning,300-800,13,30.0,clip ln_post,0.033023940233556454
similarity tuning,300-800,13,30.0,resnet50 avgpool,0.226682849010585
similarity tuning,300-800,13,30.0,alexnet conv1,0.03399223477744159
similarity tuning,300-800,13,31.0,clip ln_post,0.09351654050936237
similarity tuning,300-800,13,31.0,resnet50 avgpool,0.21164675793496776
similarity tuning,300-800,13,31.0,alexnet conv1,0.04292604678496309
similarity tuning,300-800,13,32.0,clip ln_post,0.37431839086368807
similarity tuning,300-800,13,32.0,resnet50 avgpool,0.2929681263553073
similarity tuning,300-800,13,32.0,alexnet conv1,-0.07739502893786666
similarity tuning,300-800,13,33.0,clip ln_post,0.1804647933742263
similarity tuning,300-800,13,33.0,resnet50 avgpool,0.14816015001905358
similarity tuning,300-800,13,33.0,alexnet conv1,0.09851141242923551
similarity tuning,300-800,13,35.0,clip ln_post,0.3164963585881045
similarity tuning,300-800,13,35.0,resnet50 avgpool,0.34419673399668516
similarity tuning,300-800,13,35.0,alexnet conv1,0.16428317448334193
similarity tuning,300-800,13,37.0,clip ln_post,0.08833205182934607
similarity tuning,300-800,13,37.0,resnet50 avgpool,0.1556761716602987
similarity tuning,300-800,13,37.0,alexnet conv1,-0.09494284731155452
similarity tuning,300-800,13,46.0,clip ln_post,0.13595215701292912
similarity tuning,300-800,13,46.0,resnet50 avgpool,0.09718831052955575
similarity tuning,300-800,13,46.0,alexnet conv1,0.1292128216112446
similarity tuning,300-800,13,75.0,clip ln_post,0.744317997266363
similarity tuning,300-800,13,75.0,resnet50 avgpool,0.7241215638039527
similarity tuning,300-800,13,75.0,alexnet conv1,0.4715526824144825
similarity tuning,300-800,13,77.0,clip ln_post,0.7656407800973539
similarity tuning,300-800,13,77.0,resnet50 avgpool,0.7817696138836778
similarity tuning,300-800,13,77.0,alexnet conv1,-0.023739627229245497
similarity tuning,300-800,13,78.0,clip ln_post,0.28706469462218714
