subject,session,task,unit,n_events,n_images,mean_rate,F,p_anova,pref_image,t_post,p_post,concept_cell,dos,sparseness,pref_rate,nonpref_rate,baseline_rate,area,region,hemisphere,rho_clip,rho_resnet,rho_conv1,pref_face,ratio
13,1,screening,78,378,63,1.5178571428571428,1.4629409860826397,0.0219780219780219,img_0007,2.674264932944505,0.0059940059940059,True,0.6459677419354838,0.8118822182915412,4.166666666666667,1.475134408602151,1.1507936507936507,amygdala,MTL,R,0.3837151227478922,0.4100108349024657,0.2919835422702068,1,2.6452769007594497
13,1,screening,80,378,63,1.0052910052910051,1.8907142216508763,0.0009990009990009,img_0007,1.693247093898108,0.0279720279720279,True,0.7437275985663082,0.6462205440179009,3.75,0.9610215053763442,0.6746031746031746,amygdala,MTL,R,0.183420996538959,0.2140376282674463,0.1892503221164028,1,3.5343298707879396
13,1,screening,82,378,63,1.6964285714285714,1.5210253756271668,0.0139860139860139,img_0003,3.018842600624699,0.0009990009990009,True,0.8039702233250621,0.5924387624855644,8.125,1.592741935483871,1.4550264550264551,amygdala,MTL,R,0.2999158665335915,0.3402253692369665,0.3953217749420822,1,4.799904716531682
13,1,screening,83,378,63,8.525132275132275,3.467356824172454,0.0009990009990009,img_0054,2.7038233703685615,0.0099900099900099,True,0.5489307720188473,0.872365348185671,18.541666666666668,8.363575268817206,7.5,amygdala,MTL,R,0.5321860488854487,0.5830384304684231,0.2840727936495887,1,2.190760532960663
13,1,screening,84,378,63,1.4153439153439151,1.8739589442815252,0.0019980019980019,img_0011,2.473000775486865,0.0059940059940059,True,0.7159887798036464,0.7413774960944773,4.791666666666667,1.3608870967741935,0.925925925925926,amygdala,MTL,R,0.4322438946289934,0.4611850680553269,0.2307697765595832,1,3.2799705584690404
13,1,screening,85,378,63,5.763888888888889,7.143158338604302,0.0009990009990009,img_0023,2.4311829388407857,0.0149850149850149,True,0.6086956521739131,0.693666479667429,14.375,5.625,2.8703703703703702,amygdala,MTL,R,0.5936643479013946,0.7419040190830893,0.5307343140794476,1,2.510917030567686
13,1,screening,86,378,63,2.397486772486773,2.8842887045229477,0.0009990009990009,img_0002,2.4368335724689087,0.0039960039960039,True,0.7084040747028862,0.6712731489463324,7.916666666666667,2.308467741935484,1.3888888888888888,amygdala,MTL,R,0.6348337690919956,0.6671305586165486,0.4525335313459834,1,3.287013784251353
13,1,screening,88,378,63,1.593915343915344,2.415546871884864,0.0009990009990009,img_0004,5.292373350199574,0.0009990009990009,True,0.8694461351186853,0.4894720652618185,11.041666666666666,1.4415322580645165,1.283068783068783,amygdala,MTL,R,0.3832944469992958,0.3314013401403973,0.286273594380779,1,7.162786642253027
13,1,screening,89,378,63,0.4794973544973545,1.9169110459433163,0.0009990009990009,img_0009,2.009935163360039,0.0099900099900099,True,0.8212365591397849,0.5174110988064478,2.5,0.4469086021505377,0.4232804232804232,amygdala,MTL,R,0.3967663249306379,0.3833357335699368,0.3279217287572727,1,4.571147702138116
13,1,screening,90,378,63,3.5482804232804233,2.539999781769786,0.0009990009990009,img_0008,2.8400895341253083,0.0039960039960039,True,0.5940204563335956,0.8047498125000434,8.541666666666666,3.4677419354838706,2.314814814814815,amygdala,MTL,R,0.6120033487411459,0.6205548979445279,0.4817120459816547,1,2.39413803496082
13,1,screening,92,378,63,2.0105820105820107,3.9523416245627927,0.0009990009990009,img_0058,2.8697274298382123,0.0039960039960039,True,0.7359447004608295,0.5867682539682542,7.291666666666667,1.9254032258064515,0.992063492063492,amygdala,MTL,R,0.7811946273374154,0.7255447723972593,0.2568279959948101,1,3.600106178246732
13,1,screening,93,378,63,0.8465608465608465,2.146377784303045,0.0009990009990009,img_0023,2.209289533604469,0.0049950049950049,True,0.7211981566820276,0.6155348924579696,2.9166666666666665,0.8131720430107527,0.6481481481481481,amygdala,MTL,R,0.3433653427844633,0.4706044367657255,0.4069214352099731,1,3.193994701206947
